"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,1,1,5,1,1,1,1,1,1,1,2,4,5,2,4,0,5,4,1,2,5,4
"2",2,6,3,1,1,5,2,6,1,1,1,5,1,2,0,0,1,2,1,2,1,2,3,7,5
"3",3,8,3,1,2,5,2,6,3,1,1,5,2,2,1,0,1,0,0,2,1,1,1,9,6
"4",4,8,17,1,8,11,6,8,3,1,2,5,2,6,6,6,6,6,0,6,6,2,1,23,22
"5",5,9,23,1,11,11,6,8,17,1,8,11,6,6,0,0,2,3,3,6,3,2,1,30,25
"6",6,12,23,1,11,11,8,9,23,1,11,11,6,2,3,0,2,0,0,3,2,1,3,33,27
"7",7,15,23,1,14,11,8,12,23,1,11,11,8,3,1,3,1,3,0,3,3,1,1,36,30
"8",8,16,23,1,14,11,9,15,23,1,14,11,8,1,0,0,1,1,1,1,1,1,3,37,31
"9",9,17,23,1,14,12,9,16,23,1,14,11,9,1,1,0,1,0,0,1,1,1,2,38,32
"10",10,23,23,5,14,15,9,17,23,1,14,12,9,1,3,6,1,3,0,6,3,1,2,48,35
"11",11,23,23,6,14,20,9,23,23,5,14,15,9,1,0,0,5,2,5,1,5,3,2,49,40
"12",12,23,23,11,16,20,9,23,23,6,14,20,9,2,5,0,2,0,0,5,2,3,1,54,42
"13",13,23,23,12,16,20,10,23,23,11,16,20,9,1,1,1,1,1,0,1,1,3,3,55,43
"14",14,23,23,13,16,25,10,23,23,12,16,20,10,1,0,0,1,1,5,1,5,3,2,56,48
"15",15,23,23,14,17,25,10,23,23,13,16,25,10,1,1,0,1,0,0,1,1,3,1,57,49
"16",16,23,29,20,18,25,10,23,23,14,17,25,10,6,6,1,6,1,0,6,1,3,1,69,50
"17",17,1,29,20,20,31,12,23,29,20,18,25,10,6,0,0,2,2,2,6,2,1,3,47,60
"18",18,3,29,20,20,33,12,1,29,20,20,31,12,2,2,0,2,0,0,2,2,1,2,49,62
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,8,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,0,6,1,1,2,7,1
"21",2,8,2,1,1,2,8,8,1,1,1,2,1,1,0,0,6,3,6,1,6,2,3,8,8
"22",3,16,2,1,4,2,8,8,2,1,1,2,8,3,6,0,3,0,0,6,3,1,1,16,11
"23",4,16,13,1,4,2,13,16,2,1,4,2,8,5,5,6,5,5,0,6,5,2,3,27,16
"24",5,21,13,1,4,4,13,16,13,1,4,2,13,5,0,0,5,3,2,5,2,1,2,32,18
"25",6,21,18,1,4,7,13,21,13,1,4,4,13,5,3,0,3,0,0,5,3,2,2,37,21
"26",7,21,23,1,5,7,13,21,18,1,4,7,13,3,5,1,3,1,0,5,1,2,1,42,22
"27",8,21,23,4,5,7,15,21,23,1,5,7,13,3,0,0,2,6,2,3,2,3,3,45,24
"28",9,23,23,1,5,9,26,21,23,4,5,7,15,6,2,0,6,0,0,2,6,1,3,44,37
"29",10,23,23,11,7,15,32,23,23,1,5,9,26,6,6,1,6,1,0,6,6,3,2,54,51
"30",11,23,23,12,17,15,32,23,23,11,7,15,32,1,0,0,5,1,6,1,6,3,1,55,61
"31",12,23,23,17,17,16,32,23,23,12,17,15,32,5,1,0,1,0,0,5,1,3,2,60,62
"32",13,23,23,21,21,16,32,23,23,17,17,16,32,4,4,3,4,3,0,4,4,3,1,64,66
"33",14,23,26,21,21,30,32,23,23,21,21,16,32,3,0,0,3,6,6,3,6,2,2,67,80
"34",15,29,26,23,24,30,32,23,26,21,21,30,32,3,6,0,3,0,0,6,3,1,1,75,83
"35",16,29,29,23,26,30,32,29,26,23,24,30,32,3,1,2,1,2,0,3,2,2,1,78,85
"36",17,30,29,23,30,30,32,29,29,23,26,30,32,1,0,0,4,2,4,1,4,1,1,79,89
"37",18,30,33,23,30,30,34,30,29,23,30,30,32,2,4,0,2,0,0,4,2,2,3,83,91
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,0,5,1,1,1,5,1
"40",2,6,2,1,2,7,3,6,1,1,2,1,1,1,0,0,6,6,1,1,6,2,2,6,9
"41",3,16,2,1,3,7,3,6,2,1,2,7,3,6,1,0,1,0,0,6,1,1,1,16,10
"42",4,16,3,1,3,8,3,16,2,1,3,7,3,1,1,1,1,1,0,1,1,2,2,17,11
"43",5,17,3,1,6,8,9,16,3,1,3,8,3,1,0,0,6,5,3,1,6,1,3,18,20
"44",6,17,8,1,6,8,12,17,3,1,6,8,9,5,3,0,3,0,0,5,3,2,3,23,23
"45",7,23,8,4,6,8,14,17,8,1,6,8,12,2,2,6,2,2,0,6,2,1,3,32,25
"46",8,23,10,4,11,8,20,23,8,4,6,8,14,2,0,0,6,2,2,2,6,2,3,34,36
"47",9,23,10,6,11,8,22,23,10,4,11,8,20,2,2,0,2,0,0,2,2,3,3,36,38
"48",10,23,13,12,11,8,23,23,10,6,11,8,22,1,6,2,1,2,0,6,1,3,3,45,39
"49",11,23,13,14,11,8,28,23,13,12,11,8,23,2,0,0,1,5,3,2,5,3,3,47,44
"50",12,23,16,14,11,8,29,23,13,14,11,8,28,1,3,0,1,0,0,3,1,2,3,50,45
"51",13,23,16,18,11,8,31,23,16,14,11,8,29,4,1,2,1,2,0,4,2,3,3,54,47
"52",14,23,17,18,16,8,31,23,16,18,11,8,31,1,0,0,1,2,5,1,5,2,1,55,52
"53",15,23,17,20,16,9,31,23,17,18,16,8,31,1,2,0,1,0,0,2,1,3,2,57,53
"54",16,23,27,20,16,9,35,23,17,20,16,9,31,6,4,4,4,4,0,6,4,2,3,67,57
"55",17,23,31,21,21,1,35,23,27,20,16,9,35,4,0,0,2,2,5,4,5,2,1,72,54
"56",18,23,31,23,21,3,35,23,31,21,21,1,35,2,2,0,2,0,0,2,2,3,2,74,56
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,5,1,1,4,1,1,1,1,1,1,1,1,1,4,3,1,3,0,4,3,1,1,4,3
"59",2,5,2,1,4,1,3,5,1,1,4,1,1,1,0,0,4,2,2,1,2,2,3,5,5
"60",3,9,2,1,6,1,3,5,2,1,4,1,3,4,2,0,2,0,0,4,2,1,1,9,7
"61",4,9,6,1,8,1,3,9,2,1,6,1,3,4,2,2,2,2,0,4,2,2,1,13,9
"62",5,11,6,1,14,1,4,9,6,1,8,1,3,2,0,0,6,1,6,2,6,1,1,15,16
"63",6,11,14,1,15,1,4,11,6,1,14,1,4,1,6,0,1,0,0,6,1,2,1,23,17
"64",7,14,14,1,15,1,5,11,14,1,15,1,4,3,1,2,1,2,0,3,1,1,3,26,18
"65",8,14,16,1,20,1,5,14,14,1,15,1,5,2,0,0,4,5,1,2,5,2,1,28,23
"66",9,14,16,5,20,2,5,14,16,1,20,1,5,4,1,0,1,0,0,4,1,3,2,32,24
"67",10,17,22,5,23,2,5,14,16,5,20,2,5,3,4,6,3,4,0,6,3,2,1,41,27
"68",11,21,22,5,23,2,9,17,22,5,23,2,5,4,0,0,3,4,5,4,4,1,3,45,31
"69",12,21,22,10,26,2,9,21,22,5,23,2,9,3,5,0,3,0,0,5,3,3,1,50,34
"70",13,21,22,15,30,2,9,21,22,10,26,2,9,4,5,4,4,4,0,5,4,3,1,55,38
"71",14,21,22,19,35,2,9,21,22,15,30,2,9,4,0,0,3,5,5,4,5,3,1,59,43
"72",15,21,22,24,38,2,9,21,22,19,35,2,9,3,5,0,3,0,0,5,3,3,1,64,46
"73",16,1,23,24,47,2,9,21,22,24,38,2,9,6,1,5,6,5,0,1,5,2,1,45,55
"74",17,1,23,34,47,7,1,1,23,24,47,2,9,6,0,0,5,3,5,6,5,3,2,55,52
"75",18,1,23,42,47,7,6,1,23,34,47,7,1,3,5,0,5,0,0,3,5,3,3,63,57
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",1,17,1,1,1,1,5,1,1,1,1,1,1,1,4,6,1,4,0,6,4,1,3,16,4
"78",2,17,2,1,1,1,13,17,1,1,1,1,5,1,0,0,6,3,3,1,6,2,3,17,12
"79",3,20,2,1,1,1,16,17,2,1,1,1,13,3,3,0,3,0,0,3,3,1,3,20,15
"80",4,20,7,1,1,1,18,20,2,1,1,1,16,2,4,5,2,4,0,5,2,2,3,25,17
"81",5,20,7,1,1,1,32,20,7,1,1,1,18,4,0,0,6,1,1,4,6,3,3,25,31
"82",6,20,8,1,1,2,32,20,7,1,1,1,32,1,1,0,1,0,0,1,1,2,2,26,32
"83",7,23,8,1,2,2,38,20,8,1,1,2,32,3,6,4,6,4,0,3,6,1,3,29,39
"84",8,23,12,1,2,2,47,23,8,1,2,2,38,4,0,0,2,6,3,4,6,2,3,33,48
"85",9,28,12,1,2,5,47,23,12,1,2,2,47,2,3,0,3,0,0,2,3,1,2,38,51
"86",10,40,12,1,2,9,47,28,12,1,2,5,47,3,5,4,5,4,0,3,4,1,2,50,55
"87",11,45,12,1,2,10,48,40,12,1,2,9,47,5,0,0,1,3,6,5,1,1,3,55,104
"88",12,48,15,1,7,16,48,45,12,1,2,10,48,3,6,0,6,0,0,3,6,1,2,108,115
"89",13,48,15,6,7,19,48,48,15,1,7,16,48,3,1,5,3,1,0,5,3,3,2,113,118
"90",14,48,16,6,7,24,48,48,15,6,7,19,48,1,0,0,2,5,4,1,5,2,2,114,123
"91",15,48,16,10,9,24,48,48,16,6,7,24,48,2,4,0,2,0,0,4,2,3,1,118,125
"92",16,48,22,18,13,24,48,48,16,10,9,24,48,6,4,3,4,3,0,6,4,2,1,132,129
"93",17,48,22,21,25,27,48,48,22,18,13,24,48,3,0,0,1,6,6,3,6,3,1,135,144
"94",18,48,23,21,32,27,48,48,22,21,25,27,48,1,6,0,6,0,0,1,6,2,1,136,151
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",1,12,1,1,5,1,1,1,1,1,1,1,1,6,1,4,1,4,0,6,4,1,1,11,4
"97",2,12,2,1,10,1,1,12,1,1,5,1,1,1,0,0,5,2,6,1,5,2,1,12,9
"98",3,19,2,1,10,1,3,12,2,1,10,1,1,2,6,0,2,0,0,6,2,1,3,19,11
"99",4,19,17,1,13,1,3,19,2,1,10,1,3,6,3,1,3,1,0,6,3,2,1,34,14
