"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,10,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,2,6,6,2,6,0,6,6,1,2,9,8
"2",2,12,1,1,1,1,9,5,1,10,1,1,1,1,9,1,1,2,0,0,1,3,4,2,4,1,3,11,12
"3",3,15,1,1,1,2,9,5,1,12,1,1,1,1,9,5,1,1,3,0,1,0,0,3,1,1,1,14,13
"4",4,25,1,1,1,2,9,5,1,15,1,1,1,2,9,5,1,5,1,1,1,1,0,5,1,1,1,24,13
"5",5,1,1,1,1,8,9,5,5,25,1,1,1,2,9,5,1,1,0,0,1,6,1,1,6,1,1,0,23
"6",6,2,1,1,1,8,9,5,6,1,1,1,1,8,9,5,5,1,1,0,1,0,0,1,1,1,4,1,24
"7",7,6,1,1,1,8,9,5,10,2,1,1,1,8,9,5,6,4,4,3,4,3,0,4,4,1,4,5,28
"8",8,9,1,1,1,8,9,11,13,6,1,1,1,8,9,5,10,3,0,0,3,6,1,3,6,1,3,8,37
"9",9,12,1,1,1,8,10,11,13,9,1,1,1,8,9,11,13,3,1,0,1,0,0,3,1,1,2,11,38
"10",10,16,1,1,1,8,10,15,13,12,1,1,1,8,10,11,13,4,4,1,4,1,0,4,4,1,3,15,42
"11",11,17,1,1,1,9,10,15,13,16,1,1,1,8,10,15,13,1,0,0,3,1,2,1,1,1,1,16,43
"12",12,20,1,1,1,9,12,15,13,17,1,1,1,9,10,15,13,3,2,0,2,0,0,3,2,1,2,19,45
"13",13,23,1,1,1,11,12,15,13,20,1,1,1,9,12,15,13,3,2,2,2,2,0,3,2,1,1,22,47
"14",14,25,1,1,1,14,12,15,19,23,1,1,1,11,12,15,13,2,0,0,6,6,2,2,6,1,4,24,56
"15",15,38,4,1,1,1,14,15,19,25,1,1,1,14,12,15,19,6,2,0,2,0,0,6,2,1,2,40,45
"16",16,38,8,1,1,1,16,15,19,38,4,1,1,1,14,15,19,2,4,3,2,3,0,4,2,2,2,44,47
"17",17,38,11,1,1,5,16,15,19,38,8,1,1,1,16,15,19,3,0,0,4,4,4,3,4,2,1,47,51
"18",18,38,15,1,1,5,16,15,23,38,11,1,1,5,16,15,19,4,4,0,4,0,0,4,4,2,4,51,55
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
