"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,1,5,1,1,1,1,1,1,1,1,4,4,5,4,4,0,5,4,1,1,5,4
"2",2,6,1,5,5,3,1,6,1,1,5,1,1,4,0,0,2,4,6,4,2,3,2,9,6
"3",3,6,1,15,5,7,1,6,1,5,5,3,1,4,6,0,4,0,0,6,4,3,2,19,10
"4",4,9,1,15,5,7,4,6,1,15,5,7,1,1,3,3,1,3,0,3,3,1,3,22,13
"5",5,9,2,15,9,7,4,9,1,15,5,7,4,1,0,0,5,4,4,1,4,2,1,23,17
"6",6,9,2,20,13,7,4,9,2,15,9,7,4,5,4,0,4,0,0,5,4,3,1,28,21
"7",7,9,2,22,19,9,4,9,2,20,13,7,4,6,3,2,6,3,0,2,6,3,1,30,29
"8",8,12,2,22,19,14,4,9,2,22,19,9,4,3,0,0,5,3,2,3,5,1,2,33,34
"9",9,12,5,22,19,16,4,12,2,22,19,14,4,3,2,0,2,0,0,3,2,2,2,36,36
"10",10,18,6,22,19,16,6,12,5,22,19,16,4,6,2,3,2,3,0,6,2,1,3,43,38
"11",11,18,6,25,21,16,12,18,6,22,19,16,6,3,0,0,2,3,6,3,6,3,3,46,46
"12",12,18,9,25,21,18,12,18,6,25,21,16,12,2,3,0,2,0,0,3,2,2,2,49,48
"13",13,20,9,25,24,18,12,18,9,25,21,18,12,5,2,3,5,3,0,2,3,1,1,51,51
"14",14,20,14,25,24,21,12,20,9,25,24,18,12,5,0,0,1,3,2,5,3,2,2,56,54
"15",15,22,14,25,25,21,12,20,14,25,24,21,12,1,2,0,1,0,0,2,1,1,1,58,55
"16",16,23,20,25,25,32,12,22,14,25,25,21,12,6,3,6,3,6,0,6,6,2,2,65,66
"17",17,23,20,28,25,32,16,23,20,25,25,32,12,3,0,0,1,4,1,3,4,3,3,68,70
"18",18,23,20,29,26,32,16,23,20,28,25,32,16,1,1,0,1,0,0,1,1,3,1,69,71
"19",19,23,24,29,26,41,16,23,20,29,26,32,16,4,6,6,6,6,0,4,6,2,2,73,80
"20",20,29,24,39,26,43,16,23,24,29,26,41,16,6,0,0,2,2,3,6,2,3,2,89,82
"21",21,29,24,42,26,45,16,29,24,39,26,43,16,2,3,0,2,0,0,3,2,3,2,92,84
"22",22,29,27,48,29,45,16,29,24,42,26,45,16,3,6,6,3,6,0,6,3,3,1,148,87
"23",23,40,27,48,32,48,16,29,27,48,29,45,16,6,0,0,4,3,3,6,3,1,2,159,140
"24",24,40,27,48,32,48,16,40,27,48,32,48,16,4,3,0,NA,0,0,0,0,0,0,159,140
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,3,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,0,2,2,1,3,2,2
"27",2,3,1,2,1,11,3,3,1,1,1,1,3,1,0,0,6,1,6,1,6,3,2,3,12
"28",3,9,1,5,1,12,3,3,1,2,1,11,3,1,6,0,1,0,0,6,1,1,2,12,13
"29",4,13,1,5,2,12,3,9,1,5,1,12,3,4,1,2,1,2,0,4,1,1,1,16,14
"30",5,13,1,7,2,12,4,13,1,5,2,12,3,2,0,0,1,6,2,2,1,3,3,18,15
"31",6,13,7,10,2,14,4,13,1,7,2,12,4,6,2,0,2,0,0,6,2,2,2,27,17
"32",7,13,11,10,2,14,5,13,7,10,2,14,4,1,3,4,1,3,0,4,1,2,3,31,18
"33",8,16,11,10,2,14,9,13,11,10,2,14,5,3,0,0,1,2,4,3,4,1,3,34,22
"34",9,16,12,10,2,14,11,16,11,10,2,14,9,1,2,0,2,0,0,1,2,2,3,35,24
"35",10,16,15,10,2,14,13,16,12,10,2,14,11,3,2,2,2,2,0,3,2,2,3,38,26
"36",11,16,17,10,2,19,13,16,15,10,2,14,13,2,0,0,5,5,2,2,5,2,2,40,31
"37",12,16,22,10,2,19,15,16,17,10,2,19,13,5,2,0,2,0,0,5,2,2,3,45,33
"38",13,20,22,10,2,22,15,16,22,10,2,19,15,4,2,3,2,3,0,4,3,1,2,49,36
"39",14,22,22,10,4,22,15,20,22,10,2,22,15,2,0,0,2,5,5,2,2,1,1,51,38
"40",15,22,27,10,4,22,20,22,22,10,4,22,15,5,5,0,5,0,0,5,5,2,3,56,43
"41",16,22,27,15,4,26,20,22,27,10,4,22,20,2,4,5,2,4,0,5,4,3,2,61,47
"42",17,22,27,17,9,26,20,22,27,15,4,26,20,2,0,0,5,2,6,2,5,3,1,63,52
"43",18,22,32,23,9,26,22,22,27,17,9,26,20,2,6,0,2,0,0,6,2,3,3,74,54
"44",19,22,36,29,11,26,22,22,32,23,9,26,22,6,2,2,2,2,0,6,2,3,1,84,56
"45",20,22,1,29,16,30,22,22,36,29,11,26,22,2,0,0,3,2,5,2,5,2,1,49,65
"46",21,22,1,32,18,30,22,22,1,29,16,30,22,3,2,0,2,0,0,3,2,3,1,52,67
"47",22,22,3,32,18,34,22,22,1,32,18,30,22,2,4,2,4,2,0,2,4,2,2,54,71
"48",23,24,3,32,22,34,22,22,3,32,18,34,22,2,0,0,4,6,6,2,4,1,1,56,75
"49",24,24,3,32,22,34,22,24,3,32,22,34,22,6,6,0,NA,0,0,0,0,0,0,56,75
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1,1,1,5,1,1,3,1,1,1,1,1,1,2,4,2,2,2,0,4,2,3,3,4,2
"52",2,3,1,5,2,1,3,1,1,5,1,1,3,2,0,0,2,1,4,2,1,1,1,6,3
"53",3,7,1,5,4,1,3,3,1,5,2,1,3,2,4,0,2,0,0,4,2,1,1,10,5
"54",4,16,1,5,7,1,3,7,1,5,4,1,3,3,2,6,3,2,0,6,3,1,1,19,8
"55",5,16,1,7,10,1,3,16,1,5,7,1,3,2,0,0,3,4,3,2,3,3,1,21,11
"56",6,16,5,7,13,1,3,16,1,7,10,1,3,4,3,0,3,0,0,4,3,2,1,25,14
"57",7,19,11,7,13,1,4,16,5,7,13,1,3,6,5,1,5,1,0,6,1,2,3,34,15
"58",8,19,16,7,13,1,8,19,11,7,13,1,4,5,0,0,4,1,5,5,4,2,3,39,19
"59",9,19,21,7,13,1,9,19,16,7,13,1,8,1,5,0,1,0,0,5,1,2,3,44,20
"60",10,19,21,9,17,1,9,19,21,7,13,1,9,1,2,4,1,4,0,2,4,3,1,46,24
"61",11,19,22,9,17,1,14,19,21,9,17,1,9,1,0,0,2,5,5,1,5,2,3,47,29
"62",12,19,22,11,17,1,19,19,22,9,17,1,14,2,5,0,5,0,0,2,5,3,3,49,34
"63",13,19,22,14,22,1,19,19,22,11,17,1,19,3,5,5,5,5,0,3,5,3,1,52,39
"64",14,19,1,14,25,5,19,19,22,14,22,1,19,5,0,0,2,4,6,5,4,2,2,31,46
"65",15,19,8,14,7,5,20,19,1,14,25,5,19,2,6,0,6,0,0,2,6,2,1,38,29
"66",16,22,8,20,7,6,20,19,8,14,7,5,20,6,1,5,1,5,0,6,1,3,2,47,30
"67",17,22,13,20,11,6,20,22,8,20,7,6,20,5,0,0,5,4,3,5,4,2,1,52,34
"68",18,22,16,20,16,6,20,22,13,20,11,6,20,5,3,0,5,0,0,3,5,2,1,55,39
"69",19,22,21,20,19,6,20,22,16,20,16,6,20,5,3,5,3,5,0,5,3,2,1,60,42
"70",20,22,21,25,23,6,20,22,21,20,19,6,20,5,0,0,3,4,4,5,4,3,1,65,46
"71",21,22,25,25,23,6,23,22,21,25,23,6,20,3,4,0,3,0,0,4,3,2,3,69,49
"72",22,22,25,26,29,7,23,22,25,25,23,6,23,4,6,1,4,6,0,1,6,3,1,70,56
"73",23,26,25,26,34,7,23,22,25,26,29,7,23,4,0,0,5,4,6,4,5,1,1,74,61
"74",24,26,25,26,34,7,23,26,25,26,34,7,23,4,6,0,NA,0,0,0,0,0,0,74,61
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1,1,1,3,1,1,4,1,1,1,1,1,1,2,3,3,3,3,0,2,3,3,3,2,3
"77",2,1,4,3,9,1,4,1,1,3,1,1,4,3,0,0,4,6,2,3,6,2,1,5,11
"78",3,1,8,3,11,1,4,1,4,3,9,1,4,4,2,0,2,0,0,4,2,2,1,9,13
"79",4,1,11,3,11,4,4,1,8,3,11,1,4,3,3,3,3,3,0,3,3,2,2,12,16
"80",5,1,14,3,11,4,6,1,11,3,11,4,4,3,0,0,2,2,2,3,2,2,3,15,18
"81",6,3,14,3,11,4,8,1,14,3,11,4,6,2,2,0,2,0,0,2,2,1,3,17,20
"82",7,8,14,9,13,4,8,3,14,3,11,4,8,6,1,2,1,2,0,6,2,3,1,28,22
"83",8,9,14,9,15,4,8,8,14,9,13,4,8,1,0,0,2,2,1,1,2,1,1,29,24
"84",9,9,16,9,16,4,8,9,14,9,15,4,8,2,1,0,1,0,0,2,1,2,1,31,25
"85",10,9,16,12,17,4,8,9,16,9,16,4,8,3,1,2,1,2,0,3,1,3,1,34,26
"86",11,9,18,12,18,4,8,9,16,12,17,4,8,2,0,0,1,6,1,2,1,2,1,36,27
"87",12,15,18,13,19,4,8,9,18,12,18,4,8,6,1,0,1,0,0,6,1,1,1,43,28
"88",13,26,18,16,19,5,8,15,18,13,19,4,8,4,6,2,4,2,0,6,4,1,2,57,29
"89",14,26,18,18,24,5,8,26,18,16,19,5,8,2,0,0,1,5,4,2,5,3,1,59,34
"90",15,26,22,18,24,6,8,26,18,18,24,5,8,1,4,0,1,0,0,4,1,2,2,63,35
"91",16,29,22,18,27,6,8,26,22,18,24,6,8,3,3,5,3,5,0,3,3,1,1,66,38
"92",17,29,22,23,27,6,12,29,22,18,27,6,8,5,0,0,4,6,3,5,4,3,3,71,42
"93",18,29,32,23,27,1,15,29,22,23,27,6,12,6,3,0,3,0,0,6,3,2,3,81,40
"94",19,29,32,25,27,1,16,29,32,23,27,1,15,1,4,2,1,4,0,2,1,3,3,83,41
"95",20,29,32,29,27,2,16,29,32,25,27,1,16,4,0,0,5,1,6,4,1,3,2,87,42
"96",21,29,41,29,32,2,1,29,32,29,27,2,16,5,6,0,5,0,0,6,5,2,1,96,32
"97",22,29,46,29,32,5,1,29,41,29,32,2,1,5,3,3,3,3,0,5,3,2,2,101,35
"98",23,29,46,32,32,5,2,29,46,29,32,5,1,3,0,0,1,6,2,3,1,3,3,104,36
"99",24,29,46,32,32,5,2,29,46,32,32,5,2,6,2,0,NA,0,0,0,0,0,0,104,36
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",1,1,2,7,1,1,3,1,1,1,1,1,1,2,6,2,2,2,0,6,2,3,3,7,2
"102",2,1,2,9,1,1,7,1,2,7,1,1,3,2,0,0,1,6,4,2,4,3,3,9,6
"103",3,1,8,13,2,1,7,1,2,9,1,1,7,1,6,0,1,0,0,6,1,2,1,19,7
"104",4,7,8,17,4,1,7,1,8,13,2,1,7,2,6,3,2,3,0,6,2,1,1,29,9
"105",5,7,8,20,4,1,11,7,8,17,4,1,7,3,0,0,6,2,4,3,4,3,3,32,13
