"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,3,7,3,1,1,1,1,2,6,2,6,2,0,2,6,2,1,2,8
"2",2,1,5,7,8,1,3,7,3,2,0,0,5,3,6,2,5,2,2,4,13
"3",3,6,11,10,8,1,5,7,8,3,6,0,3,0,0,6,3,2,1,15,16
"4",4,6,15,10,12,6,11,10,8,4,3,4,3,4,0,4,4,2,2,19,20
"5",5,6,18,13,12,6,15,10,12,3,0,0,3,1,3,3,3,2,1,22,23
"6",6,9,18,14,12,6,18,13,12,1,3,0,1,0,0,3,1,1,1,25,24
"7",7,15,20,17,12,9,18,14,12,3,6,2,3,2,0,6,3,1,1,33,27
"8",8,17,20,17,16,15,20,17,12,2,0,0,2,1,4,2,4,1,2,35,31
"9",9,18,20,19,16,17,20,17,16,2,1,0,2,0,0,1,2,1,1,36,33
"10",10,18,21,19,21,18,20,19,16,1,5,4,5,4,0,1,5,2,2,37,38
"11",11,22,21,20,21,18,21,19,21,4,0,0,1,1,1,4,1,1,1,41,39
"12",12,22,22,21,21,22,21,20,21,1,1,0,1,0,0,1,1,2,1,42,40
"13",13,27,22,29,21,22,22,21,21,5,4,6,4,6,0,5,6,1,1,47,48
"14",14,27,26,34,21,27,22,29,21,4,0,0,3,5,4,4,5,2,1,51,53
"15",15,27,30,34,24,27,26,34,21,3,4,0,3,0,0,4,3,2,2,55,56
"16",16,29,30,35,36,27,30,34,24,2,6,3,6,3,0,2,6,1,2,57,69
"17",17,32,30,36,36,29,30,35,36,3,0,0,1,5,6,3,1,1,1,60,70
"18",18,32,30,36,36,32,30,36,36,5,6,0,NA,0,0,0,0,0,0,60,70
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,6,6,1,1,1,1,1,5,5,2,5,2,0,5,5,2,1,5,5
"21",2,3,6,6,5,1,6,6,1,2,0,0,5,4,4,2,4,1,2,7,9
"22",3,3,10,6,10,3,6,6,5,5,4,0,5,0,0,4,5,2,2,11,14
"23",4,3,11,6,13,3,10,6,10,3,5,1,3,5,0,1,3,2,2,12,17
"24",5,3,16,7,19,3,11,6,13,5,0,0,1,6,5,5,6,2,2,17,24
"25",6,3,17,7,24,3,16,7,19,1,5,0,5,0,0,1,5,2,2,18,29
"26",7,8,17,7,32,3,17,7,24,5,1,6,1,6,0,5,6,1,2,23,37
"27",8,9,17,7,37,8,17,7,32,1,0,0,5,3,5,1,5,1,2,24,42
"28",9,9,20,12,37,9,17,7,37,3,5,0,5,0,0,3,5,2,1,27,47
"29",10,9,24,17,37,9,20,12,37,1,5,4,1,5,0,4,5,2,1,31,52
"30",11,10,24,20,37,9,24,17,37,1,0,0,5,5,3,1,3,1,1,32,55
"31",12,10,29,25,37,10,24,20,37,5,5,0,5,0,0,5,5,2,1,37,60
"32",13,12,29,27,37,10,29,25,37,2,2,3,2,3,0,2,2,1,1,39,62
"33",14,12,32,31,37,12,29,27,37,3,0,0,4,6,4,3,4,2,1,42,66
"34",15,15,38,35,37,12,32,31,37,6,4,0,4,0,0,6,4,2,1,51,70
"35",16,20,38,50,37,15,38,35,37,5,5,4,5,4,0,5,4,1,1,56,85
"36",17,25,38,54,39,20,38,50,37,5,0,0,2,6,2,5,2,1,2,61,129
"37",18,25,38,54,39,25,38,54,39,6,2,0,NA,0,0,0,0,0,0,61,129
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,3,1,13,1,1,1,1,1,6,2,6,6,6,0,2,6,1,1,2,12
"40",2,3,9,13,10,3,1,13,1,6,0,0,2,6,4,6,6,2,2,10,21
"41",3,3,13,13,12,3,9,13,10,2,4,0,2,0,0,4,2,2,2,14,23
"42",4,3,15,14,18,3,13,13,12,6,3,2,6,3,0,2,6,2,2,16,30
"43",5,1,18,14,26,3,15,14,18,3,0,0,1,4,3,3,3,2,2,17,38
"44",6,5,18,14,27,1,18,14,26,1,4,0,1,0,0,4,1,1,2,21,39
"45",7,5,29,14,32,5,18,14,27,6,2,5,2,5,0,6,5,2,2,32,44
"46",8,5,31,14,37,5,29,14,32,2,0,0,5,3,2,2,5,2,2,34,49
"47",9,8,31,16,39,5,31,14,37,3,2,0,2,0,0,3,2,1,2,37,91
"48",10,8,33,21,39,8,31,16,39,5,5,2,5,5,0,2,5,2,1,39,96
"49",11,13,33,26,39,8,33,21,39,5,0,0,5,4,5,5,5,1,1,44,101
"50",12,1,37,34,39,13,33,26,39,4,5,0,5,0,0,4,5,2,1,36,109
"51",13,2,37,38,39,1,37,34,39,1,4,5,4,5,0,1,4,1,1,37,113
