"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,5,1,1,5,1,1,1,1,1,4,4,1,4,0,4,4,1,2,4,4
"2",2,5,2,1,9,5,1,1,5,1,0,0,4,6,4,1,4,2,2,5,8
"3",3,15,2,5,9,5,2,1,9,6,4,0,4,0,0,6,4,1,1,15,12
"4",4,15,6,5,10,15,2,5,9,4,2,1,2,1,0,4,1,2,2,19,13
"5",5,15,8,5,15,15,6,5,10,2,0,0,5,1,6,2,5,2,2,21,18
"6",6,21,12,6,15,15,8,5,15,1,6,0,1,0,0,6,1,1,1,31,19
"7",7,26,12,7,15,21,12,6,15,5,1,1,1,1,0,5,1,1,1,36,20
"8",8,27,12,7,25,26,12,7,15,1,0,0,1,6,6,1,6,1,2,37,30
"9",9,27,22,7,26,27,12,7,25,1,6,0,1,0,0,6,1,2,2,47,31
"10",10,31,22,2,26,27,22,7,26,1,1,2,1,1,0,2,1,1,1,51,26
"11",11,31,23,2,28,31,22,2,26,1,0,0,4,2,2,1,2,2,2,52,28
"12",12,35,23,2,30,31,23,2,28,4,2,0,2,0,0,4,2,1,2,56,30
"13",13,38,23,2,33,35,23,2,30,3,3,3,3,3,0,3,3,1,2,59,33
"14",14,41,23,2,43,38,23,2,33,3,0,0,6,2,3,3,6,1,2,62,43
"15",15,43,23,5,43,41,23,2,43,2,3,0,3,0,0,2,3,1,1,64,46
"16",16,46,23,5,45,43,23,5,43,3,2,3,2,3,0,3,2,1,2,67,48
"17",17,46,26,6,48,46,23,5,45,3,0,0,1,4,3,3,3,2,2,70,99
"18",18,46,26,6,48,46,26,6,48,1,4,0,NA,0,0,0,0,0,0,70,99
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,10,1,11,1,1,1,1,2,6,6,2,6,0,6,6,2,2,9,10
"21",2,1,12,5,11,1,10,1,11,2,0,0,4,2,1,2,4,2,1,11,14
"22",3,3,12,5,12,1,12,5,11,2,1,0,1,0,0,2,1,1,2,13,15
"23",4,3,17,5,16,3,12,5,12,2,4,5,2,4,0,5,4,2,2,18,19
"24",5,5,17,5,23,3,17,5,16,2,0,0,6,3,3,2,6,1,2,20,26
"25",6,8,17,5,26,5,17,5,23,3,3,0,3,0,0,3,3,1,2,23,29
"26",7,8,20,12,26,8,17,5,26,3,6,2,6,2,0,3,6,2,1,26,36
"27",8,8,22,12,27,8,20,12,26,2,0,0,6,1,1,2,1,2,2,28,37
"28",9,19,22,12,28,8,22,12,27,6,1,0,1,0,0,6,1,1,2,39,38
"29",10,19,30,12,31,19,22,12,28,3,6,3,3,3,0,6,3,2,2,47,41
"30",11,19,33,12,42,19,30,12,31,3,0,0,6,5,2,3,6,2,2,50,52
"31",12,19,38,12,44,19,33,12,42,5,2,0,2,0,0,5,2,2,2,55,54
"32",13,22,38,12,45,19,38,12,44,1,3,1,1,1,0,3,1,1,2,58,55
"33",14,22,1,22,45,22,38,12,45,1,0,0,5,1,1,1,5,2,1,21,65
"34",15,23,1,23,45,22,1,22,45,1,1,0,1,0,0,1,1,1,1,22,66
"35",16,25,1,28,45,23,1,23,45,2,5,3,5,3,0,2,5,1,1,24,71
"36",17,28,1,33,45,25,1,28,45,3,0,0,5,1,4,3,5,1,1,27,76
"37",18,28,1,33,45,28,1,33,45,1,4,0,NA,0,0,0,0,0,0,27,76
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,5,1,1,3,1,1,1,1,2,4,2,2,2,0,4,2,1,2,4,2
