"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,5,1,1,1,1,4,1,1,1,1,1,1,4,2,3,2,3,0,4,3,1,3,4,3
"2",2,7,1,1,4,1,4,5,1,1,1,1,4,2,0,0,3,6,3,2,3,1,1,6,6
"3",3,8,1,7,7,1,4,7,1,1,4,1,4,6,3,0,3,0,0,6,3,3,1,13,9
"4",4,12,1,7,12,1,10,8,1,7,7,1,4,4,2,6,2,6,0,4,6,1,3,17,20
"5",5,14,1,7,12,1,12,12,1,7,12,1,10,2,0,0,4,2,1,2,2,1,3,19,22
"6",6,14,1,11,12,1,13,14,1,7,12,1,12,4,1,0,1,0,0,4,1,3,3,23,23
"7",7,14,5,11,12,1,14,14,1,11,12,1,13,4,1,1,1,1,0,4,1,2,3,27,24
"8",8,14,5,12,18,1,24,14,5,11,12,1,14,1,0,0,6,4,6,1,6,3,3,28,40
"9",9,17,5,18,22,1,24,14,5,12,18,1,24,4,6,0,4,0,0,6,4,3,1,37,44
"10",10,17,1,18,28,1,5,17,5,18,22,1,24,6,1,4,6,4,0,1,6,2,1,33,31
"11",11,21,1,18,34,1,6,17,1,18,28,1,5,4,0,0,5,6,1,4,6,1,1,37,38
"12",12,26,1,18,35,1,6,21,1,18,34,1,6,5,1,0,1,0,0,5,1,1,1,42,39
"13",13,31,1,18,38,1,6,26,1,18,35,1,6,5,3,3,3,3,0,5,3,1,1,47,42
"14",14,31,4,18,38,1,10,31,1,18,38,1,6,3,0,0,4,4,3,3,4,2,3,50,46
"15",15,34,4,18,38,1,14,31,4,18,38,1,10,4,3,0,4,0,0,3,4,1,3,53,50
"16",16,38,4,18,39,1,19,34,4,18,38,1,14,1,6,4,1,6,0,4,1,1,1,57,94
"17",17,38,14,18,39,6,19,38,4,18,39,1,19,6,0,0,5,2,3,6,5,2,2,67,99
"18",18,38,17,18,39,6,21,38,14,18,39,6,19,2,3,0,2,0,0,3,2,2,3,70,101
"19",19,39,17,22,39,6,32,38,17,18,39,6,21,1,6,1,6,1,0,1,6,1,3,113,112
"20",20,39,18,22,39,9,32,39,17,22,39,6,32,1,0,0,3,3,3,1,3,2,2,114,115
"21",21,39,18,25,39,12,32,39,18,22,39,9,32,3,3,0,3,0,0,3,3,3,2,117,118
"22",22,39,18,29,39,15,32,39,18,25,39,12,32,4,3,1,3,1,0,4,3,3,2,121,121
"23",23,39,18,30,39,23,32,39,18,29,39,15,32,1,0,0,6,2,2,1,6,3,2,122,129
"24",24,39,18,30,39,23,32,39,18,30,39,23,32,2,2,0,NA,0,0,0,0,0,0,122,129
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,3,1,1,1,1,5,1,1,1,1,1,1,4,2,1,4,1,0,2,4,1,3,2,4
"27",2,3,1,2,6,1,5,3,1,1,1,1,5,1,0,0,5,2,1,1,5,3,1,3,9
"28",3,5,1,2,6,2,5,3,1,2,6,1,5,2,1,0,1,0,0,2,1,1,2,5,10
"29",4,5,5,2,6,2,7,5,1,2,6,2,5,2,1,4,2,1,0,4,2,2,3,9,12
"30",5,5,6,2,6,2,9,5,5,2,6,2,7,1,0,0,2,1,2,1,2,2,3,10,14
"31",6,7,6,2,7,2,9,5,6,2,6,2,9,1,2,0,1,0,0,2,1,1,1,12,15
"32",7,7,10,2,12,2,9,7,6,2,7,2,9,4,5,1,5,1,0,4,5,2,1,16,20
"33",8,8,10,2,17,2,9,7,10,2,12,2,9,1,0,0,2,5,6,1,5,1,1,17,25
"34",9,9,16,2,17,4,9,8,10,2,17,2,9,2,6,0,2,0,0,6,2,2,2,24,27
"35",10,12,16,2,18,4,15,9,16,2,17,4,9,6,3,2,6,2,0,3,6,1,3,27,34
"36",11,12,18,2,18,4,16,12,16,2,18,4,15,2,0,0,5,1,3,2,1,2,3,29,35
"37",12,12,21,2,23,4,16,12,18,2,18,4,16,5,3,0,5,0,0,3,5,2,1,32,40
"38",13,14,22,8,28,1,16,12,21,2,23,4,16,6,5,5,5,5,0,6,5,3,1,41,42
"39",14,19,22,8,32,1,16,14,22,8,28,1,16,5,0,0,1,5,4,5,4,1,1,46,46
"40",15,19,22,13,32,1,17,19,22,8,32,1,16,1,5,0,1,0,0,5,1,3,3,51,47
"41",16,19,1,14,9,1,25,19,22,13,32,1,17,1,6,1,6,1,0,1,6,3,1,31,32
"42",17,19,1,15,9,1,30,19,1,14,9,1,25,1,0,0,5,1,4,1,5,3,3,32,37
"43",18,23,1,15,10,1,30,19,1,15,9,1,30,1,4,0,1,0,0,4,1,1,1,36,38
"44",19,31,1,1,1,1,35,23,1,15,10,1,30,3,6,5,3,6,0,5,3,1,3,30,34
"45",20,31,12,1,1,6,35,31,1,1,1,1,35,6,0,0,5,5,6,6,5,2,2,41,39
"46",21,34,17,1,1,12,6,31,12,1,1,6,35,5,6,0,6,0,0,5,6,2,2,49,16
"47",22,1,18,1,1,19,12,34,17,1,1,12,6,6,1,1,6,1,0,1,6,2,3,17,29
"48",23,1,19,1,2,19,12,1,18,1,1,19,12,1,0,0,1,3,1,1,1,2,1,18,30
"49",24,1,19,1,2,19,12,1,19,1,2,19,12,3,1,0,NA,0,0,0,0,0,0,18,30
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,2,2,2,0,1,2,3,2,1,2
"52",2,1,1,4,1,6,7,1,1,2,1,3,1,2,0,0,6,2,3,2,6,3,3,3,11
"53",3,1,1,6,1,6,10,1,1,4,1,6,7,2,3,0,3,0,0,2,3,3,3,5,14
"54",4,1,1,8,1,6,15,1,1,6,1,6,10,2,4,5,4,5,0,2,5,3,3,7,19
"55",5,1,1,12,3,6,21,1,1,8,1,6,15,4,0,0,6,6,2,4,6,3,3,11,27
"56",6,1,4,18,5,6,21,1,1,12,3,6,21,6,2,0,2,0,0,6,2,3,1,20,29
"57",7,3,12,18,9,6,1,1,4,18,5,6,21,4,1,2,4,1,0,2,4,1,1,30,13
"58",8,3,12,19,9,8,1,3,12,18,9,6,1,1,0,0,3,2,1,1,2,3,2,31,15
"59",9,6,12,19,9,9,1,3,12,19,9,8,1,3,1,0,1,0,0,3,1,1,2,34,16
"60",10,6,20,19,9,13,1,6,12,19,9,9,1,5,4,6,5,4,0,6,4,2,2,42,20
"61",11,6,1,19,14,13,7,6,20,19,9,13,1,5,0,0,6,1,2,5,6,2,3,23,31
"62",12,6,3,19,14,13,8,6,1,19,14,13,7,1,2,0,1,0,0,2,1,2,3,25,32
"63",13,6,7,25,17,13,8,6,3,19,14,13,8,6,3,2,3,2,0,6,3,3,1,35,35
"64",14,6,9,25,17,13,13,6,7,25,17,13,8,2,0,0,5,1,1,2,5,2,3,37,40
"65",15,6,9,26,17,13,14,6,9,25,17,13,13,1,1,0,1,0,0,1,1,3,3,38,41
"66",16,6,9,37,1,17,1,6,9,26,17,13,14,6,3,4,3,4,0,6,4,3,2,49,16
