"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,2,1,2,1,1,1,1,1,1,1,4,1,4,0,1,1,1,1,1,1
"2",2,6,1,2,5,2,1,2,1,4,0,0,1,4,4,4,4,1,2,5,5
"3",3,6,2,2,9,6,1,2,5,1,4,0,4,0,0,1,4,2,2,6,9
"4",4,6,3,7,9,6,2,2,9,5,1,2,5,2,0,1,5,2,1,7,14
"5",5,6,5,10,9,6,3,7,9,2,0,0,3,3,1,2,3,2,1,9,17
"6",6,6,8,11,9,6,5,10,9,3,1,0,1,0,0,3,1,2,1,12,18
"7",7,8,14,16,9,6,8,11,9,6,5,5,5,5,0,6,5,2,1,20,23
"8",8,13,14,16,13,8,14,16,9,5,0,0,4,4,5,5,4,1,2,25,27
"9",9,13,19,20,13,13,14,16,13,4,5,0,4,0,0,5,4,2,1,30,31
"10",10,17,19,23,13,13,19,20,13,3,4,3,3,3,0,4,3,1,1,34,34
"11",11,20,19,23,18,17,19,23,13,3,0,0,4,5,6,3,5,1,2,37,39
"12",12,20,27,23,22,20,19,23,18,4,6,0,4,0,0,6,4,2,2,45,43
"13",13,20,30,23,25,20,27,23,22,1,3,3,1,3,0,3,3,2,2,48,46
"14",14,21,30,28,25,20,30,23,25,1,0,0,6,2,5,1,5,1,1,49,51
"15",15,33,34,28,27,21,30,28,25,6,2,0,2,0,0,6,2,1,2,65,53
"16",16,39,35,32,27,33,34,28,27,4,6,3,4,3,0,6,4,1,1,110,57
"17",17,39,38,36,27,39,35,32,27,3,0,0,4,5,2,3,4,2,1,113,61
"18",18,39,38,36,27,39,38,36,27,5,2,0,NA,0,0,0,0,0,0,113,61
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,3,1,5,1,1,1,1,3,2,4,3,4,0,2,4,2,2,2,4
"21",2,1,6,1,8,1,3,1,5,3,0,0,1,3,1,3,3,2,2,5,7
