init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
45 31 0 27 28 42 6 13 40 50,36 37 30 39 32 8 49 35 29 44,23,14,0,1,7,42 40 41 27 28 26 0 13 14 31,36 37 35 30 32 49 29 10 44 5,1,1,1
18 5 52 0 52 32 31 24 38 45,51 37 27 22 47 16 23 39 14 19,17,0,60,0,7,31 32 30 52 0 2 52 18 5 43,51 37 27 22 47 16 23 39 14 19,1,1,1
12 36 2 13 39 45 17 51 31 43,52 22 50 46 3 18 52 4 35 24,32,6,0,1,9,15 17 16 45 39 40 43 6 13 2,22 23 21 52 3 4 1 24 52 50,1,1,1
14 10 1 52 5 6 47 27 52 28,43 51 18 49 0 38 29 11 21 42,39,0,60,0,9,1 3 2 4 52 27 28 52 6 19,43 51 18 49 0 38 29 11 21 42,1,1,1
3 25 16 52 6 39 32 20 11 49,51 1 34 44 12 5 35 38 50 13,0,0,13,0,9,14 16 15 52 3 5 6 39 20 26,34 35 33 36 51 50 13 1 40 44,1,2,0
28 52 29 27 52 45 33 48 44 50,49 8 14 46 30 38 13 32 1 23,37,0,60,0,0,28 29 27 52 52 45 48 33 50 20,49 8 14 46 30 38 13 32 1 23,1,1,1
14 52 24 50 41 16 46 45 22 19,33 40 48 52 39 9 27 42 25 12,49,7,0,1,11,45 46 44 52 16 19 18 13 26 14,39 40 51 52 38 37 27 28 29 10,2,1,0
45 11 22 0 51 39 44 33 6 37,2 19 17 42 14 32 43 46 1 31,7,2,0,1,15,44 43 42 33 39 51 45 52 6 0,2 3 4 46 17 19 1 14 27 40,1,1,1
29 19 23 0 46 26 18 25 21 50,8 28 3 34 39 42 36 35 38 17,32,0,15,0,16,0 2 1 19 52 41 45 52 26 29,34 36 35 33 6 31 39 28 15 3,1,2,0
46 34 24 29 40 37 48 47 4 35,2 38 42 3 51 11 10 12 14 20,50,0,3,0,7,46 48 47 49 34 24 35 37 29 31,11 10 12 2 3 1 40 42 52 14,1,2,0
6 50 0 3 37 23 49 5 42 32,52 43 22 19 31 4 44 26 35 14,2,0,5,0,16,50 49 51 3 5 6 4 0 13 39,17 19 18 43 44 45 52 47 26 14,2,0,1
47 23 22 49 6 20 13 0 33 32,18 46 10 42 34 1 38 17 21 14,25,4,0,1,18,32 33 34 23 22 20 21 19 13 0,1 2 3 17 18 16 51 40 14 38,2,0,1
36 8 40 52 7 21 15 45 26 52,18 5 46 39 49 28 14 25 37 12,35,0,60,0,19,40 41 42 52 52 15 26 13 0 48,18 5 46 39 49 28 14 25 37 12,1,1,1
38 52 19 42 14 37 0 11 27 3,40 18 51 10 50 6 29 46 45 16,32,0,34,0,9,38 37 36 3 4 5 52 14 27 19,6 45 26 39 40 15 29 16 30 18,2,0,1
