hand,wcj,minscore,mindist
40 35 36 44 20 24 18 10 30 8,15,60,4
52 39 17 31 47 1 18 30 51 46,5,3,1
47 22 41 11 15 21 18 48 17 2,33,60,3
12 8 15 48 52 21 30 43 17 52,41,10,1
49 48 52 34 46 31 19 47 26 9,28,37,3
19 28 26 32 49 11 9 41 8 44,4,60,3
48 7 47 1 11 37 45 10 5 12,8,31,2
1 44 39 34 3 31 9 19 10 11,5,18,2
48 36 0 46 9 28 10 40 31 1,33,39,3
52 12 1 27 19 10 8 16 11 52,51,6,1
3 52 22 20 17 21 29 4 48 18,44,10,1
39 32 36 0 44 43 33 2 46 23,30,41,3
24 48 23 27 31 5 49 19 26 41,36,32,3
32 52 48 22 43 38 6 13 7 9,10,26,3
7 49 21 37 6 27 44 40 52 24,47,23,2
25 15 31 17 7 50 38 29 34 0,5,46,4
45 52 32 22 14 39 9 13 35 7,21,16,2
13 8 16 20 17 35 24 15 37 28,1,55,4
8 3 15 14 44 47 30 32 10 4,50,60,4
28 52 7 43 4 6 10 33 49 3,50,39,2
36 35 24 23 0 44 9 3 50 20,21,60,4
8 50 17 49 26 33 10 1 41 23,42,44,5
5 41 25 31 15 27 34 30 16 9,8,42,3
30 6 23 31 48 0 2 3 21 52,16,24,2
30 52 32 26 10 45 43 25 2 46,36,16,2
10 23 20 49 39 19 18 26 40 34,28,17,2
28 6 26 29 24 0 14 47 49 23,43,60,3
45 32 37 26 21 30 38 10 6 34,48,58,3
24 51 47 4 37 35 44 27 19 32,2,60,4
11 5 50 2 7 24 22 46 12 40,45,52,3
52 27 26 5 31 39 21 42 3 16,28,17,2
3 29 21 6 33 41 14 52 40 36,37,47,3
52 26 48 18 6 14 16 38 15 11,39,35,3
49 33 32 15 39 3 19 40 1 12,46,37,3
22 13 8 3 32 47 20 1 46 40,9,39,3
45 48 2 52 17 32 9 33 13 0,28,18,2
38 20 29 52 0 1 49 39 16 14,37,39,3
12 38 35 7 19 27 5 52 42 3,24,47,3
40 9 31 8 29 42 43 26 15 2,23,56,3
31 33 27 1 37 13 21 48 29 28,9,25,3
35 28 12 52 48 20 24 23 37 9,6,33,2
28 26 12 5 34 32 41 48 50 25,29,60,4
28 47 31 30 4 26 41 49 29 19,50,40,3
30 17 44 21 0 40 10 5 45 2,25,60,4
2 1 51 33 52 27 35 14 44 36,45,21,2
15 40 3 52 17 31 36 24 27 13,0,32,3
19 52 13 35 1 34 48 4 0 31,3,38,3
9 15 41 13 6 19 7 45 36 44,27,46,3
47 42 20 2 35 30 27 23 14 36,26,60,4
36 39 13 22 49 38 45 25 40 47,34,45,3
13 28 4 23 6 48 19 38 3 14,34,60,4
45 5 12 33 42 39 2 47 14 44,7,31,3
48 47 52 5 24 15 41 14 4 9,12,44,3
2 12 1 16 35 44 25 19 32 45,43,49,3
15 46 23 33 13 45 42 20 31 48,36,30,2
43 48 1 39 30 3 47 4 9 11,23,50,3
23 41 45 52 35 25 6 40 33 4,24,48,3
52 33 14 12 21 13 48 11 38 37,44,54,3
21 27 25 52 38 18 40 15 34 36,19,47,3
21 10 8 52 0 42 31 28 34 18,46,21,3
36 33 5 21 20 35 12 14 22 2,18,17,2
17 36 38 51 28 30 40 4 41 27,23,14,1
29 50 32 37 34 11 14 38 9 35,1,25,2
30 31 24 52 17 8 21 19 26 12,22,49,3
39 30 5 15 8 21 6 24 13 3,43,33,2
22 51 42 5 32 52 12 31 24 23,14,27,2
0 38 3 13 46 34 44 39 29 4,33,32,3
43 34 27 13 6 14 32 44 39 40,9,43,3
52 31 30 42 17 43 36 52 20 48,3,26,2
35 34 28 39 30 31 18 5 52 0,6,14,2
50 38 46 51 17 33 8 5 49 42,16,33,2
2 42 52 15 6 38 24 51 48 13,39,33,3
52 30 33 10 41 2 16 22 52 42,27,35,2
52 8 30 1 37 43 40 27 52 41,17,4,1
33 21 19 52 36 39 18 51 41 43,47,25,2
52 2 13 18 46 25 16 14 38 36,23,18,2
2 29 36 15 22 52 51 9 43 16,32,44,3
35 38 52 41 8 34 3 18 51 29,48,21,2
52 10 28 46 17 33 12 52 18 29,21,22,2
10 33 52 39 31 19 30 14 21 17,3,39,3
21 42 0 10 23 11 22 19 7 14,25,47,3
52 4 26 40 51 24 50 49 27 18,17,15,2
19 1 10 50 52 48 24 40 27 51,36,18,1
15 20 38 9 21 34 10 18 7 23,39,60,3
40 15 23 10 49 47 3 52 36 51,33,19,2
51 12 7 25 49 39 13 16 31 17,43,31,3
43 18 49 30 32 8 7 51 27 4,28,57,3
44 17 38 48 8 39 41 30 43 52,15,29,3
27 10 25 11 32 20 37 51 49 6,23,28,2
8 1 30 18 31 7 27 9 6 52,15,12,1
52 36 43 38 17 49 5 10 14 34,45,30,3
3 21 26 20 14 40 45 33 5 0,31,32,3
47 10 52 13 30 8 28 38 32 27,51,19,2
22 30 17 49 35 41 42 29 10 14,21,60,4
33 31 16 10 15 9 8 20 50 25,39,54,3
47 37 11 20 9 43 15 34 25 13,38,51,3
36 27 29 5 4 19 13 49 37 25,34,60,4
34 5 27 52 28 10 15 35 29 36,6,21,2
34 9 1 2 10 15 3 43 41 44,12,51,2
21 17 49 39 8 52 25 45 5 20,19,39,3
41 18 36 14 15 47 12 19 24 44,29,60,4
20 32 42 7 0 23 27 34 36 19,30,60,4
26 10 20 19 9 18 11 47 5 2,32,23,2
24 7 41 52 47 25 10 13 49 19,14,53,3
22 31 35 49 47 38 19 46 52 25,51,15,1
18 13 37 40 43 47 23 42 25 49,33,60,3
13 32 3 33 34 16 22 28 6 21,15,20,2
48 21 3 50 11 18 52 33 23 28,36,45,3
8 35 52 42 49 51 3 52 46 5,27,34,2
17 20 52 7 51 38 16 18 3 26,15,25,2
35 20 52 48 37 31 3 0 12 52,23,31,3
9 6 13 36 22 52 35 46 4 3,14,21,2
23 38 5 10 1 27 19 20 0 51,15,60,4
32 37 43 47 27 1 21 10 41 6,3,60,4
35 52 51 50 32 19 39 18 29 27,20,43,3
28 4 24 12 52 3 20 50 31 40,7,24,2
10 24 38 29 35 47 14 30 5 39,19,60,5
52 38 16 25 31 7 14 51 22 20,19,24,2
52 14 41 3 52 20 15 23 13 28,16,0,0
15 30 33 39 10 47 52 51 11 2,46,24,2
39 17 10 5 28 6 30 31 20 27,49,32,3
52 46 50 12 31 37 4 38 52 26,48,24,3
5 18 26 13 36 25 35 24 11 32,44,22,2
9 0 47 52 23 4 24 16 20 49,37,42,3
29 41 49 38 37 47 7 24 23 33,35,60,4
13 29 35 28 42 47 32 14 33 30,5,47,2
21 40 6 36 29 20 48 4 23 2,12,60,4
22 4 19 34 30 7 38 32 43 52,17,19,1
49 36 52 21 29 17 4 22 12 9,32,57,3
50 47 31 29 22 38 26 44 41 2,13,53,3
15 27 19 10 29 23 45 40 13 22,46,60,4
9 39 12 52 24 52 17 10 15 31,51,19,2
10 7 20 25 24 33 36 31 26 18,14,56,3
24 42 13 36 46 29 27 37 8 1,49,37,3
26 5 4 40 8 12 18 38 2 14,31,18,2
42 21 46 37 25 33 22 49 48 41,27,60,3
50 44 29 19 43 2 35 45 31 8,15,38,3
8 50 20 40 12 51 52 30 23 52,28,48,3
3 24 16 9 36 34 17 23 21 46,22,45,2
0 46 10 45 17 42 52 19 25 37,32,38,4
17 3 48 14 20 5 24 43 11 26,32,60,4
3 34 10 19 9 38 23 47 5 36,21,28,2
22 18 52 21 42 19 29 51 16 0,17,12,2
36 12 24 1 9 48 38 45 51 50,42,60,3
4 43 24 33 8 27 16 20 49 45,38,60,5
52 30 4 8 22 17 52 46 49 28,25,24,2
40 50 1 33 9 42 8 0 12 19,45,27,2
11 52 28 35 52 26 51 31 5 38,23,26,2
38 32 15 18 48 25 9 17 6 2,29,60,3
52 1 3 52 47 48 0 2 13 29,23,2,1
14 33 32 5 34 29 3 28 0 42,11,16,3
35 40 1 31 9 52 14 37 11 4,44,6,1
1 44 2 22 0 28 17 43 11 45,13,29,3
50 22 39 46 0 24 18 19 1 48,5,44,3
52 52 51 30 16 50 4 27 45 32,13,20,2
32 29 44 4 52 20 27 52 41 16,23,34,3
17 41 52 51 40 33 4 21 20 18,24,32,2
42 29 34 0 19 52 48 8 15 17,4,24,3
47 6 16 34 17 42 22 20 23 18,27,60,2
44 50 12 46 52 32 25 29 15 9,19,29,3
35 52 19 51 43 33 22 50 18 6,37,32,3
9 50 15 26 39 18 31 46 28 7,37,35,3
31 35 23 34 19 47 52 12 0 32,28,40,3
34 13 11 21 50 40 51 27 33 37,15,47,3
52 49 32 0 2 39 47 28 19 12,9,38,2
22 52 51 4 27 36 38 30 48 26,7,32,2
45 7 35 19 13 39 31 50 22 23,4,60,4
44 27 40 45 0 46 50 19 28 5,13,28,3
23 38 30 4 34 44 19 32 2 26,46,60,4
42 50 3 41 48 22 24 52 27 0,32,39,3
33 52 45 38 5 39 32 20 25 31,2,26,3
45 52 39 10 19 2 23 30 40 22,27,22,3
26 31 25 7 43 12 50 40 18 47,34,44,3
39 14 21 13 12 34 49 37 24 25,16,60,3
35 45 43 39 10 30 49 27 8 14,24,60,4
5 50 6 1 33 34 21 26 14 25,31,45,4
41 3 51 52 9 21 50 8 13 10,44,21,3
4 15 39 30 52 0 29 17 10 46,20,13,2
18 31 24 1 16 3 5 22 19 46,50,30,2
3 32 11 5 38 31 52 43 21 26,30,32,2
23 15 19 33 47 9 32 37 1 18,24,52,4
51 45 43 32 50 52 21 33 41 26,3,47,3
38 14 13 40 12 44 48 31 42 16,6,60,3
42 52 52 24 11 26 44 50 25 51,6,2,1
43 23 40 2 38 46 45 20 19 27,4,46,3
32 9 21 36 51 16 44 30 38 18,15,60,4
29 26 16 10 15 52 35 5 42 40,4,36,3
52 24 5 52 27 13 3 16 20 19,6,19,2
23 9 12 20 29 52 26 7 35 30,36,23,2
43 26 18 30 35 1 37 14 36 4,12,15,2
10 38 44 29 47 17 6 52 24 39,18,51,4
35 3 52 41 0 25 51 8 23 47,24,51,3
33 19 29 44 11 28 20 21 12 47,36,55,3
44 23 42 50 19 13 40 33 15 2,26,48,4
41 22 34 42 25 45 51 9 17 43,24,60,3
19 27 42 47 9 17 16 12 14 25,15,60,3
28 42 46 0 9 10 27 47 4 11,19,39,3
34 24 14 2 48 51 15 39 35 41,42,55,3
36 46 24 22 33 6 7 31 34 42,21,30,3
7 21 20 49 24 16 25 51 10 14,43,60,4
8 12 6 47 34 36 11 7 32 18,49,32,2
17 10 9 15 14 24 34 7 43 22,13,60,3
52 49 17 24 43 47 39 5 51 3,26,32,2
40 30 41 17 52 27 5 19 6 28,7,33,2
52 44 8 33 40 31 37 36 35 52,13,13,2
39 14 21 44 27 0 23 8 33 16,15,60,4
26 27 28 33 23 18 5 13 9 25,41,40,3
25 35 22 33 15 38 11 21 26 19,1,60,3
52 6 19 20 41 47 46 7 32 25,2,10,1
48 23 40 32 28 2 38 29 19 37,17,60,4
35 11 36 19 52 9 44 5 10 8,46,22,1
16 7 12 44 23 14 4 22 18 38,11,60,4
46 22 14 43 8 52 6 44 40 4,41,40,2
4 11 50 52 52 41 5 26 45 9,1,24,3
12 40 42 1 25 34 37 6 3 22,16,38,2
44 17 11 52 27 0 15 6 13 48,40,35,3
33 4 19 10 46 27 3 1 22 2,51,49,3
2 23 15 10 46 32 18 21 14 25,17,60,4
12 44 52 25 8 29 26 16 34 36,1,49,3
35 0 52 3 40 13 12 37 8 6,44,40,3
14 35 24 43 23 37 17 3 29 32,9,43,3
16 43 40 19 34 32 3 8 50 20,23,60,4
52 15 32 8 19 44 31 16 26 52,3,16,2
49 50 20 13 43 27 36 19 46 37,41,60,4
11 48 0 45 44 31 16 38 47 32,19,27,3
34 13 32 43 46 25 6 52 8 1,47,15,1
9 15 41 32 44 13 31 38 34 49,0,45,3
2 7 46 38 14 13 28 36 52 22,43,41,3
3 47 30 4 23 26 18 32 48 1,8,43,3
34 52 18 40 36 52 6 14 10 20,22,24,2
46 39 22 40 42 23 6 3 50 12,32,44,3
52 52 0 8 13 3 50 36 47 15,26,19,2
52 40 43 31 50 36 27 7 25 35,0,48,4
41 10 50 23 43 8 24 52 35 52,36,10,1
35 1 33 5 45 12 25 7 31 19,39,60,4
2 48 43 6 9 0 45 3 11 34,42,48,3
11 2 18 27 47 29 44 25 12 52,40,29,3
52 23 8 31 25 33 3 28 14 15,37,42,3
28 20 10 45 40 30 52 31 24 6,42,48,3
37 20 22 31 8 36 43 12 24 48,28,60,5
10 2 16 20 32 28 25 8 27 1,43,60,4
44 12 3 19 38 40 36 8 24 34,50,53,4
49 35 1 50 28 8 39 25 15 2,22,25,3
47 36 34 39 24 2 14 5 49 8,40,23,2
21 49 52 17 40 46 24 4 31 36,51,51,3
21 0 51 26 10 11 7 6 22 24,49,41,2
12 0 15 51 49 10 41 2 37 52,44,32,2
1 8 24 49 43 29 25 9 44 42,28,58,3
11 16 46 52 48 31 34 37 22 20,39,60,3
15 18 17 11 24 16 22 14 2 28,42,26,2
40 42 10 34 32 29 3 49 24 26,8,23,3
43 22 28 49 15 25 33 8 30 4,47,39,2
52 23 35 48 47 33 21 17 26 24,22,17,2
10 13 0 38 21 5 22 35 48 41,36,31,3
24 36 4 52 1 13 49 43 40 23,21,18,2
2 46 33 18 52 13 35 25 30 29,20,21,2
24 35 47 4 46 29 17 30 26 44,36,53,3
29 37 36 18 26 50 32 52 52 48,24,19,2
50 52 21 3 38 2 45 46 29 15,24,28,2
30 45 48 26 4 29 19 10 34 44,46,60,4
13 10 52 43 2 31 42 44 14 6,30,27,3
25 20 11 40 48 17 4 12 19 46,8,60,3
32 9 4 37 27 13 52 12 18 10,49,36,4
16 19 4 26 30 22 34 14 1 33,8,40,3
52 17 50 5 46 26 12 19 8 42,48,53,4
26 13 46 17 2 38 12 43 7 33,27,40,3
23 12 20 30 48 8 32 1 26 0,36,31,3
10 33 23 20 49 7 27 43 30 47,46,3,1
39 11 46 0 48 9 21 6 41 7,15,43,2
8 0 35 23 43 49 47 15 28 9,25,60,4
25 12 37 26 6 28 9 38 23 17,22,34,3
41 52 4 33 46 43 15 32 10 17,19,10,1
30 43 0 52 38 52 19 5 16 4,1,19,2
52 14 13 52 49 24 4 31 51 23,7,18,2
52 14 15 52 41 33 7 45 34 6,27,8,1
21 32 51 15 10 2 25 43 23 42,27,60,4
52 4 16 50 22 7 26 23 39 32,36,37,3
24 25 4 11 27 38 5 51 28 47,9,50,3
32 24 49 5 19 41 21 17 18 38,30,49,3
28 17 18 38 49 44 25 40 43 42,9,50,3
52 13 18 48 22 20 45 52 39 19,30,8,1
19 26 46 11 20 41 34 15 14 45,0,47,3
49 15 19 41 22 52 50 27 46 42,33,25,2
5 14 10 38 25 24 1 49 41 6,18,48,3
9 7 34 52 4 43 0 2 50 8,19,26,2
19 26 2 6 10 14 35 16 18 28,44,38,3
41 22 2 26 3 1 48 37 51 38,7,56,3
29 37 5 27 33 13 18 42 44 2,36,38,4
40 21 18 22 9 32 0 7 50 47,26,57,3
45 42 5 49 14 6 12 1 52 30,10,21,2
13 8 16 31 6 43 36 45 29 41,35,60,4
8 15 24 13 42 6 27 25 33 38,47,41,3
43 11 17 52 9 52 5 47 30 35,6,27,2
2 43 35 23 44 29 37 30 40 7,15,46,3
6 45 50 38 46 12 52 35 52 23,30,38,3
18 26 45 11 2 24 12 7 23 47,36,50,3
11 38 27 47 13 52 49 1 50 18,15,35,3
2 45 11 15 13 40 38 35 3 4,0,45,3
52 27 49 31 39 7 30 0 51 44,23,20,2
16 47 2 15 28 38 18 19 33 21,9,59,2
16 3 0 52 2 37 14 10 18 20,24,18,1
44 5 32 40 46 27 52 15 3 1,38,24,2
52 22 17 50 38 47 20 46 23 21,44,26,2
14 7 8 13 23 3 38 43 36 17,2,60,4
41 30 52 33 24 37 28 17 21 7,47,20,2
34 36 52 43 39 22 45 6 33 48,16,44,2
10 52 17 27 43 42 45 46 34 3,33,29,3
0 43 49 9 5 7 10 36 18 37,40,51,3
22 8 16 40 42 25 6 47 30 41,3,34,2
15 7 50 10 38 21 46 27 11 14,47,48,3
23 30 7 1 39 42 34 51 48 49,46,36,4
50 41 47 31 36 28 52 19 18 42,21,31,2
20 52 49 48 34 36 38 52 47 18,11,10,1
13 33 11 9 0 46 29 14 25 52,3,2,1
29 46 31 0 36 39 30 41 25 40,19,31,3
16 3 46 33 1 36 44 39 14 11,19,60,4
21 50 11 7 39 18 41 4 44 32,40,60,4
40 12 4 6 23 16 8 45 34 51,14,57,3
27 26 13 43 1 21 33 39 31 18,5,21,2
39 8 17 49 7 47 6 35 48 52,26,6,1
48 11 39 6 20 23 43 47 0 30,44,60,4
33 47 22 52 7 45 30 9 39 21,12,54,3
37 13 10 44 5 40 2 26 6 21,27,45,4
18 34 52 42 52 35 17 11 46 2,8,28,3
24 11 6 26 46 1 32 23 2 0,36,27,2
48 6 4 16 32 44 9 37 47 52,41,54,3
23 30 50 12 11 8 1 6 14 24,43,26,2
31 12 49 33 24 8 10 9 29 39,51,27,3
48 42 47 0 35 24 27 26 23 37,11,27,3
42 8 43 1 26 20 49 5 31 9,12,60,4
4 46 9 36 30 6 13 17 23 32,44,57,3
24 47 3 42 22 45 10 31 8 37,1,60,4
52 27 8 32 35 42 5 52 30 15,13,35,3
52 11 5 49 20 13 4 24 2 31,41,27,3
27 0 11 16 34 24 13 41 45 7,21,33,4
21 12 35 10 1 47 31 19 4 0,50,60,4
13 9 52 6 16 10 4 40 52 14,24,13,1
52 16 24 42 21 17 38 41 9 7,20,40,2
5 29 44 46 52 4 49 27 7 1,18,17,1
27 30 31 38 3 35 42 37 10 50,45,60,3
52 26 21 24 11 16 14 33 35 17,31,45,2
4 8 43 3 21 2 40 10 52 45,20,27,2
40 13 33 22 52 38 42 30 6 51,25,20,2
28 44 22 8 49 13 45 11 19 48,18,52,3
17 25 6 4 29 14 52 36 35 44,21,45,3
10 25 9 48 37 32 26 52 29 28,47,49,3
31 20 26 16 38 18 52 9 36 25,27,50,4
30 16 37 4 36 2 22 15 42 3,40,50,3
51 8 20 52 39 52 1 37 9 44,47,29,3
52 10 47 31 22 8 7 39 49 0,28,41,2
23 17 38 44 30 52 6 41 20 52,3,41,3
6 50 26 15 43 42 37 36 23 31,14,60,4
52 52 22 31 37 3 49 13 26 15,50,24,3
43 8 21 17 2 6 19 14 16 5,20,60,3
0 40 6 32 24 15 16 1 41 45,35,31,3
47 52 20 1 9 52 0 29 3 34,27,21,2
45 19 37 18 52 17 13 29 16 40,12,20,3
39 52 25 29 50 22 51 19 38 21,4,17,2
5 8 35 33 2 37 3 45 49 13,15,51,4
1 35 4 34 15 22 39 38 36 16,42,25,3
16 31 3 28 25 39 23 49 34 5,29,26,3
14 38 21 46 2 13 5 48 19 50,0,51,3
52 3 20 15 36 37 35 11 41 0,51,26,2
9 8 25 39 10 3 32 35 11 14,5,38,3
34 13 46 32 52 27 25 14 43 52,3,18,1
52 4 3 12 19 0 46 17 48 29,31,42,3
47 12 14 51 35 10 29 22 3 33,18,60,4
50 19 41 24 17 20 34 40 12 39,14,46,2
48 9 51 8 20 49 0 31 33 23,39,55,2
10 52 17 42 51 25 52 34 50 12,6,31,3
6 7 32 34 22 24 29 30 44 52,31,27,1
1 12 33 14 46 7 2 50 32 29,42,21,2
24 44 15 35 40 11 14 20 4 38,22,42,4
30 7 28 2 50 36 40 39 13 48,0,26,3
19 8 48 51 47 41 7 32 13 6,18,52,3
18 5 48 12 39 24 52 9 31 6,20,30,3
52 17 30 45 18 37 38 8 2 19,21,18,2
11 17 47 52 39 26 52 13 46 42,30,5,1
5 52 22 1 12 31 41 9 26 11,24,19,2
47 1 20 5 37 42 23 8 2 26,6,60,4
37 52 2 7 13 22 23 19 26 8,3,45,3
19 37 7 51 47 31 48 38 32 30,10,60,3
47 48 13 52 35 3 4 39 22 42,38,19,2
52 15 20 38 49 19 47 5 52 4,30,21,2
9 28 16 32 39 42 4 23 19 0,26,30,3
37 42 31 34 26 48 11 4 14 32,5,44,4
16 47 2 22 40 28 23 35 7 5,17,60,4
35 18 20 42 4 26 0 5 52 48,51,38,3
44 52 45 30 22 17 28 51 33 27,18,37,3
23 3 11 32 40 37 31 10 9 27,21,46,3
42 28 30 11 52 16 47 19 3 34,22,28,2
19 22 32 43 48 46 14 26 7 17,27,48,3
38 11 43 5 19 8 15 47 21 7,14,54,4
18 30 34 5 52 19 13 11 49 6,36,28,3
40 46 23 4 26 33 51 37 14 43,19,60,4
29 20 4 5 22 27 3 19 18 0,43,20,2
29 11 18 12 14 40 33 8 41 4,3,42,4
3 2 23 13 18 43 34 24 20 16,4,42,3
8 43 4 51 10 19 28 13 26 21,15,44,3
30 28 21 29 45 34 42 33 20 10,24,60,3
3 52 52 13 34 18 36 35 12 44,21,17,2
48 52 7 0 31 12 46 35 14 2,36,44,2
8 31 3 24 11 28 52 25 35 22,36,46,3
49 50 26 52 2 39 31 48 44 19,6,4,1
40 51 22 2 42 45 13 34 30 37,49,60,5
28 36 26 52 32 11 23 35 2 33,49,10,1
12 48 32 5 35 7 23 1 10 21,45,59,3
51 49 35 9 22 32 52 29 16 52,12,8,1
35 46 2 41 42 34 16 52 3 48,11,27,2
2 25 52 50 40 39 32 10 38 37,28,23,2
13 10 3 1 47 18 0 21 52 23,32,39,2
17 2 50 40 10 28 30 0 46 4,21,42,4
52 47 11 44 25 3 0 52 28 51,37,11,2
25 46 15 34 47 2 45 51 52 13,18,20,2
28 10 49 39 27 52 19 18 32 26,46,25,2
27 8 0 10 5 49 37 3 40 20,25,60,4
27 51 20 34 46 2 11 48 44 26,24,45,3
43 36 42 44 45 8 39 30 37 18,47,15,2
1 52 39 42 40 11 6 4 35 30,51,39,3
49 51 40 12 38 1 0 30 45 39,22,34,3
21 49 27 30 26 6 42 32 23 50,24,42,3
38 28 2 44 45 8 47 17 40 29,11,60,4
24 8 51 43 48 30 18 0 12 50,10,60,3
27 52 29 33 38 3 7 36 39 12,18,43,3
47 6 29 45 11 25 23 13 22 4,12,49,3
15 0 22 35 1 16 52 18 45 52,41,8,1
43 14 47 10 35 19 17 52 42 25,23,31,2
37 41 50 21 49 18 14 1 22 28,36,41,3
3 49 36 4 29 51 18 48 32 20,41,60,3
52 52 42 44 28 27 26 29 1 47,7,8,1
45 17 39 35 26 32 38 2 10 30,33,60,4
44 28 35 17 52 34 12 52 39 52,20,19,3
25 26 30 9 21 6 37 16 34 46,28,60,5
45 9 37 51 2 1 48 30 18 52,36,48,4
37 36 9 33 12 52 11 25 13 17,20,18,1
20 52 16 36 41 11 27 44 42 49,51,43,3
14 29 6 52 8 42 35 36 19 46,40,27,2
18 50 52 30 45 1 22 27 51 41,21,41,4
40 48 41 52 52 26 19 39 46 7,22,2,1
52 21 17 26 4 16 22 11 2 39,38,35,3
20 39 8 52 52 22 12 25 9 48,1,21,2
13 24 49 39 46 40 34 0 16 31,2,54,4
37 14 27 52 18 52 44 19 34 25,32,16,1
11 10 12 46 39 3 31 26 50 38,6,45,4
3 35 28 33 8 10 39 47 2 42,20,40,3
32 3 9 20 49 26 44 16 25 0,23,48,4
19 43 30 47 2 51 22 7 52 5,33,43,3
16 38 15 23 50 30 51 5 31 29,22,56,3
50 5 20 11 6 1 26 9 37 3,27,21,2
7 50 1 39 16 12 42 37 51 30,13,48,3
49 47 36 25 17 38 33 32 50 43,28,60,3
40 22 16 23 3 15 38 21 25 32,48,45,3
12 4 38 34 35 16 44 45 32 50,41,60,3
25 35 41 10 37 42 24 23 48 2,51,53,3
49 7 17 35 40 3 48 31 21 5,19,60,5
42 11 31 23 37 45 39 2 27 4,51,60,4
37 48 46 6 19 50 26 52 36 52,10,2,1
1 31 16 39 43 29 2 23 3 47,36,23,3
4 51 52 11 29 10 34 0 43 48,46,49,3
39 11 20 27 51 9 45 5 44 50,46,47,3
21 6 23 17 29 11 10 9 31 40,48,49,3
14 32 21 29 1 4 28 12 10 23,41,45,3
51 2 28 27 0 46 23 36 3 11,37,37,2
2 7 42 50 29 46 8 12 24 33,11,20,1
14 34 43 9 46 8 4 52 52 40,47,9,1
52 29 23 1 49 11 19 50 33 34,22,55,3
3 52 6 30 32 20 29 22 41 36,17,24,2
39 40 46 3 0 37 20 34 52 47,11,12,2
7 23 43 22 5 37 6 33 8 27,3,48,3
52 45 22 36 19 27 32 10 0 52,24,15,2
19 10 38 32 25 30 34 24 13 41,15,54,4
24 52 30 28 11 52 15 17 12 0,13,10,1
50 1 38 15 7 13 3 42 26 36,29,24,3
35 49 8 15 41 47 7 6 48 46,21,18,1
28 51 52 6 38 19 36 41 5 3,46,46,2
14 19 23 32 1 42 21 18 3 10,33,60,3
52 50 17 42 1 47 37 39 52 15,22,20,2
52 13 10 36 2 19 26 20 17 30,37,34,2
29 17 8 23 10 25 24 42 13 7,9,47,2
47 9 38 39 45 49 5 11 32 29,34,50,4
52 20 38 41 6 37 15 14 48 23,11,39,3
45 52 15 8 7 52 24 16 47 12,49,29,2
19 38 3 30 45 22 43 21 46 5,0,60,3
52 31 42 2 46 14 11 6 33 28,19,25,3
29 32 30 51 6 31 21 39 1 4,0,23,2
37 5 29 19 32 30 51 39 14 45,4,25,3
52 27 52 22 10 36 44 15 26 4,17,16,2
49 7 11 41 3 22 17 44 18 38,6,60,5
39 12 10 28 41 52 50 23 11 5,35,29,3
26 30 18 15 52 7 36 46 49 12,17,23,2
52 45 10 26 38 18 39 5 34 9,50,46,3
41 50 39 52 22 43 30 26 0 44,33,26,2
29 38 44 6 18 51 21 10 5 46,37,60,4
43 38 4 2 35 39 30 18 15 10,23,29,2
1 41 3 11 34 44 39 0 13 31,42,27,3
15 50 42 31 18 16 0 23 2 28,41,22,2
52 47 15 7 46 52 13 51 11 25,9,25,2
11 31 52 30 37 36 4 41 34 1,24,13,1
7 48 27 24 52 19 44 34 3 18,39,54,5
4 7 52 3 25 21 1 2 24 14,34,9,1
52 13 47 19 2 35 14 4 28 50,41,24,2
2 17 3 41 18 35 43 29 6 39,33,57,4
46 52 19 15 3 50 32 5 44 16,6,10,1
48 5 2 33 20 13 52 38 49 41,30,45,3
24 20 6 35 31 13 48 43 51 18,10,60,5
6 26 47 50 27 39 51 5 37 46,3,60,4
8 9 43 38 37 11 26 45 44 22,13,30,1
30 46 27 44 51 12 23 8 41 52,36,23,2
16 40 8 17 32 26 31 39 36 52,9,38,3
29 14 6 11 24 12 48 23 28 42,17,60,4
47 41 42 37 11 46 4 30 18 52,35,47,3
16 30 7 52 31 14 17 35 42 11,36,47,3
35 42 52 34 26 6 48 52 44 43,2,20,2
20 12 5 33 43 51 36 46 30 52,7,7,1
49 17 3 13 25 12 20 27 38 39,21,37,3
9 38 28 20 16 17 12 25 40 5,43,38,4
46 5 9 31 43 23 25 8 41 33,21,52,3
19 35 28 4 8 16 22 32 52 42,50,46,3
20 31 52 45 6 22 10 25 35 48,28,36,3
24 8 43 52 28 49 36 29 51 7,45,54,3
20 42 39 9 35 7 46 25 18 41,17,48,2
52 42 43 12 32 13 23 50 2 22,33,45,3
15 6 1 14 46 51 20 37 36 21,45,48,3
22 27 6 4 45 44 36 31 41 3,37,60,4
15 25 2 46 11 18 49 28 42 10,0,60,3
35 48 14 41 17 11 33 22 49 26,43,38,4
31 18 40 48 33 46 10 9 12 22,17,55,3
15 6 24 45 40 7 35 38 5 43,33,50,3
43 31 44 22 9 42 50 17 5 40,6,50,2
51 42 38 45 47 44 31 6 49 34,0,60,3
31 3 2 49 24 52 1 45 33 44,14,29,2
17 48 23 22 15 52 10 21 6 26,8,20,2
43 50 41 35 0 12 4 47 22 29,6,60,4
25 0 34 31 19 40 28 12 46 13,43,60,4
8 27 20 16 46 30 37 18 1 47,11,42,3
49 27 36 12 48 16 15 9 42 29,1,34,2
46 19 31 16 26 18 48 49 28 52,3,13,1
