init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
16 42 17 5 14 26 50 2 0 37,3 19 34 30 11 12 32 33 39 49,41,0,49,0,1,16 17 14 2 50 37 52 26 0 13,34 32 33 39 3 30 19 6 11 12,0,1,2
49 36 11 12 20 40 24 13 25 29,47 2 6 34 37 42 9 52 32 0,50,16,0,1,2,49 36 11 12 24 25 13 40 29 17,47 34 37 6 32 19 2 0 1 52,1,0,2
37 30 24 31 51 8 12 22 49 40,35 5 9 21 34 26 11 7 32 33,29,60,0,1,3,37 30 24 31 51 8 12 22 49 40,35 34 32 33 9 11 52 26 39 52,1,1,1
34 5 38 17 52 10 30 12 1 23,20 45 0 13 2 3 18 39 47 27,36,0,41,0,3,17 52 30 38 10 12 34 33 32 23,0 13 39 27 2 3 42 18 45 20,1,0,2
35 51 25 4 38 6 50 11 33 40,17 41 44 37 21 36 5 20 43 24,27,0,35,0,4,51 25 38 40 33 34 36 4 6 52,52 20 21 23 41 3 17 43 44 5,0,2,1
32 35 40 3 2 38 46 7 25 28,51 10 47 43 19 12 48 26 37 31,33,0,60,0,2,38 46 25 32 7 30 2 3 4 1,51 10 47 43 19 12 48 26 37 31,1,1,1
47 43 37 24 11 7 2 35 36 38,21 16 14 4 34 9 29 0 42 20,8,0,7,0,6,24 11 50 37 36 38 35 47 33 31,16 29 42 21 34 0 4 1 14 28,1,1,1
34 20 15 1 38 28 7 44 52 22,27 18 13 35 5 45 4 32 52 17,21,0,2,0,6,34 20 22 52 31 28 29 1 3 47,52 18 5 45 32 19 27 14 8 13,0,3,0
5 44 40 12 11 52 21 1 18 23,13 15 2 51 25 50 48 46 14 9,35,0,2,0,5,12 11 52 44 45 46 47 40 1 22,15 2 48 13 25 14 51 50 9 26,1,1,1
14 20 40 51 27 10 6 39 9 43,38 49 41 19 29 18 26 11 1 3,13,0,13,0,7,14 40 27 10 39 9 5 6 52 52,26 38 25 29 3 16 42 1 41 30,0,2,1
37 15 19 29 18 52 39 41 28 0,32 9 3 27 21 4 31 6 51 13,7,0,40,0,7,15 2 28 19 18 17 41 52 39 51,3 4 6 20 13 27 31 32 9 21,1,1,1
25 39 28 45 33 1 4 24 10 50,42 49 52 11 18 16 38 7 47 29,17,0,3,0,9,25 24 23 4 33 34 36 31 52 5,49 52 47 42 16 29 6 7 30 40,1,1,1
39 13 34 43 24 29 52 45 50 31,22 8 52 9 12 0 33 18 27 6,21,0,12,0,2,34 43 45 46 52 39 13 24 50 37,22 8 9 6 4 5 52 0 27 18,0,1,2
30 33 23 21 39 42 35 45 36 15,43 22 26 28 52 2 40 9 29 48,18,26,0,1,8,33 35 36 5 39 27 15 42 30 43,26 28 52 29 22 9 48 31 40 14,0,1,2
22 16 17 18 33 8 38 5 48 36,20 19 13 47 24 49 11 9 40 7,0,9,0,1,11,16 17 18 14 15 3 5 4 41 42,13 47 49 46 20 19 21 40 27 1,1,1,1
48 14 19 34 17 22 21 0 41 25,15 37 18 20 51 52 9 7 33 1,8,9,0,1,5,48 34 22 19 21 45 47 0 14 41,20 7 33 37 52 38 15 17 18 52,0,2,1
32 13 46 33 1 9 25 20 52 28,0 17 3 50 5 11 36 10 15 19,42,0,2,0,5,46 33 20 32 45 19 27 28 26 52,3 50 11 36 10 29 15 17 52 0,1,0,2
8 20 2 31 7 26 37 6 44 33,3 25 27 1 10 12 52 4 32 28,14,41,0,1,5,8 7 6 26 2 43 17 31 44 20,25 27 12 3 1 4 52 32 19 52,0,1,2
38 43 36 18 48 13 31 1 10 29,44 20 46 23 8 26 16 5 25 11,40,13,0,1,9,38 36 1 31 27 29 32 13 42 43,23 25 14 20 46 7 33 15 16 52,0,2,1
3 13 19 9 44 4 36 20 51 28,25 37 49 50 11 35 48 43 29 1,47,44,0,1,8,19 20 34 13 28 3 4 44 9 36,37 50 11 1 14 40 49 48 8 46,0,1,2
