init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
13 1 15 4 33 12 3 50 36 11,19 47 46 29 17 44 52 20 43 34,27,17,0,1,3,1 31 33 11 50 24 13 15 3 4,19 52 20 17 43 14 47 46 44 45,1,1,1
1 17 29 8 6 38 40 13 18 46,9 43 52 33 51 37 27 12 34 47,36,51,0,1,4,13 1 40 41 15 29 17 18 6 46,52 47 21 34 10 33 51 12 38 25,0,1,2
43 25 13 38 9 32 44 21 52 12,11 8 45 17 10 27 16 51 2 40,19,0,27,0,1,43 32 44 21 52 34 25 38 12 51,11 8 45 10 27 40 2 16 17 30,0,1,2
46 7 14 39 32 17 28 52 20 12,13 40 42 21 18 6 50 1 19 45,4,0,33,0,5,46 7 20 12 51 25 17 28 26 52,6 19 45 13 40 1 15 42 18 33,0,1,2
44 13 48 12 46 4 15 25 5 37,30 22 43 10 6 28 9 40 49 47,36,7,0,1,6,13 15 25 14 44 46 52 0 39 1,10 22 9 43 49 40 41 28 30 29,1,1,1
4 10 26 7 22 14 49 2 1 51,16 21 52 37 13 12 25 50 18 34,47,37,0,1,6,1 2 0 26 39 14 42 4 7 10,21 12 25 52 37 50 16 18 34 19,0,1,2
47 5 30 13 38 48 14 6 36 42,49 29 1 8 45 40 35 12 39 52,31,0,3,0,7,47 5 48 38 36 44 35 13 14 15,8 52 21 39 40 41 52 45 32 1,1,2,0
40 28 43 24 34 27 44 23 42 48,10 52 32 12 3 17 13 38 37 36,5,0,12,0,7,24 44 23 40 42 43 52 27 28 29,10 52 12 38 37 36 13 26 14 3,1,2,0
22 10 20 31 37 8 14 26 6 47,44 13 30 0 25 5 15 45 23 52,27,0,12,0,7,14 20 22 10 8 9 1 39 42 41,25 23 52 44 45 43 13 0 15 28,1,2,0
41 46 17 23 16 45 15 35 51 12,21 4 14 19 5 50 13 28 8 37,47,31,0,1,2,17 16 15 51 12 52 41 45 46 23,21 14 13 8 50 37 4 5 34 2,0,2,1
49 19 33 9 31 41 42 40 27 13,18 43 35 21 14 51 8 44 50 1,26,0,47,0,2,41 42 40 33 31 13 52 49 50 47,43 44 45 14 1 15 18 35 21 51,1,2,0
7 37 38 14 47 19 6 42 30 0,17 5 13 16 27 28 32 41 50 9,21,0,35,0,8,7 47 6 4 8 42 40 0 26 52,17 16 15 13 27 28 41 5 31 32,0,2,1
16 20 44 8 22 11 0 3 32 42,34 47 23 41 24 1 21 4 35 18,6,0,10,0,9,16 3 42 32 20 46 11 50 37 52,23 24 19 34 47 21 8 1 14 41,0,0,3
23 44 49 14 10 7 16 26 43 47,22 29 18 9 39 28 13 2 19 42,1,0,2,0,10,23 49 10 44 14 43 47 46 48 52,52 18 19 29 42 16 28 2 15 39,1,1,1
26 44 31 24 12 47 34 39 3 36,30 5 32 0 33 6 20 2 28 22,19,60,0,1,3,26 44 31 24 12 47 34 39 3 36,32 20 22 5 6 2 4 27 28 29,1,2,0
52 14 1 10 29 16 30 18 20 32,8 47 52 5 49 35 36 21 39 41,27,0,2,0,3,52 18 20 14 30 32 29 16 3 1,8 47 21 35 36 37 52 5 6 39,0,2,1
8 1 4 3 37 2 9 44 31 34,22 17 43 45 20 23 48 16 39 40,27,0,13,0,7,4 3 2 8 9 10 1 44 41 42,22 48 35 45 40 43 46 39 16 17,2,1,0
26 44 50 4 41 32 33 20 37 52,24 42 9 1 10 18 22 12 8 49,46,0,17,0,5,50 33 37 44 20 45 52 29 16 52,9 10 8 24 22 7 39 1 42 18,0,1,2
15 35 49 43 36 42 8 40 2 29,9 37 28 20 11 25 47 30 50 3,46,29,0,1,8,49 36 23 26 40 15 2 42 29 43,37 11 50 20 39 13 30 31 32 7,1,0,2
5 39 10 46 25 3 14 50 32 17,8 19 43 30 41 1 22 12 52 34,15,25,0,1,5,25 14 28 3 5 52 39 17 32 46,41 1 12 8 52 34 43 30 4 2,0,1,2
31 22 33 29 46 16 52 13 19 1,51 27 3 20 41 15 26 14 28 42,12,0,16,0,4,46 45 47 52 16 29 19 20 21 52,41 15 28 51 3 42 26 27 14 6,2,0,1
52 9 5 46 42 45 10 51 16 13,40 35 17 1 49 47 48 52 3 41,18,2,0,1,5,52 46 45 5 42 43 9 10 11 13,49 47 48 40 52 41 51 1 3 2,2,1,0
7 17 22 20 23 32 51 33 36 39,16 28 52 21 24 50 49 47 37 42,6,0,18,0,1,7 20 33 32 51 39 23 36 10 45,52 21 47 24 50 37 28 2 16 42,0,1,2
52 48 20 41 30 7 8 44 32 2,29 10 1 22 49 37 16 4 17 18,46,0,48,0,1,52 30 32 20 41 7 44 8 34 21,16 17 18 1 28 29 4 10 22 49,0,2,1
22 25 1 43 26 23 31 48 37 38,41 17 7 9 40 19 21 32 35 15,14,0,23,0,3,22 25 1 23 37 38 52 52 43 4,9 40 35 17 19 18 41 15 31 32,0,2,1
46 4 17 38 51 25 35 52 32 6,14 5 18 21 0 34 8 50 1 11,36,0,2,0,7,38 51 25 32 6 19 52 46 7 49,21 34 8 50 11 24 14 1 40 0,0,0,3
25 47 12 4 21 26 16 37 49 38,28 6 24 14 27 33 22 11 51 23,0,4,0,1,7,47 21 26 25 12 38 16 29 52 41,24 22 23 27 28 52 30 1 2 13,1,2,0
46 18 14 48 39 38 17 26 5 3,45 31 0 40 21 4 16 29 51 1,24,55,0,1,5,39 26 14 41 3 17 18 5 46 48,40 51 52 52 0 1 29 31 30 37,1,2,0
19 5 18 13 8 12 30 47 49 40,22 9 31 11 4 7 50 6 0 28,23,0,35,0,6,8 47 21 49 13 15 30 43 17 52,11 50 24 0 40 28 42 4 31 6,0,1,2
1 37 43 46 38 7 17 11 39 14,26 18 25 48 8 34 19 5 32 50,51,15,0,1,7,37 38 11 1 14 40 39 28 41 16,8 34 47 25 0 2 19 18 20 12,1,1,1
35 52 29 9 5 13 43 36 44 6,24 7 17 37 33 19 46 51 52 8,21,16,0,1,5,35 52 9 43 44 45 13 40 29 30,7 33 46 52 51 25 24 37 11 8,0,0,3
10 7 9 6 0 11 40 52 34 51,23 48 49 29 13 17 22 37 41 1,42,0,9,0,5,10 9 11 7 6 52 4 40 27 52,48 49 47 23 29 22 25 13 1 41,1,1,1
9 1 12 27 22 36 47 48 40 45,5 25 28 20 23 16 51 21 39 31,41,5,0,1,7,9 22 48 1 27 40 33 46 2 42,28 20 23 21 15 39 13 5 31 18,0,1,2
50 20 52 40 29 12 23 42 28 3,16 1 11 43 37 33 7 36 34 19,35,0,60,0,5,29 42 3 52 50 49 52 28 26 9,16 1 11 43 37 33 7 36 34 19,0,2,1
50 0 42 41 52 19 3 21 44 40,17 22 33 48 45 4 11 7 36 38,27,0,60,0,3,52 19 21 42 41 44 40 0 13 39,17 22 33 48 45 4 11 7 36 38,0,2,1
51 14 15 37 21 36 45 24 1 9,44 2 32 42 40 41 38 7 46 35,11,0,28,0,4,37 21 23 24 14 15 51 50 49 52,42 40 41 0 26 13 2 44 32 7,1,2,0
47 17 11 19 9 33 29 2 39 25,49 23 15 13 1 35 4 51 43 22,45,0,28,0,9,19 44 46 11 9 52 8 39 26 52,49 23 10 13 1 27 15 29 3 4,0,2,1
40 6 45 21 7 13 46 51 24 38,14 9 4 29 37 2 49 25 5 52,10,5,0,1,6,51 38 23 45 46 47 44 36 13 40,4 49 5 2 52 52 14 37 50 11,0,2,1
4 26 35 28 37 25 11 14 48 29,52 3 31 20 13 43 52 1 8 40,6,21,0,1,4,28 29 30 37 11 24 26 14 4 35,52 1 12 52 40 43 42 13 15 32,0,3,0
42 20 2 24 34 36 44 23 52 26,11 3 46 33 8 21 49 22 47 30,50,0,2,0,11,24 34 36 52 23 10 20 19 37 17,11 46 33 8 21 47 3 16 52 39,0,2,1
52 12 49 40 42 39 30 46 15 11,3 16 48 24 38 25 32 21 26 14,9,10,0,1,8,52 12 11 39 40 42 22 13 15 28,48 24 25 3 5 4 14 1 27 52,1,1,1
8 23 2 38 18 19 49 10 50 45,25 24 20 34 41 32 14 11 46 39,42,0,45,0,5,23 49 10 18 19 17 2 15 28 29,25 24 52 39 14 41 32 20 46 34,1,0,2
48 8 31 27 51 19 23 21 47 49,35 38 52 20 34 32 25 17 29 14,5,0,5,0,8,8 21 47 48 31 51 49 0 26 39,52 17 4 35 34 32 33 36 13 14,0,1,2
5 50 28 33 16 20 6 37 31 2,14 4 35 23 19 12 27 34 42 15,32,0,4,0,7,33 20 6 50 37 11 2 1 3 45,35 19 34 4 43 30 14 27 40 15,1,0,2
31 25 16 2 40 46 7 37 34 30,43 32 47 52 38 11 36 1 33 28,22,0,12,0,10,46 7 20 30 31 35 40 14 9 52,52 38 36 43 4 17 39 1 27 28,0,1,2
13 46 17 29 5 39 34 23 38 10,12 47 52 51 6 25 43 28 31 15,4,2,0,1,5,5 18 44 23 10 36 17 13 15 39,12 25 38 51 52 40 43 31 28 29,0,2,1
26 28 13 41 21 11 30 12 48 43,32 31 17 15 42 4 52 33 39 47,51,2,0,1,10,12 30 43 21 8 34 28 41 38 26,32 31 33 17 52 15 18 0 1 25,1,2,0
49 27 10 47 5 8 37 25 35 23,34 11 29 39 9 24 44 41 52 43,17,10,0,1,7,49 10 23 47 8 30 26 0 27 14,11 9 52 29 43 28 31 44 4 52,0,2,1
14 46 1 41 51 42 10 52 32 0,7 8 19 11 23 36 28 4 50 17,20,0,32,0,10,46 41 42 51 52 25 14 1 27 33,7 23 36 39 28 2 29 16 4 17,0,1,2
51 36 14 45 35 27 25 4 10 38,40 32 17 52 6 0 15 20 24 34,26,38,0,1,8,51 25 38 14 27 15 4 30 45 19,52 8 34 32 0 31 6 5 7 52,1,1,1
8 2 26 29 38 36 7 19 27 45,13 5 52 6 28 16 50 9 30 3,37,18,0,1,6,26 38 27 19 45 32 14 2 29 43,5 52 6 13 16 50 15 3 1 11,0,3,0
