init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
24 20 1 34 35 18 6 42 52 19,37 4 38 3 22 33 39 52 28 21,40,0,17,0,2,20 18 19 1 6 8 34 35 33 52,37 38 52 22 21 14 39 28 3 4,2,1,0
25 18 49 29 48 26 31 52 16 0,19 34 52 39 42 3 10 11 50 4,46,0,14,0,4,52 29 16 18 31 44 49 48 50 47,52 10 11 3 4 2 39 40 28 42,1,0,2
0 4 20 30 11 42 48 47 33 8,27 18 28 29 13 46 51 44 41 35,12,40,0,1,5,47 8 21 0 15 42 4 30 6 20,27 28 29 46 51 44 18 31 5 52,1,1,1
48 45 5 47 41 9 28 18 36 15,8 52 0 13 52 24 35 49 50 30,38,10,0,1,6,41 28 15 48 47 49 45 46 27 5,52 24 50 0 13 26 52 35 36 33,0,1,2
28 52 5 42 11 37 18 9 12 17,50 32 2 41 13 49 46 24 26 39,1,0,37,0,4,5 18 44 52 11 12 9 40 8 21,13 26 39 2 41 15 32 46 50 49,0,1,2
45 52 33 35 1 32 2 10 27 37,21 5 38 16 17 48 4 30 26 13,39,4,0,1,7,1 27 40 52 33 35 32 45 6 2,17 4 30 21 26 8 5 44 31 13,0,0,3
39 52 30 47 51 40 13 7 8 18,22 48 15 1 5 9 0 31 6 42,2,0,2,0,7,39 51 40 47 8 34 52 18 19 52,22 48 9 5 6 7 15 42 16 0,1,1,1
52 29 8 13 31 51 18 46 22 21,44 33 2 32 23 48 50 0 19 28,43,13,0,1,7,52 8 21 31 18 5 13 40 14 29,32 19 45 1 27 52 2 28 15 41,0,0,3
9 18 52 27 20 14 21 2 31 24,29 48 23 41 28 43 45 22 25 3,32,4,0,1,7,52 20 21 18 31 52 27 14 19 2,23 45 22 25 41 28 15 29 3 16,0,1,2
39 49 37 33 4 35 44 45 21 15,41 34 32 5 31 50 6 3 19 17,16,46,0,1,2,37 35 52 39 15 4 44 45 33 49,34 32 31 3 6 42 5 19 17 18,1,2,0
19 6 25 17 47 41 14 8 40 45,24 34 44 7 49 33 5 35 43 22,30,17,0,1,8,17 47 8 19 6 45 14 40 41 31,24 43 22 34 33 35 32 15 2 52,1,1,1
50 19 13 7 41 17 1 52 29 21,23 6 0 33 18 22 2 46 40 31,32,2,0,1,11,50 19 24 31 44 18 52 41 43 13,23 6 22 33 46 52 0 2 1 45,1,1,1
2 20 52 9 29 8 42 51 47 5,37 7 3 52 41 28 34 26 40 35,22,0,5,0,3,52 8 47 9 5 4 7 29 42 3,37 52 34 35 38 41 28 15 26 40,0,1,2
5 23 8 33 11 28 20 41 34 19,18 40 37 16 35 12 44 39 27 6,4,23,0,1,10,8 34 21 33 20 17 28 41 5 19,40 39 51 6 32 45 18 44 52 30,1,0,2
28 23 21 31 52 19 45 16 36 8,37 48 11 40 43 15 14 17 7 13,1,0,2,0,7,23 36 10 52 31 32 21 19 20 22,40 17 15 37 11 24 43 14 44 13,1,1,1
20 36 50 13 7 24 33 1 48 19,14 2 23 34 22 46 18 21 10 42,45,7,0,1,9,50 24 19 20 7 33 46 13 0 1,23 22 21 27 29 30 32 2 15 52,1,1,1
46 28 16 12 33 6 23 31 1 29,26 43 49 21 9 45 47 14 36 10,39,17,0,1,18,33 31 32 52 6 7 1 28 16 29,49 36 10 26 47 48 45 44 52 18,0,1,2
10 39 16 48 17 35 42 19 9 14,50 32 34 18 49 46 15 13 26 24,5,8,0,1,10,48 35 9 16 17 19 52 39 14 40,32 34 18 50 24 37 13 26 0 52,0,1,2
33 16 28 18 5 15 1 46 43 31,8 2 51 36 7 30 39 17 22 10,13,18,0,1,8,18 5 31 27 28 29 1 15 16 43,36 10 23 39 30 17 8 7 9 52,1,0,2
5 51 21 46 29 39 11 4 52 45,36 41 18 1 38 42 20 17 25 33,28,10,0,1,10,5 4 52 7 45 19 32 39 14 29,36 41 38 16 42 3 18 17 20 15,0,2,1
26 20 0 9 19 47 30 34 35 31,21 41 17 36 29 38 18 13 23 52,32,0,2,0,10,19 31 44 47 34 21 0 2 1 6,52 29 3 36 38 37 40 41 39 13,1,0,2
46 1 37 40 42 49 12 51 48 11,4 22 5 52 43 52 24 18 31 47,50,6,0,1,1,37 12 51 46 49 48 11 45 1 40,4 52 43 5 18 31 22 52 21 24,0,1,2
15 19 32 21 11 44 45 40 22 41,5 35 14 2 0 12 37 42 36 34,39,0,7,0,7,40 41 42 19 45 6 32 29 30 31,35 37 36 34 2 0 12 1 14 28,2,0,1
30 34 38 35 29 46 51 15 49 0,42 33 44 9 13 20 41 19 23 40,32,29,0,1,8,51 49 50 48 0 15 29 3 30 5,42 41 40 19 23 36 33 20 52 6,1,0,2
46 10 52 42 48 24 3 20 2 40,1 14 5 16 32 21 23 28 18 38,34,6,0,1,13,46 52 48 8 3 2 47 12 40 27,5 18 31 23 36 49 21 14 16 13,0,1,2
29 28 23 4 16 8 46 12 19 21,2 52 15 37 6 51 52 49 40 18,38,0,2,0,5,23 12 21 44 46 45 47 29 16 42,52 37 51 2 15 41 52 40 27 39,1,1,1
