init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
7 12 16 52 50 5 39 14 20 9,33 37 47 29 6 28 48 43 19 17,51,0,49,0,5,12 7 20 52 9 11 16 14 15 38,43 17 30 28 29 42 6 19 33 37,1,1,1
36 46 41 1 3 15 43 17 50 29,23 47 2 22 32 38 8 4 9 12,20,0,60,0,5,46 3 29 7 41 15 43 17 30 52,23 47 2 22 32 38 8 4 9 12,0,0,3
36 12 26 6 28 1 42 22 13 35,9 48 29 7 16 46 37 52 38 41,4,2,0,1,8,12 1 0 6 19 32 26 28 43 13,37 52 38 9 48 35 22 29 16 52,0,1,2
33 5 9 37 50 27 16 40 19 3,15 46 35 42 52 45 30 10 21 18,2,11,0,1,9,3 5 41 37 50 11 24 27 40 16,15 35 34 18 20 19 21 8 47 52,1,1,1
17 21 27 13 11 37 10 4 35 49,50 8 39 38 26 51 7 3 30 45,44,0,2,0,12,11 10 9 19 21 52 1 2 0 31,50 51 18 30 4 17 26 5 27 39,2,1,0
50 33 13 23 20 19 27 12 39 9,37 25 11 49 1 17 48 29 44 36,22,8,0,1,11,33 9 31 30 27 14 40 13 39 2,49 36 23 29 3 16 37 11 24 48,0,0,3
18 38 40 52 3 4 19 30 2 52,14 11 13 0 31 1 29 34 28 47,9,0,40,0,3,3 4 2 52 30 32 18 19 52 21,14 13 15 0 1 28 29 31 46 11,1,2,0
39 51 19 52 12 13 21 27 8 9,44 31 6 28 47 5 10 37 33 7,0,0,46,0,2,39 51 12 19 52 21 8 9 10 13,6 5 7 40 28 43 44 31 33 47,1,1,1
3 37 51 38 8 41 22 36 27 52,28 45 43 40 24 35 32 11 5 30,47,0,43,0,10,8 22 20 52 27 14 37 38 36 35,45 32 19 40 28 43 30 44 5 24,1,1,1
6 22 30 51 26 14 3 21 0 5,37 28 19 17 33 44 20 7 45 8,29,0,3,0,13,22 3 21 5 6 4 14 27 1 52,33 20 7 19 45 32 42 0 12 40,1,1,1
19 49 25 39 1 44 23 30 10 32,38 26 27 9 16 15 17 13 33 28,7,20,0,1,1,49 23 10 30 32 31 39 1 44 19,16 15 17 38 26 27 28 13 33 25,2,1,0
31 20 52 1 33 22 52 21 23 28,18 50 32 39 13 25 40 14 30 3,7,0,0,1,16,31 20 52 1 33 22 52 21 23 28,13 25 14 46 3 16 40 42 39 41,2,0,1
49 27 20 41 19 47 14 29 43 30,21 44 4 52 1 15 51 6 7 23,31,26,0,1,7,49 47 18 46 27 14 41 29 16 43,21 44 23 52 13 15 6 7 9 8,1,2,0
25 15 23 38 30 44 24 26 8 17,12 29 35 49 10 5 20 16 19 18,3,20,0,1,4,25 23 24 30 17 43 26 15 44 5,20 19 18 29 10 8 12 51 38 16,1,1,1
47 25 22 35 32 17 7 9 1 45,20 52 3 11 52 8 16 49 0 19,14,4,0,1,9,22 35 9 1 31 32 47 45 46 28,20 52 19 52 3 16 8 7 6 40,1,1,1
41 29 44 32 37 31 18 14 0 12,35 3 17 39 47 52 38 45 2 48,33,0,2,0,9,44 31 18 41 46 40 51 14 15 13,47 52 45 48 35 9 3 29 16 39,1,1,1
26 50 13 34 17 16 36 38 20 41,0 39 52 23 44 7 9 30 33 19,4,10,0,1,10,34 17 36 41 28 2 26 13 14 1,52 0 39 7 33 46 9 48 35 30,0,0,3
