init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
48 32 40 37 52 31 18 0 52 7,25 39 12 51 21 22 23 38 2 24,10,36,0,1,1,32 52 31 52 0 40 3 18 7 48,39 51 23 25 12 38 21 22 24 36,0,2,1
26 23 1 30 40 31 0 3 33 47,41 52 12 42 28 7 2 24 16 5,29,10,0,1,3,3 1 40 30 31 33 32 26 0 17,52 12 42 41 28 2 5 44 18 16,0,1,2
12 34 41 46 48 35 42 49 20 43,19 8 26 6 0 16 7 5 36 18,38,0,28,0,3,12 46 20 41 42 43 48 35 22 52,8 6 7 5 26 0 28 16 18 19,1,0,2
13 37 15 23 43 44 6 34 42 41,9 45 39 50 27 33 8 32 48 52,21,0,13,0,4,43 44 42 41 34 37 36 13 26 0,33 8 32 9 48 52 39 27 14 16,1,1,1
52 50 20 23 34 13 15 16 39 1,21 11 0 8 42 44 33 12 47 10,49,0,9,0,4,15 16 17 52 50 48 13 39 26 23,11 12 10 21 8 47 34 0 40 28,1,1,1
52 32 4 30 36 13 29 42 33 15,9 8 37 27 47 26 23 5 11 51,3,0,12,0,6,52 4 30 32 29 33 42 40 51 52,8 47 34 16 5 44 26 27 1 2,0,2,1
42 32 13 45 36 22 19 15 48 31,16 5 33 39 12 50 20 21 29 7,6,0,31,0,6,32 13 15 45 42 44 22 48 35 19,33 20 7 39 27 1 16 29 4 5,0,2,1
4 52 11 17 21 18 3 29 12 41,26 51 42 33 15 20 30 22 8 23,48,4,0,1,8,17 18 19 52 3 4 11 12 10 41,22 42 40 9 14 15 33 34 32 52,1,2,0
41 16 2 46 42 0 1 10 26 34,45 3 37 36 12 24 7 25 52 27,13,0,23,0,4,16 42 0 26 10 23 41 2 15 28,37 36 52 7 20 33 27 3 5 45,0,0,3
36 23 21 19 43 4 17 40 11 28,51 20 32 42 29 14 15 37 52 47,31,17,0,1,8,43 4 17 36 23 44 40 28 16 3,20 7 33 14 15 13 32 6 19 52,1,0,2
35 44 42 18 24 1 26 22 4 48,28 29 46 40 43 23 34 45 12 52,36,32,0,1,7,35 22 48 26 0 1 42 4 44 18,23 52 5 46 45 47 28 29 31 30,2,1,0
4 43 29 18 27 15 25 50 6 3,45 48 32 38 30 39 0 20 7 31,12,0,8,0,3,4 25 6 3 29 27 28 42 43 52,38 39 0 32 30 31 20 7 46 45,1,2,0
8 21 40 31 35 19 27 33 41 25,1 30 44 38 46 45 3 5 14 37,20,10,0,1,5,21 19 33 18 4 43 30 40 27 41,44 46 45 38 37 52 1 3 52 7,1,2,0
19 26 51 16 50 13 33 24 29 18,11 37 48 28 35 32 17 22 52 31,3,0,4,0,9,51 16 50 24 29 25 4 43 17 30,48 35 22 11 37 52 0 39 42 28,0,2,1
13 46 50 51 25 2 7 24 22 43,4 31 20 15 34 37 42 9 28 12,10,0,2,0,9,46 7 33 51 25 38 23 43 44 36,15 28 41 52 1 27 37 52 11 26,0,1,2
45 29 30 17 10 25 13 15 43 44,9 21 20 16 33 5 37 50 19 52,46,37,0,1,2,45 43 44 13 15 2 29 30 17 10,20 21 19 33 5 3 37 50 11 52,1,1,1
16 45 0 8 51 7 43 5 3 49,13 50 10 19 20 2 52 37 9 23,35,35,0,1,3,8 7 5 6 0 16 3 43 45 33,50 52 37 2 41 28 10 23 36 9,0,0,3
8 49 10 2 38 32 5 52 28 45,33 4 43 35 17 16 39 29 41 12,18,5,0,1,8,8 10 5 49 52 51 2 28 15 3,4 43 30 17 16 19 31 39 41 44,0,2,1
19 7 49 43 51 26 21 25 22 50,38 14 36 34 13 5 18 32 52 45,15,2,0,1,7,49 51 50 21 22 23 43 30 17 26,38 36 52 34 32 33 41 14 13 16,1,2,0
24 21 36 17 3 10 29 7 16 42,8 28 31 25 44 22 13 9 6 39,35,0,12,0,5,3 29 42 36 10 49 23 16 17 52,8 22 6 31 9 33 13 39 28 15,0,1,2
10 52 36 16 44 6 38 48 4 42,24 52 41 47 25 19 8 35 23 34,45,31,0,1,1,10 52 36 16 44 6 38 48 4 42,52 19 35 24 25 23 47 8 34 21,1,1,1
48 9 43 40 0 32 45 8 44 2,52 34 6 22 29 19 33 7 4 25,18,0,26,0,6,9 8 44 11 40 31 14 41 43 42,52 33 34 4 30 17 29 16 6 19,1,1,1
18 51 41 43 6 3 23 30 38 32,52 50 0 22 31 26 5 29 45 17,13,44,0,1,3,51 38 52 41 3 43 30 18 6 32,52 31 29 0 26 5 8 39 17 16,0,3,0
30 4 37 34 11 51 28 41 27 44,5 2 24 21 43 17 39 25 12 40,19,10,0,1,11,37 11 50 6 27 28 30 31 41 4,25 12 38 43 52 40 42 39 26 13,0,1,2
42 35 18 7 33 46 39 45 2 11,49 28 34 36 14 3 44 23 20 48,43,0,9,0,9,7 33 46 45 6 19 30 39 51 41,49 36 23 0 1 3 52 26 14 28,0,1,2
15 46 49 45 7 6 33 19 16 27,8 1 32 5 41 43 21 2 9 4,14,4,0,1,10,46 7 33 45 6 19 15 16 27 28,8 1 9 11 4 5 52 26 39 0,0,2,1
