init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
52 15 36 35 20 46 13 47 7 22,49 27 2 31 28 12 23 1 8 42,48,0,60,0,3,52 36 35 20 46 7 15 13 22 9,49 27 2 31 28 12 23 1 8 42,0,2,1
25 38 34 3 17 6 22 1 13 28,36 20 35 52 31 23 47 44 4 14,49,33,0,1,5,25 38 12 13 1 28 3 17 30 5,36 52 47 44 18 31 23 14 16 10,0,2,1
45 4 47 43 11 0 5 1 32 52,46 37 44 23 17 14 18 35 40 27,15,27,0,1,5,45 47 52 0 1 12 4 43 5 32,14 40 27 2 17 30 44 18 31 28,0,0,3
5 19 32 22 43 14 10 52 15 6,42 41 25 44 26 35 51 9 4 52,13,0,4,0,6,19 32 6 22 52 24 43 4 17 0,25 26 51 35 9 52 42 3 16 41,0,1,2
18 14 39 44 7 21 34 52 2 10,9 11 27 4 45 15 19 17 6 49,38,2,0,1,6,21 34 47 18 44 5 52 2 41 39,45 19 6 32 4 17 30 27 1 14,0,0,3
39 21 18 24 32 43 15 22 3 13,38 23 52 4 48 29 40 16 41 19,45,0,3,0,6,21 24 22 23 32 38 36 13 39 6,52 29 16 48 19 46 41 2 52 40,1,1,1
52 47 46 16 4 32 50 40 20 6,18 51 34 41 35 5 0 43 42 21,49,0,18,0,6,47 46 48 52 20 21 36 40 1 52,41 43 42 18 5 44 0 26 17 32,1,1,1
44 47 19 22 52 8 40 13 45 1,16 49 18 27 33 25 37 32 42 46,38,0,12,0,7,47 52 8 52 40 1 19 45 6 12,33 25 46 16 18 17 0 27 14 41,0,0,3
0 35 5 25 6 1 28 31 24 4,41 30 17 15 11 48 9 29 44 21,3,3,0,1,9,5 6 4 33 35 52 0 1 12 40,29 30 17 11 9 52 8 7 16 20,0,1,2
27 18 41 3 0 6 15 46 20 29,30 4 21 36 14 12 10 40 24 19,22,13,0,1,6,46 20 35 3 29 52 0 27 41 15,52 19 21 18 48 14 40 36 10 23,0,1,2
29 27 25 45 46 38 10 30 41 49,34 1 35 37 21 18 51 6 8 14,48,8,0,1,11,29 27 30 28 25 38 52 13 0 41,34 21 8 51 49 50 35 1 2 12,1,1,1
