game_id,user_id_1,user_id_2,user_id_3,user_id_4,user_id_5,user_id_6,settlement_time,winner_id,s_date,pkr,game_count_1,game_count_2,game_count_3,game_count_4,game_count_5,game_count_6
605615747,12872884.0,14061870.0,36773189.0,6102322.0,66554181.0,6978957.0,2021-06-21T00:02:41.382+05:30,14061870,21-06-2021,2,1,1,1,1,1,1
605613327,23614493.0,29758229.0,43265317.0,64546851.0,8693829.0,9398807.0,2021-06-21T00:02:42.794+05:30,64546851,21-06-2021,2,1,1,1,1,1,1
605614421,10092845.0,12120894.0,17048284.0,1737467.0,65678800.0,72574387.0,2021-06-21T00:02:45.118+05:30,65678800,21-06-2021,2,1,1,1,1,1,1
605615995,12150664.0,12511900.0,34036923.0,64821820.0,6912599.0,77440113.0,2021-06-21T00:02:45.998+05:30,6912599,21-06-2021,2,1,1,1,1,1,1
605611684,34788194.0,6203533.0,6330014.0,63346075.0,65981187.0,69946712.0,2021-06-21T00:02:47.069+05:30,6203533,21-06-2021,2,1,1,1,1,1,1
605619124,10899658.0,3409731.0,10076327.0,33482976.0,22339607.0,24372205.0,2021-06-21T00:02:49.414+05:30,10076327,21-06-2021,1,2,1,1,1,1,1
605615730,10890661.0,4856219.0,51261234.0,7220974.0,74256810.0,7547128.0,2021-06-21T00:02:50.051+05:30,74256810,21-06-2021,2,1,1,1,1,1,1
605609717,1512261.0,1662897.0,17535288.0,33901990.0,39028498.0,62247685.0,2021-06-21T00:02:50.425+05:30,1512261,21-06-2021,2,1,1,1,1,1,1
605610686,18672165.0,60379914.0,77283612.0,77629068.0,77728367.0,77844954.0,2021-06-21T00:02:50.494+05:30,60379914,21-06-2021,2,2,1,1,1,1,1
605615287,12903388.0,31095041.0,44068450.0,65539006.0,7815641.0,8898846.0,2021-06-21T00:02:50.97+05:30,8898846,21-06-2021,2,1,1,1,1,1,1
605615849,23592788.0,32099650.0,13822690.0,1827886.0,77799380.0,77674391.0,2021-06-21T00:02:51.648+05:30,23592788,21-06-2021,3,1,1,1,1,1,1
605610829,23261616.0,31034054.0,31717069.0,42489055.0,60985351.0,62281777.0,2021-06-21T00:02:52.084+05:30,31034054,21-06-2021,2,1,1,1,1,1,1
605612240,25096477.0,3868851.0,44372426.0,69384027.0,7608400.0,76224672.0,2021-06-21T00:02:52.82+05:30,3868851,21-06-2021,2,1,1,1,1,1,1
