init.score1,init.score2,Strategy 1,Strategy 2,P1 Score,P2 Score,Winner_ID
48,50,Mindist + Opp,mcts-0,0,34,0
43,53,Mindist + Opp,mcts-0,0,16,0
60,25,Mindist + Opp,mcts-0,16,0,1
42,29,Mindist + Opp,mcts-0,0,7,0
43,15,Mindist + Opp,mcts-0,22,0,1
24,60,Mindist + Opp,mcts-0,0,60,0
29,49,Mindist + Opp,mcts-0,0,34,0
27,42,Mindist + Opp,mcts-0,0,5,0
60,57,Mindist + Opp,mcts-0,20,0,1
60,50,Mindist + Opp,mcts-0,41,0,1
45,43,Mindist + Opp,mcts-0,0,41,0
41,60,Mindist + Opp,mcts-0,0,38,0
59,55,Mindist + Opp,mcts-0,2,0,1
38,37,Mindist + Opp,mcts-0,0,9,0
23,51,Mindist + Opp,mcts-0,0,39,0
49,57,Mindist + Opp,mcts-0,0,11,0
49,42,Mindist + Opp,mcts-0,9,0,1
44,44,Mindist + Opp,mcts-0,0,10,0
12,52,Mindist + Opp,mcts-0,0,45,0
48,49,Mindist + Opp,mcts-0,26,0,1
15,46,Mindist + Opp,mcts-0,12,0,1
60,21,Mindist + Opp,mcts-0,0,10,0
60,38,Mindist + Opp,mcts-0,0,21,0
60,39,Mindist + Opp,mcts-0,0,20,0
60,56,Mindist + Opp,mcts-0,0,24,0
49,60,Mindist + Opp,mcts-0,17,0,1
19,45,Mindist + Opp,mcts-0,0,23,0
38,49,Mindist + Opp,mcts-0,0,2,0
29,22,Mindist + Opp,mcts-0,7,0,1
23,60,Mindist + Opp,mcts-0,0,60,0
47,27,Mindist + Opp,mcts-0,29,0,1
30,54,Mindist + Opp,mcts-0,0,60,0
43,28,Mindist + Opp,mcts-0,0,13,0
25,51,Mindist + Opp,mcts-0,0,19,0
54,48,Mindist + Opp,mcts-0,0,19,0
15,26,Mindist + Opp,mcts-0,0,23,0
42,32,Mindist + Opp,mcts-0,0,44,0
41,28,Mindist + Opp,mcts-0,19,0,1
49,56,Mindist + Opp,mcts-0,0,8,0
42,54,Mindist + Opp,mcts-0,0,17,0
23,60,Mindist + Opp,mcts-0,0,21,0
22,43,Mindist + Opp,mcts-0,0,11,0
44,56,Mindist + Opp,mcts-0,0,31,0
46,41,Mindist + Opp,mcts-0,0,13,0
18,36,Mindist + Opp,mcts-0,0,34,0
60,28,Mindist + Opp,mcts-0,0,43,0
60,17,Mindist + Opp,mcts-0,0,3,0
60,36,Mindist + Opp,mcts-0,0,51,0
47,30,Mindist + Opp,mcts-0,8,0,1
39,26,Mindist + Opp,mcts-0,0,4,0
15,22,Mindist + Opp,mcts-0,0,25,0
53,60,Mindist + Opp,mcts-0,0,44,0
30,45,Mindist + Opp,mcts-0,8,0,1
60,60,Mindist + Opp,mcts-0,0,3,0
44,45,Mindist + Opp,mcts-0,0,46,0
48,24,Mindist + Opp,mcts-0,0,31,0
39,57,Mindist + Opp,mcts-0,0,16,0
31,33,Mindist + Opp,mcts-0,0,23,0
20,50,Mindist + Opp,mcts-0,0,22,0
50,32,Mindist + Opp,mcts-0,0,5,0
43,44,Mindist + Opp,mcts-0,0,2,0
57,38,Mindist + Opp,mcts-0,0,2,0
36,35,Mindist + Opp,mcts-0,0,2,0
22,33,Mindist + Opp,mcts-0,0,53,0
42,29,Mindist + Opp,mcts-0,0,60,0
32,60,Mindist + Opp,mcts-0,0,5,0
28,60,Mindist + Opp,mcts-0,0,27,0
55,44,Mindist + Opp,mcts-0,0,46,0
38,31,Mindist + Opp,mcts-0,0,19,0
12,59,Mindist + Opp,mcts-0,0,47,0
39,51,Mindist + Opp,mcts-0,0,37,0
52,39,Mindist + Opp,mcts-0,0,18,0
36,56,Mindist + Opp,mcts-0,0,8,0
18,37,Mindist + Opp,mcts-0,0,13,0
15,35,Mindist + Opp,mcts-0,0,33,0
56,38,Mindist + Opp,mcts-0,47,0,1
58,32,Mindist + Opp,mcts-0,0,8,0
47,38,Mindist + Opp,mcts-0,23,0,1
52,11,Mindist + Opp,mcts-0,0,23,0
56,59,Mindist + Opp,mcts-0,0,3,0
60,48,Mindist + Opp,mcts-0,33,0,1
51,33,Mindist + Opp,mcts-0,21,0,1
41,16,Mindist + Opp,mcts-0,0,4,0
31,10,Mindist + Opp,mcts-0,0,10,0
27,60,Mindist + Opp,mcts-0,0,56,0
31,58,Mindist + Opp,mcts-0,0,26,0
58,60,Mindist + Opp,mcts-0,0,44,0
50,47,Mindist + Opp,mcts-0,22,0,1
49,44,Mindist + Opp,mcts-0,0,12,0
18,28,Mindist + Opp,mcts-0,0,2,0
28,53,Mindist + Opp,mcts-0,0,36,0
30,28,Mindist + Opp,mcts-0,0,17,0
43,50,Mindist + Opp,mcts-0,0,18,0
60,12,Mindist + Opp,mcts-0,10,0,1
60,16,Mindist + Opp,mcts-0,0,37,0
53,60,Mindist + Opp,mcts-0,0,55,0
56,45,Mindist + Opp,mcts-0,0,48,0
40,38,Mindist + Opp,mcts-0,0,15,0
30,17,Mindist + Opp,mcts-0,0,20,0
44,33,Mindist + Opp,mcts-0,0,28,0
48,33,Mindist + Opp,mcts-0,0,38,0
52,33,Mindist + Opp,mcts-0,0,22,0
60,50,Mindist + Opp,mcts-0,14,0,1
45,36,Mindist + Opp,mcts-0,30,0,1
16,60,Mindist + Opp,mcts-0,0,57,0
52,60,Mindist + Opp,mcts-0,0,46,0
52,60,Mindist + Opp,mcts-0,25,0,1
26,19,Mindist + Opp,mcts-0,18,0,1
24,13,Mindist + Opp,mcts-0,0,2,0
28,44,Mindist + Opp,mcts-0,0,12,0
43,40,Mindist + Opp,mcts-0,0,19,0
24,60,Mindist + Opp,mcts-0,0,56,0
18,60,Mindist + Opp,mcts-0,0,60,0
60,10,Mindist + Opp,mcts-0,40,0,1
52,26,Mindist + Opp,mcts-0,16,0,1
39,60,Mindist + Opp,mcts-0,0,17,0
23,46,Mindist + Opp,mcts-0,0,31,0
60,60,Mindist + Opp,mcts-0,0,24,0
43,44,Mindist + Opp,mcts-0,0,39,0
33,60,Mindist + Opp,mcts-0,0,60,0
38,48,Mindist + Opp,mcts-0,0,45,0
46,47,Mindist + Opp,mcts-0,23,0,1
60,19,Mindist + Opp,mcts-0,0,4,0
44,59,Mindist + Opp,mcts-0,0,48,0
36,45,Mindist + Opp,mcts-0,0,51,0
32,27,Mindist + Opp,mcts-0,14,0,1
54,29,Mindist + Opp,mcts-0,0,2,0
39,28,Mindist + Opp,mcts-0,0,20,0
43,55,Mindist + Opp,mcts-0,0,20,0
25,60,Mindist + Opp,mcts-0,0,54,0
17,58,Mindist + Opp,mcts-0,0,24,0
46,46,Mindist + Opp,mcts-0,0,15,0
28,24,Mindist + Opp,mcts-0,10,0,1
46,60,Mindist + Opp,mcts-0,0,45,0
28,38,Mindist + Opp,mcts-0,0,25,0
22,60,Mindist + Opp,mcts-0,0,60,0
27,29,Mindist + Opp,mcts-0,30,0,1
29,19,Mindist + Opp,mcts-0,2,0,1
23,11,Mindist + Opp,mcts-0,8,0,1
23,31,Mindist + Opp,mcts-0,3,0,1
43,27,Mindist + Opp,mcts-0,12,0,1
42,21,Mindist + Opp,mcts-0,15,0,1
19,16,Mindist + Opp,mcts-0,19,0,1
26,57,Mindist + Opp,mcts-0,0,35,0
45,40,Mindist + Opp,mcts-0,0,40,0
29,33,Mindist + Opp,mcts-0,0,24,0
18,49,Mindist + Opp,mcts-0,0,41,0
40,29,Mindist + Opp,mcts-0,10,0,1
19,28,Mindist + Opp,mcts-0,0,13,0
19,22,Mindist + Opp,mcts-0,0,2,0
50,41,Mindist + Opp,mcts-0,0,31,0
42,55,Mindist + Opp,mcts-0,0,60,0
60,0,Mindist + Opp,mcts-0,0,0,0
52,33,Mindist + Opp,mcts-0,10,0,1
28,47,Mindist + Opp,mcts-0,0,35,0
46,17,Mindist + Opp,mcts-0,23,0,1
49,59,Mindist + Opp,mcts-0,0,18,0
10,47,Mindist + Opp,mcts-0,0,57,0
60,25,Mindist + Opp,mcts-0,15,0,1
33,26,Mindist + Opp,mcts-0,0,14,0
13,60,Mindist + Opp,mcts-0,0,23,0
3,52,Mindist + Opp,mcts-0,0,52,0
40,37,Mindist + Opp,mcts-0,0,7,0
50,24,Mindist + Opp,mcts-0,38,0,1
60,56,Mindist + Opp,mcts-0,0,7,0
23,46,Mindist + Opp,mcts-0,0,38,0
35,57,Mindist + Opp,mcts-0,0,38,0
40,22,Mindist + Opp,mcts-0,0,2,0
60,27,Mindist + Opp,mcts-0,18,0,1
26,33,Mindist + Opp,mcts-0,0,4,0
60,29,Mindist + Opp,mcts-0,10,0,1
20,52,Mindist + Opp,mcts-0,0,22,0
59,23,Mindist + Opp,mcts-0,19,0,1
60,60,Mindist + Opp,mcts-0,0,53,0
30,11,Mindist + Opp,mcts-0,0,13,0
59,41,Mindist + Opp,mcts-0,0,7,0
56,60,Mindist + Opp,mcts-0,0,6,0
60,60,Mindist + Opp,mcts-0,0,40,0
32,22,Mindist + Opp,mcts-0,21,0,1
60,47,Mindist + Opp,mcts-0,20,0,1
46,28,Mindist + Opp,mcts-0,0,22,0
28,42,Mindist + Opp,mcts-0,25,0,1
26,40,Mindist + Opp,mcts-0,0,43,0
57,27,Mindist + Opp,mcts-0,51,0,1
14,27,Mindist + Opp,mcts-0,0,16,0
27,53,Mindist + Opp,mcts-0,0,21,0
24,36,Mindist + Opp,mcts-0,0,19,0
43,42,Mindist + Opp,mcts-0,0,14,0
53,44,Mindist + Opp,mcts-0,0,34,0
34,60,Mindist + Opp,mcts-0,0,60,0
22,48,Mindist + Opp,mcts-0,0,18,0
22,29,Mindist + Opp,mcts-0,0,24,0
60,16,Mindist + Opp,mcts-0,0,2,0
35,34,Mindist + Opp,mcts-0,16,0,1
13,60,Mindist + Opp,mcts-0,0,60,0
32,60,Mindist + Opp,mcts-0,0,51,0
60,37,Mindist + Opp,mcts-0,16,0,1
46,44,Mindist + Opp,mcts-0,0,17,0
35,47,Mindist + Opp,mcts-0,0,37,0
23,23,Mindist + Opp,mcts-0,0,18,0
43,22,Mindist + Opp,mcts-0,39,0,1
31,60,Mindist + Opp,mcts-0,0,14,0
43,60,Mindist + Opp,mcts-0,0,18,0
40,51,Mindist + Opp,mcts-0,0,10,0
29,57,Mindist + Opp,mcts-0,0,60,0
22,24,Mindist + Opp,mcts-0,0,4,0
60,29,Mindist + Opp,mcts-0,46,0,1
26,24,Mindist + Opp,mcts-0,31,0,1
20,48,Mindist + Opp,mcts-0,0,18,0
33,31,Mindist + Opp,mcts-0,0,30,0
40,24,Mindist + Opp,mcts-0,0,13,0
21,48,Mindist + Opp,mcts-0,21,0,1
60,18,Mindist + Opp,mcts-0,60,0,1
46,24,Mindist + Opp,mcts-0,47,0,1
60,60,Mindist + Opp,mcts-0,0,2,0
60,35,Mindist + Opp,mcts-0,0,17,0
57,60,Mindist + Opp,mcts-0,0,19,0
48,19,Mindist + Opp,mcts-0,0,2,0
48,24,Mindist + Opp,mcts-0,0,2,0
37,29,Mindist + Opp,mcts-0,0,6,0
48,60,Mindist + Opp,mcts-0,0,10,0
34,60,Mindist + Opp,mcts-0,0,60,0
51,50,Mindist + Opp,mcts-0,0,38,0
51,31,Mindist + Opp,mcts-0,48,0,1
60,60,Mindist + Opp,mcts-0,0,60,0
54,27,Mindist + Opp,mcts-0,0,2,0
20,45,Mindist + Opp,mcts-0,0,45,0
48,49,Mindist + Opp,mcts-0,0,21,0
23,42,Mindist + Opp,mcts-0,0,38,0
52,23,Mindist + Opp,mcts-0,23,0,1
26,56,Mindist + Opp,mcts-0,0,15,0
35,15,Mindist + Opp,mcts-0,28,0,1
14,24,Mindist + Opp,mcts-0,0,15,0
24,60,Mindist + Opp,mcts-0,0,51,0
26,29,Mindist + Opp,mcts-0,0,19,0
52,37,Mindist + Opp,mcts-0,20,0,1
35,33,Mindist + Opp,mcts-0,0,8,0
32,49,Mindist + Opp,mcts-0,0,50,0
28,51,Mindist + Opp,mcts-0,0,35,0
60,19,Mindist + Opp,mcts-0,0,37,0
41,4,Mindist + Opp,mcts-0,34,0,1
57,25,Mindist + Opp,mcts-0,35,0,1
22,28,Mindist + Opp,mcts-0,0,4,0
27,21,Mindist + Opp,mcts-0,10,0,1
46,55,Mindist + Opp,mcts-0,0,2,0
45,60,Mindist + Opp,mcts-0,0,60,0
60,46,Mindist + Opp,mcts-0,0,5,0
47,14,Mindist + Opp,mcts-0,0,10,0
50,60,Mindist + Opp,mcts-0,0,48,0
26,28,Mindist + Opp,mcts-0,0,12,0
21,55,Mindist + Opp,mcts-0,0,55,0
18,40,Mindist + Opp,mcts-0,0,24,0
12,16,Mindist + Opp,mcts-0,0,11,0
45,53,Mindist + Opp,mcts-0,0,9,0
46,60,Mindist + Opp,mcts-0,0,27,0
55,57,Mindist + Opp,mcts-0,0,39,0
53,60,Mindist + Opp,mcts-0,0,60,0
4,44,Mindist + Opp,mcts-0,0,44,0
60,29,Mindist + Opp,mcts-0,25,0,1
38,36,Mindist + Opp,mcts-0,0,46,0
60,44,Mindist + Opp,mcts-0,38,0,1
40,47,Mindist + Opp,mcts-0,0,39,0
41,33,Mindist + Opp,mcts-0,0,7,0
60,17,Mindist + Opp,mcts-0,22,0,1
60,41,Mindist + Opp,mcts-0,60,0,1
49,49,Mindist + Opp,mcts-0,0,44,0
60,31,Mindist + Opp,mcts-0,23,0,1
17,55,Mindist + Opp,mcts-0,0,55,0
38,26,Mindist + Opp,mcts-0,0,5,0
42,42,Mindist + Opp,mcts-0,0,13,0
21,23,Mindist + Opp,mcts-0,0,21,0
39,34,Mindist + Opp,mcts-0,0,19,0
41,51,Mindist + Opp,mcts-0,0,25,0
52,60,Mindist + Opp,mcts-0,0,37,0
38,60,Mindist + Opp,mcts-0,0,18,0
23,31,Mindist + Opp,mcts-0,0,38,0
45,36,Mindist + Opp,mcts-0,0,7,0
60,32,Mindist + Opp,mcts-0,22,0,1
29,35,Mindist + Opp,mcts-0,21,0,1
42,14,Mindist + Opp,mcts-0,40,0,1
55,18,Mindist + Opp,mcts-0,0,16,0
55,43,Mindist + Opp,mcts-0,0,22,0
60,26,Mindist + Opp,mcts-0,34,0,1
34,41,Mindist + Opp,mcts-0,0,30,0
25,46,Mindist + Opp,mcts-0,9,0,1
36,60,Mindist + Opp,mcts-0,0,52,0
60,40,Mindist + Opp,mcts-0,26,0,1
46,38,Mindist + Opp,mcts-0,0,50,0
45,41,Mindist + Opp,mcts-0,16,0,1
2,26,Mindist + Opp,mcts-0,0,36,0
60,50,Mindist + Opp,mcts-0,19,0,1
44,38,Mindist + Opp,mcts-0,0,39,0
31,29,Mindist + Opp,mcts-0,0,5,0
46,60,Mindist + Opp,mcts-0,0,46,0
60,56,Mindist + Opp,mcts-0,19,0,1
48,26,Mindist + Opp,mcts-0,35,0,1
47,32,Mindist + Opp,mcts-0,0,29,0
23,45,Mindist + Opp,mcts-0,0,12,0
60,26,Mindist + Opp,mcts-0,2,0,1
47,34,Mindist + Opp,mcts-0,0,19,0
8,60,Mindist + Opp,mcts-0,0,60,0
60,60,Mindist + Opp,mcts-0,0,48,0
37,26,Mindist + Opp,mcts-0,0,18,0
53,19,Mindist + Opp,mcts-0,0,13,0
40,60,Mindist + Opp,mcts-0,0,11,0
32,21,Mindist + Opp,mcts-0,0,16,0
53,25,Mindist + Opp,mcts-0,0,12,0
34,50,Mindist + Opp,mcts-0,0,17,0
50,31,Mindist + Opp,mcts-0,0,4,0
40,21,Mindist + Opp,mcts-0,23,0,1
60,60,Mindist + Opp,mcts-0,0,28,0
60,49,Mindist + Opp,mcts-0,0,18,0
60,60,Mindist + Opp,mcts-0,0,60,0
19,31,Mindist + Opp,mcts-0,0,20,0
23,46,Mindist + Opp,mcts-0,0,32,0
46,60,Mindist + Opp,mcts-0,0,49,0
28,60,Mindist + Opp,mcts-0,0,38,0
24,57,Mindist + Opp,mcts-0,0,57,0
21,60,Mindist + Opp,mcts-0,0,50,0
27,29,Mindist + Opp,mcts-0,0,54,0
22,25,Mindist + Opp,mcts-0,10,0,1
18,52,Mindist + Opp,mcts-0,0,52,0
29,53,Mindist + Opp,mcts-0,7,0,1
25,14,Mindist + Opp,mcts-0,0,16,0
28,60,Mindist + Opp,mcts-0,0,60,0
31,41,Mindist + Opp,mcts-0,0,44,0
37,60,Mindist + Opp,mcts-0,0,3,0
24,44,Mindist + Opp,mcts-0,0,29,0
31,60,Mindist + Opp,mcts-0,0,31,0
44,53,Mindist + Opp,mcts-0,0,46,0
28,51,Mindist + Opp,mcts-0,0,33,0
22,38,Mindist + Opp,mcts-0,0,31,0
3,54,Mindist + Opp,mcts-0,0,54,0
47,53,Mindist + Opp,mcts-0,0,45,0
19,18,Mindist + Opp,mcts-0,0,11,0
20,51,Mindist + Opp,mcts-0,0,41,0
43,38,Mindist + Opp,mcts-0,0,30,0
44,28,Mindist + Opp,mcts-0,0,11,0
21,46,Mindist + Opp,mcts-0,0,10,0
38,21,Mindist + Opp,mcts-0,19,0,1
45,60,Mindist + Opp,mcts-0,0,18,0
43,23,Mindist + Opp,mcts-0,0,20,0
51,12,Mindist + Opp,mcts-0,0,3,0
28,42,Mindist + Opp,mcts-0,0,10,0
20,60,Mindist + Opp,mcts-0,0,46,0
60,27,Mindist + Opp,mcts-0,0,22,0
47,60,Mindist + Opp,mcts-0,0,60,0
47,44,Mindist + Opp,mcts-0,0,49,0
24,35,Mindist + Opp,mcts-0,0,11,0
38,60,Mindist + Opp,mcts-0,0,29,0
60,60,Mindist + Opp,mcts-0,0,31,0
40,24,Mindist + Opp,mcts-0,0,13,0
46,34,Mindist + Opp,mcts-0,22,0,1
22,60,Mindist + Opp,mcts-0,0,53,0
60,58,Mindist + Opp,mcts-0,0,2,0
60,55,Mindist + Opp,mcts-0,0,3,0
15,60,Mindist + Opp,mcts-0,0,39,0
40,19,Mindist + Opp,mcts-0,0,17,0
60,27,Mindist + Opp,mcts-0,9,0,1
57,60,Mindist + Opp,mcts-0,0,56,0
60,60,Mindist + Opp,mcts-0,0,60,0
42,0,Mindist + Opp,mcts-0,0,0,0
53,55,Mindist + Opp,mcts-0,0,46,0
56,60,Mindist + Opp,mcts-0,0,22,0
50,41,Mindist + Opp,mcts-0,0,33,0
24,21,Mindist + Opp,mcts-0,0,3,0
60,48,Mindist + Opp,mcts-0,0,8,0
27,60,Mindist + Opp,mcts-0,0,31,0
60,36,Mindist + Opp,mcts-0,0,9,0
59,4,Mindist + Opp,mcts-0,29,0,1
46,43,Mindist + Opp,mcts-0,24,0,1
35,26,Mindist + Opp,mcts-0,14,0,1
5,60,Mindist + Opp,mcts-0,0,60,0
60,19,Mindist + Opp,mcts-0,32,0,1
21,41,Mindist + Opp,mcts-0,0,15,0
38,32,Mindist + Opp,mcts-0,0,2,0
18,60,Mindist + Opp,mcts-0,0,48,0
52,42,Mindist + Opp,mcts-0,0,36,0
49,60,Mindist + Opp,mcts-0,0,60,0
60,60,Mindist + Opp,mcts-0,0,19,0
47,46,Mindist + Opp,mcts-0,0,12,0
34,33,Mindist + Opp,mcts-0,0,22,0
39,60,Mindist + Opp,mcts-0,0,46,0
60,28,Mindist + Opp,mcts-0,0,24,0
54,20,Mindist + Opp,mcts-0,0,2,0
58,25,Mindist + Opp,mcts-0,0,24,0
19,60,Mindist + Opp,mcts-0,0,34,0
57,50,Mindist + Opp,mcts-0,0,6,0
60,33,Mindist + Opp,mcts-0,23,0,1
43,59,Mindist + Opp,mcts-0,0,16,0
45,22,Mindist + Opp,mcts-0,0,4,0
22,42,Mindist + Opp,mcts-0,0,32,0
45,45,Mindist + Opp,mcts-0,0,43,0
50,23,Mindist + Opp,mcts-0,18,0,1
44,29,Mindist + Opp,mcts-0,32,0,1
23,38,Mindist + Opp,mcts-0,0,16,0
28,24,Mindist + Opp,mcts-0,3,0,1
60,36,Mindist + Opp,mcts-0,0,38,0
25,44,Mindist + Opp,mcts-0,0,41,0
39,15,Mindist + Opp,mcts-0,0,16,0
60,24,Mindist + Opp,mcts-0,60,0,1
32,42,Mindist + Opp,mcts-0,0,2,0
60,35,Mindist + Opp,mcts-0,0,39,0
60,15,Mindist + Opp,mcts-0,0,27,0
60,16,Mindist + Opp,mcts-0,0,21,0
15,47,Mindist + Opp,mcts-0,0,33,0
33,47,Mindist + Opp,mcts-0,0,35,0
48,60,Mindist + Opp,mcts-0,0,49,0
45,42,Mindist + Opp,mcts-0,0,16,0
60,21,Mindist + Opp,mcts-0,38,0,1
60,18,Mindist + Opp,mcts-0,29,0,1
45,33,Mindist + Opp,mcts-0,0,7,0
46,28,Mindist + Opp,mcts-0,0,10,0
60,43,Mindist + Opp,mcts-0,10,0,1
21,43,Mindist + Opp,mcts-0,0,14,0
26,60,Mindist + Opp,mcts-0,0,44,0
41,42,Mindist + Opp,mcts-0,0,5,0
34,60,Mindist + Opp,mcts-0,0,60,0
54,56,Mindist + Opp,mcts-0,0,19,0
17,41,Mindist + Opp,mcts-0,0,36,0
60,13,Mindist + Opp,mcts-0,0,11,0
45,50,Mindist + Opp,mcts-0,0,21,0
60,57,Mindist + Opp,mcts-0,19,0,1
34,38,Mindist + Opp,mcts-0,0,6,0
46,60,Mindist + Opp,mcts-0,0,52,0
9,53,Mindist + Opp,mcts-0,0,53,0
47,39,Mindist + Opp,mcts-0,22,0,1
30,16,Mindist + Opp,mcts-0,0,17,0
25,60,Mindist + Opp,mcts-0,0,60,0
60,30,Mindist + Opp,mcts-0,0,19,0
60,25,Mindist + Opp,mcts-0,20,0,1
47,41,Mindist + Opp,mcts-0,0,34,0
23,36,Mindist + Opp,mcts-0,0,9,0
46,20,Mindist + Opp,mcts-0,10,0,1
15,54,Mindist + Opp,mcts-0,0,54,0
46,39,Mindist + Opp,mcts-0,0,24,0
34,38,Mindist + Opp,mcts-0,0,16,0
48,19,Mindist + Opp,mcts-0,0,23,0
16,51,Mindist + Opp,mcts-0,0,12,0
60,24,Mindist + Opp,mcts-0,23,0,1
56,53,Mindist + Opp,mcts-0,0,37,0
2,60,Mindist + Opp,mcts-0,0,60,0
60,35,Mindist + Opp,mcts-0,0,3,0
42,60,Mindist + Opp,mcts-0,0,39,0
20,53,Mindist + Opp,mcts-0,0,53,0
40,59,Mindist + Opp,mcts-0,0,19,0
26,11,Mindist + Opp,mcts-0,0,7,0
29,50,Mindist + Opp,mcts-0,0,37,0
41,47,Mindist + Opp,mcts-0,0,18,0
51,41,Mindist + Opp,mcts-0,0,17,0
34,60,Mindist + Opp,mcts-0,0,60,0
36,30,Mindist + Opp,mcts-0,16,0,1
24,60,Mindist + Opp,mcts-0,0,48,0
20,37,Mindist + Opp,mcts-0,0,37,0
38,30,Mindist + Opp,mcts-0,0,24,0
60,51,Mindist + Opp,mcts-0,0,17,0
38,47,Mindist + Opp,mcts-0,0,23,0
58,35,Mindist + Opp,mcts-0,8,0,1
27,50,Mindist + Opp,mcts-0,0,44,0
49,59,Mindist + Opp,mcts-0,0,12,0
23,59,Mindist + Opp,mcts-0,0,11,0
47,26,Mindist + Opp,mcts-0,15,0,1
22,28,Mindist + Opp,mcts-0,0,18,0
60,28,Mindist + Opp,mcts-0,48,0,1
60,39,Mindist + Opp,mcts-0,52,0,1
60,60,Mindist + Opp,mcts-0,0,14,0
45,22,Mindist + Opp,mcts-0,21,0,1
50,44,Mindist + Opp,mcts-0,0,28,0
19,54,Mindist + Opp,mcts-0,0,37,0
60,25,Mindist + Opp,mcts-0,22,0,1
60,22,Mindist + Opp,mcts-0,0,2,0
47,33,Mindist + Opp,mcts-0,0,15,0
43,57,Mindist + Opp,mcts-0,0,16,0
4,10,Mindist + Opp,mcts-0,0,2,0
50,60,Mindist + Opp,mcts-0,0,37,0
24,50,Mindist + Opp,mcts-0,0,45,0
24,48,Mindist + Opp,mcts-0,0,30,0
24,31,Mindist + Opp,mcts-0,0,38,0
60,42,Mindist + Opp,mcts-0,0,60,0
56,49,Mindist + Opp,mcts-0,0,9,0
60,60,Mindist + Opp,mcts-0,0,33,0
54,29,Mindist + Opp,mcts-0,16,0,1
19,27,Mindist + Opp,mcts-0,0,27,0
0,52,Mindist + Opp,mcts-0,0,52,0
29,60,Mindist + Opp,mcts-0,0,25,0
51,47,Mindist + Opp,mcts-0,0,8,0
40,23,Mindist + Opp,mcts-0,26,0,1
60,23,Mindist + Opp,mcts-0,24,0,1
53,40,Mindist + Opp,mcts-0,0,51,0
60,45,Mindist + Opp,mcts-0,37,0,1
38,50,Mindist + Opp,mcts-0,0,50,0
43,31,Mindist + Opp,mcts-0,31,0,1
22,39,Mindist + Opp,mcts-0,0,30,0
20,48,Mindist + Opp,mcts-0,0,3,0
56,18,Mindist + Opp,mcts-0,0,20,0
21,27,Mindist + Opp,mcts-0,0,17,0
60,22,Mindist + Opp,mcts-0,13,0,1
60,21,Mindist + Opp,mcts-0,0,7,0
24,31,Mindist + Opp,mcts-0,0,16,0
17,24,Mindist + Opp,mcts-0,0,37,0
46,22,Mindist + Opp,mcts-0,24,0,1
53,0,Mindist + Opp,mcts-0,0,0,0
60,26,Mindist + Opp,mcts-0,0,24,0
60,30,Mindist + Opp,mcts-0,10,0,1
52,44,Mindist + Opp,mcts-0,0,43,0
25,40,Mindist + Opp,mcts-0,0,28,0
60,58,Mindist + Opp,mcts-0,0,42,0
60,60,Mindist + Opp,mcts-0,0,18,0
20,26,Mindist + Opp,mcts-0,0,6,0
25,40,Mindist + Opp,mcts-0,0,22,0
28,40,Mindist + Opp,mcts-0,0,36,0
53,52,Mindist + Opp,mcts-0,0,42,0
40,37,Mindist + Opp,mcts-0,0,42,0
60,41,Mindist + Opp,mcts-0,11,0,1
29,53,Mindist + Opp,mcts-0,10,0,1
60,40,Mindist + Opp,mcts-0,0,23,0
53,41,Mindist + Opp,mcts-0,0,60,0
54,60,Mindist + Opp,mcts-0,0,21,0
49,58,Mindist + Opp,mcts-0,0,10,0
36,56,Mindist + Opp,mcts-0,0,43,0
29,46,Mindist + Opp,mcts-0,0,15,0
60,24,Mindist + Opp,mcts-0,0,31,0
17,41,Mindist + Opp,mcts-0,0,10,0
29,53,Mindist + Opp,mcts-0,0,60,0
54,48,Mindist + Opp,mcts-0,0,27,0
15,40,Mindist + Opp,mcts-0,0,19,0
25,47,Mindist + Opp,mcts-0,0,45,0
9,49,Mindist + Opp,mcts-0,0,49,0
44,9,Mindist + Opp,mcts-0,0,14,0
40,30,Mindist + Opp,mcts-0,0,26,0
47,60,Mindist + Opp,mcts-0,0,19,0
34,58,Mindist + Opp,mcts-0,0,51,0
43,25,Mindist + Opp,mcts-0,0,24,0
37,29,Mindist + Opp,mcts-0,0,19,0
17,39,Mindist + Opp,mcts-0,0,49,0
47,24,Mindist + Opp,mcts-0,0,13,0
28,60,Mindist + Opp,mcts-0,0,52,0
43,47,Mindist + Opp,mcts-0,0,9,0
50,21,Mindist + Opp,mcts-0,2,0,1
47,38,Mindist + Opp,mcts-0,0,53,0
38,25,Mindist + Opp,mcts-0,0,16,0
60,26,Mindist + Opp,mcts-0,10,0,1
19,60,Mindist + Opp,mcts-0,0,49,0
60,60,Mindist + Opp,mcts-0,25,0,1
22,60,Mindist + Opp,mcts-0,0,60,0
19,42,Mindist + Opp,mcts-0,0,48,0
58,27,Mindist + Opp,mcts-0,33,0,1
59,23,Mindist + Opp,mcts-0,0,49,0
60,3,Mindist + Opp,mcts-0,50,0,1
60,49,Mindist + Opp,mcts-0,23,0,1
60,34,Mindist + Opp,mcts-0,0,46,0
46,58,Mindist + Opp,mcts-0,0,11,0
32,32,Mindist + Opp,mcts-0,0,22,0
38,33,Mindist + Opp,mcts-0,0,12,0
43,27,Mindist + Opp,mcts-0,0,17,0
60,40,Mindist + Opp,mcts-0,0,18,0
52,49,Mindist + Opp,mcts-0,0,32,0
21,38,Mindist + Opp,mcts-0,0,16,0
