init.score1,init.score2,Strategy 1,Strategy 2,P1 Score,P2 Score,Winner_ID
51,42,mcts-25,Mindist + Opp,50,0,1
44,60,mcts-25,Mindist + Opp,24,0,1
38,60,mcts-25,Mindist + Opp,30,0,1
43,45,mcts-25,Mindist + Opp,49,0,1
60,45,mcts-25,Mindist + Opp,18,0,1
60,31,mcts-25,Mindist + Opp,16,0,1
24,60,mcts-25,Mindist + Opp,0,52,0
38,33,mcts-25,Mindist + Opp,39,0,1
45,60,mcts-25,Mindist + Opp,11,0,1
30,46,mcts-25,Mindist + Opp,60,0,1
23,16,mcts-25,Mindist + Opp,0,6,0
35,23,mcts-25,Mindist + Opp,4,0,1
60,20,mcts-25,Mindist + Opp,47,0,1
29,31,mcts-25,Mindist + Opp,0,31,0
47,60,mcts-25,Mindist + Opp,10,0,1
20,52,mcts-25,Mindist + Opp,0,14,0
49,60,mcts-25,Mindist + Opp,33,0,1
33,26,mcts-25,Mindist + Opp,35,0,1
21,46,mcts-25,Mindist + Opp,0,11,0
60,39,mcts-25,Mindist + Opp,32,0,1
29,46,mcts-25,Mindist + Opp,2,0,1
48,17,mcts-25,Mindist + Opp,23,0,1
26,55,mcts-25,Mindist + Opp,2,0,1
60,38,mcts-25,Mindist + Opp,16,0,1
48,22,mcts-25,Mindist + Opp,14,0,1
53,44,mcts-25,Mindist + Opp,4,0,1
27,60,mcts-25,Mindist + Opp,0,31,0
60,21,mcts-25,Mindist + Opp,55,0,1
39,33,mcts-25,Mindist + Opp,21,0,1
54,60,mcts-25,Mindist + Opp,7,0,1
52,37,mcts-25,Mindist + Opp,35,0,1
26,60,mcts-25,Mindist + Opp,8,0,1
48,60,mcts-25,Mindist + Opp,52,0,1
7,42,mcts-25,Mindist + Opp,18,0,1
48,50,mcts-25,Mindist + Opp,2,0,1
60,53,mcts-25,Mindist + Opp,38,0,1
28,53,mcts-25,Mindist + Opp,3,0,1
44,14,mcts-25,Mindist + Opp,22,0,1
34,37,mcts-25,Mindist + Opp,14,0,1
4,43,mcts-25,Mindist + Opp,0,35,0
35,45,mcts-25,Mindist + Opp,0,12,0
16,47,mcts-25,Mindist + Opp,0,26,0
49,36,mcts-25,Mindist + Opp,41,0,1
21,41,mcts-25,Mindist + Opp,0,18,0
18,44,mcts-25,Mindist + Opp,11,0,1
50,43,mcts-25,Mindist + Opp,0,17,0
58,28,mcts-25,Mindist + Opp,60,0,1
42,33,mcts-25,Mindist + Opp,10,0,1
60,2,mcts-25,Mindist + Opp,60,0,1
21,60,mcts-25,Mindist + Opp,0,25,0
22,47,mcts-25,Mindist + Opp,0,45,0
37,45,mcts-25,Mindist + Opp,17,0,1
51,45,mcts-25,Mindist + Opp,0,17,0
31,17,mcts-25,Mindist + Opp,21,0,1
40,60,mcts-25,Mindist + Opp,37,0,1
50,42,mcts-25,Mindist + Opp,20,0,1
26,48,mcts-25,Mindist + Opp,0,56,0
51,35,mcts-25,Mindist + Opp,14,0,1
47,45,mcts-25,Mindist + Opp,0,18,0
50,60,mcts-25,Mindist + Opp,0,28,0
60,56,mcts-25,Mindist + Opp,51,0,1
54,46,mcts-25,Mindist + Opp,8,0,1
60,35,mcts-25,Mindist + Opp,42,0,1
56,25,mcts-25,Mindist + Opp,12,0,1
49,39,mcts-25,Mindist + Opp,4,0,1
51,53,mcts-25,Mindist + Opp,49,0,1
35,31,mcts-25,Mindist + Opp,0,16,0
44,25,mcts-25,Mindist + Opp,2,0,1
59,52,mcts-25,Mindist + Opp,16,0,1
52,46,mcts-25,Mindist + Opp,17,0,1
47,38,mcts-25,Mindist + Opp,3,0,1
20,60,mcts-25,Mindist + Opp,12,0,1
37,60,mcts-25,Mindist + Opp,41,0,1
15,60,mcts-25,Mindist + Opp,0,60,0
57,47,mcts-25,Mindist + Opp,33,0,1
57,36,mcts-25,Mindist + Opp,4,0,1
17,23,mcts-25,Mindist + Opp,0,4,0
60,54,mcts-25,Mindist + Opp,14,0,1
33,41,mcts-25,Mindist + Opp,28,0,1
43,48,mcts-25,Mindist + Opp,17,0,1
58,50,mcts-25,Mindist + Opp,4,0,1
20,26,mcts-25,Mindist + Opp,0,19,0
21,35,mcts-25,Mindist + Opp,0,36,0
22,26,mcts-25,Mindist + Opp,2,0,1
46,37,mcts-25,Mindist + Opp,24,0,1
23,44,mcts-25,Mindist + Opp,11,0,1
42,60,mcts-25,Mindist + Opp,0,53,0
31,22,mcts-25,Mindist + Opp,3,0,1
12,60,mcts-25,Mindist + Opp,0,50,0
60,52,mcts-25,Mindist + Opp,60,0,1
31,60,mcts-25,Mindist + Opp,23,0,1
37,46,mcts-25,Mindist + Opp,2,0,1
60,23,mcts-25,Mindist + Opp,41,0,1
7,45,mcts-25,Mindist + Opp,0,21,0
23,46,mcts-25,Mindist + Opp,10,0,1
60,49,mcts-25,Mindist + Opp,15,0,1
30,34,mcts-25,Mindist + Opp,2,0,1
56,30,mcts-25,Mindist + Opp,45,0,1
23,46,mcts-25,Mindist + Opp,0,4,0
42,29,mcts-25,Mindist + Opp,10,0,1
31,19,mcts-25,Mindist + Opp,0,3,0
34,27,mcts-25,Mindist + Opp,3,0,1
26,21,mcts-25,Mindist + Opp,18,0,1
21,43,mcts-25,Mindist + Opp,0,37,0
29,24,mcts-25,Mindist + Opp,16,0,1
28,60,mcts-25,Mindist + Opp,0,30,0
55,19,mcts-25,Mindist + Opp,17,0,1
47,18,mcts-25,Mindist + Opp,31,0,1
60,43,mcts-25,Mindist + Opp,16,0,1
27,50,mcts-25,Mindist + Opp,0,24,0
45,25,mcts-25,Mindist + Opp,20,0,1
60,56,mcts-25,Mindist + Opp,20,0,1
45,52,mcts-25,Mindist + Opp,34,0,1
23,60,mcts-25,Mindist + Opp,0,52,0
47,47,mcts-25,Mindist + Opp,33,0,1
40,22,mcts-25,Mindist + Opp,8,0,1
42,60,mcts-25,Mindist + Opp,15,0,1
23,22,mcts-25,Mindist + Opp,0,13,0
52,44,mcts-25,Mindist + Opp,15,0,1
42,47,mcts-25,Mindist + Opp,44,0,1
19,33,mcts-25,Mindist + Opp,0,26,0
33,60,mcts-25,Mindist + Opp,0,45,0
58,60,mcts-25,Mindist + Opp,0,21,0
49,55,mcts-25,Mindist + Opp,27,0,1
46,42,mcts-25,Mindist + Opp,12,0,1
31,40,mcts-25,Mindist + Opp,31,0,1
60,34,mcts-25,Mindist + Opp,40,0,1
25,46,mcts-25,Mindist + Opp,2,0,1
33,56,mcts-25,Mindist + Opp,0,12,0
60,0,mcts-25,Mindist + Opp,54,0,1
26,60,mcts-25,Mindist + Opp,0,45,0
54,27,mcts-25,Mindist + Opp,26,0,1
29,60,mcts-25,Mindist + Opp,11,0,1
60,43,mcts-25,Mindist + Opp,3,0,1
48,37,mcts-25,Mindist + Opp,0,28,0
48,46,mcts-25,Mindist + Opp,60,0,1
39,33,mcts-25,Mindist + Opp,3,0,1
28,24,mcts-25,Mindist + Opp,31,0,1
59,43,mcts-25,Mindist + Opp,17,0,1
60,23,mcts-25,Mindist + Opp,60,0,1
45,52,mcts-25,Mindist + Opp,20,0,1
53,14,mcts-25,Mindist + Opp,32,0,1
60,23,mcts-25,Mindist + Opp,47,0,1
60,8,mcts-25,Mindist + Opp,60,0,1
44,40,mcts-25,Mindist + Opp,18,0,1
46,43,mcts-25,Mindist + Opp,42,0,1
52,60,mcts-25,Mindist + Opp,19,0,1
47,27,mcts-25,Mindist + Opp,43,0,1
33,47,mcts-25,Mindist + Opp,0,23,0
60,38,mcts-25,Mindist + Opp,56,0,1
33,30,mcts-25,Mindist + Opp,2,0,1
50,34,mcts-25,Mindist + Opp,0,7,0
41,60,mcts-25,Mindist + Opp,0,11,0
49,55,mcts-25,Mindist + Opp,36,0,1
50,45,mcts-25,Mindist + Opp,45,0,1
15,46,mcts-25,Mindist + Opp,0,46,0
45,45,mcts-25,Mindist + Opp,2,0,1
56,54,mcts-25,Mindist + Opp,42,0,1
23,25,mcts-25,Mindist + Opp,3,0,1
43,40,mcts-25,Mindist + Opp,40,0,1
60,60,mcts-25,Mindist + Opp,19,0,1
36,51,mcts-25,Mindist + Opp,0,24,0
29,29,mcts-25,Mindist + Opp,24,0,1
34,47,mcts-25,Mindist + Opp,27,0,1
16,37,mcts-25,Mindist + Opp,0,24,0
60,47,mcts-25,Mindist + Opp,46,0,1
60,28,mcts-25,Mindist + Opp,20,0,1
46,26,mcts-25,Mindist + Opp,5,0,1
59,35,mcts-25,Mindist + Opp,27,0,1
37,60,mcts-25,Mindist + Opp,13,0,1
15,60,mcts-25,Mindist + Opp,0,60,0
24,14,mcts-25,Mindist + Opp,27,0,1
49,39,mcts-25,Mindist + Opp,26,0,1
31,47,mcts-25,Mindist + Opp,0,40,0
54,60,mcts-25,Mindist + Opp,16,0,1
51,53,mcts-25,Mindist + Opp,33,0,1
34,33,mcts-25,Mindist + Opp,7,0,1
41,42,mcts-25,Mindist + Opp,21,0,1
49,56,mcts-25,Mindist + Opp,0,12,0
60,49,mcts-25,Mindist + Opp,0,12,0
44,58,mcts-25,Mindist + Opp,16,0,1
23,60,mcts-25,Mindist + Opp,0,35,0
39,41,mcts-25,Mindist + Opp,10,0,1
44,49,mcts-25,Mindist + Opp,19,0,1
39,49,mcts-25,Mindist + Opp,0,5,0
37,40,mcts-25,Mindist + Opp,14,0,1
11,2,mcts-25,Mindist + Opp,0,2,0
32,21,mcts-25,Mindist + Opp,55,0,1
47,24,mcts-25,Mindist + Opp,42,0,1
59,60,mcts-25,Mindist + Opp,4,0,1
56,32,mcts-25,Mindist + Opp,18,0,1
41,55,mcts-25,Mindist + Opp,15,0,1
34,42,mcts-25,Mindist + Opp,0,11,0
45,43,mcts-25,Mindist + Opp,10,0,1
60,60,mcts-25,Mindist + Opp,23,0,1
60,55,mcts-25,Mindist + Opp,46,0,1
60,42,mcts-25,Mindist + Opp,0,33,0
43,47,mcts-25,Mindist + Opp,13,0,1
25,19,mcts-25,Mindist + Opp,12,0,1
60,20,mcts-25,Mindist + Opp,60,0,1
55,19,mcts-25,Mindist + Opp,0,6,0
23,51,mcts-25,Mindist + Opp,0,48,0
25,16,mcts-25,Mindist + Opp,0,4,0
38,43,mcts-25,Mindist + Opp,6,0,1
45,26,mcts-25,Mindist + Opp,23,0,1
24,32,mcts-25,Mindist + Opp,0,32,0
30,40,mcts-25,Mindist + Opp,0,39,0
33,59,mcts-25,Mindist + Opp,2,0,1
43,45,mcts-25,Mindist + Opp,2,0,1
56,60,mcts-25,Mindist + Opp,0,12,0
25,60,mcts-25,Mindist + Opp,0,22,0
60,16,mcts-25,Mindist + Opp,15,0,1
46,43,mcts-25,Mindist + Opp,0,9,0
57,60,mcts-25,Mindist + Opp,41,0,1
38,5,mcts-25,Mindist + Opp,36,0,1
40,38,mcts-25,Mindist + Opp,39,0,1
10,56,mcts-25,Mindist + Opp,0,51,0
27,44,mcts-25,Mindist + Opp,0,26,0
29,32,mcts-25,Mindist + Opp,8,0,1
60,23,mcts-25,Mindist + Opp,26,0,1
48,20,mcts-25,Mindist + Opp,37,0,1
29,38,mcts-25,Mindist + Opp,28,0,1
19,31,mcts-25,Mindist + Opp,0,22,0
22,60,mcts-25,Mindist + Opp,0,53,0
50,27,mcts-25,Mindist + Opp,60,0,1
28,44,mcts-25,Mindist + Opp,5,0,1
20,40,mcts-25,Mindist + Opp,0,22,0
60,38,mcts-25,Mindist + Opp,14,0,1
7,8,mcts-25,Mindist + Opp,2,0,1
33,60,mcts-25,Mindist + Opp,0,40,0
46,60,mcts-25,Mindist + Opp,0,26,0
20,48,mcts-25,Mindist + Opp,0,47,0
32,29,mcts-25,Mindist + Opp,0,29,0
56,50,mcts-25,Mindist + Opp,11,0,1
59,24,mcts-25,Mindist + Opp,60,0,1
52,26,mcts-25,Mindist + Opp,40,0,1
28,45,mcts-25,Mindist + Opp,10,0,1
45,37,mcts-25,Mindist + Opp,6,0,1
33,25,mcts-25,Mindist + Opp,27,0,1
28,48,mcts-25,Mindist + Opp,2,0,1
48,50,mcts-25,Mindist + Opp,0,34,0
29,60,mcts-25,Mindist + Opp,0,16,0
10,35,mcts-25,Mindist + Opp,0,35,0
48,56,mcts-25,Mindist + Opp,26,0,1
12,34,mcts-25,Mindist + Opp,0,24,0
28,51,mcts-25,Mindist + Opp,32,0,1
60,4,mcts-25,Mindist + Opp,60,0,1
18,44,mcts-25,Mindist + Opp,21,0,1
27,30,mcts-25,Mindist + Opp,2,0,1
50,47,mcts-25,Mindist + Opp,19,0,1
60,60,mcts-25,Mindist + Opp,32,0,1
60,22,mcts-25,Mindist + Opp,60,0,1
49,9,mcts-25,Mindist + Opp,17,0,1
37,27,mcts-25,Mindist + Opp,0,19,0
44,25,mcts-25,Mindist + Opp,2,0,1
43,57,mcts-25,Mindist + Opp,36,0,1
39,50,mcts-25,Mindist + Opp,0,24,0
60,41,mcts-25,Mindist + Opp,18,0,1
29,47,mcts-25,Mindist + Opp,19,0,1
46,39,mcts-25,Mindist + Opp,46,0,1
32,38,mcts-25,Mindist + Opp,28,0,1
14,43,mcts-25,Mindist + Opp,0,6,0
19,46,mcts-25,Mindist + Opp,33,0,1
15,30,mcts-25,Mindist + Opp,0,16,0
51,10,mcts-25,Mindist + Opp,43,0,1
28,9,mcts-25,Mindist + Opp,25,0,1
16,60,mcts-25,Mindist + Opp,0,52,0
51,40,mcts-25,Mindist + Opp,27,0,1
43,32,mcts-25,Mindist + Opp,27,0,1
29,60,mcts-25,Mindist + Opp,0,32,0
25,40,mcts-25,Mindist + Opp,4,0,1
29,60,mcts-25,Mindist + Opp,60,0,1
60,45,mcts-25,Mindist + Opp,0,12,0
48,39,mcts-25,Mindist + Opp,30,0,1
23,41,mcts-25,Mindist + Opp,32,0,1
45,13,mcts-25,Mindist + Opp,41,0,1
50,21,mcts-25,Mindist + Opp,17,0,1
17,42,mcts-25,Mindist + Opp,17,0,1
36,19,mcts-25,Mindist + Opp,25,0,1
33,41,mcts-25,Mindist + Opp,11,0,1
15,22,mcts-25,Mindist + Opp,0,22,0
47,59,mcts-25,Mindist + Opp,0,27,0
60,50,mcts-25,Mindist + Opp,34,0,1
32,60,mcts-25,Mindist + Opp,0,59,0
27,60,mcts-25,Mindist + Opp,0,60,0
45,24,mcts-25,Mindist + Opp,2,0,1
45,42,mcts-25,Mindist + Opp,0,21,0
33,54,mcts-25,Mindist + Opp,22,0,1
32,42,mcts-25,Mindist + Opp,0,10,0
30,23,mcts-25,Mindist + Opp,47,0,1
24,41,mcts-25,Mindist + Opp,15,0,1
25,25,mcts-25,Mindist + Opp,0,14,0
44,60,mcts-25,Mindist + Opp,0,56,0
60,22,mcts-25,Mindist + Opp,51,0,1
51,45,mcts-25,Mindist + Opp,11,0,1
23,50,mcts-25,Mindist + Opp,4,0,1
45,53,mcts-25,Mindist + Opp,13,0,1
27,60,mcts-25,Mindist + Opp,0,10,0
32,21,mcts-25,Mindist + Opp,24,0,1
47,47,mcts-25,Mindist + Opp,28,0,1
38,60,mcts-25,Mindist + Opp,0,28,0
21,60,mcts-25,Mindist + Opp,14,0,1
33,55,mcts-25,Mindist + Opp,22,0,1
45,60,mcts-25,Mindist + Opp,2,0,1
24,47,mcts-25,Mindist + Opp,0,41,0
23,60,mcts-25,Mindist + Opp,0,45,0
24,60,mcts-25,Mindist + Opp,7,0,1
8,60,mcts-25,Mindist + Opp,0,48,0
55,49,mcts-25,Mindist + Opp,60,0,1
60,36,mcts-25,Mindist + Opp,47,0,1
33,42,mcts-25,Mindist + Opp,2,0,1
44,25,mcts-25,Mindist + Opp,19,0,1
33,28,mcts-25,Mindist + Opp,24,0,1
40,37,mcts-25,Mindist + Opp,47,0,1
22,16,mcts-25,Mindist + Opp,0,23,0
12,46,mcts-25,Mindist + Opp,0,32,0
52,46,mcts-25,Mindist + Opp,0,21,0
14,54,mcts-25,Mindist + Opp,0,34,0
60,24,mcts-25,Mindist + Opp,15,0,1
54,45,mcts-25,Mindist + Opp,2,0,1
43,50,mcts-25,Mindist + Opp,17,0,1
8,51,mcts-25,Mindist + Opp,0,46,0
47,47,mcts-25,Mindist + Opp,33,0,1
24,24,mcts-25,Mindist + Opp,53,0,1
39,20,mcts-25,Mindist + Opp,12,0,1
20,60,mcts-25,Mindist + Opp,0,51,0
38,43,mcts-25,Mindist + Opp,8,0,1
47,44,mcts-25,Mindist + Opp,30,0,1
31,46,mcts-25,Mindist + Opp,0,20,0
34,60,mcts-25,Mindist + Opp,0,47,0
40,50,mcts-25,Mindist + Opp,55,0,1
60,54,mcts-25,Mindist + Opp,5,0,1
43,43,mcts-25,Mindist + Opp,0,39,0
22,55,mcts-25,Mindist + Opp,26,0,1
49,36,mcts-25,Mindist + Opp,0,14,0
31,37,mcts-25,Mindist + Opp,37,0,1
24,54,mcts-25,Mindist + Opp,14,0,1
25,40,mcts-25,Mindist + Opp,29,0,1
48,52,mcts-25,Mindist + Opp,16,0,1
40,31,mcts-25,Mindist + Opp,11,0,1
60,52,mcts-25,Mindist + Opp,36,0,1
27,27,mcts-25,Mindist + Opp,20,0,1
41,20,mcts-25,Mindist + Opp,2,0,1
0,60,mcts-25,Mindist + Opp,7,0,1
20,49,mcts-25,Mindist + Opp,0,25,0
29,60,mcts-25,Mindist + Opp,6,0,1
24,60,mcts-25,Mindist + Opp,0,21,0
26,58,mcts-25,Mindist + Opp,14,0,1
29,60,mcts-25,Mindist + Opp,0,39,0
49,41,mcts-25,Mindist + Opp,0,43,0
60,42,mcts-25,Mindist + Opp,0,6,0
46,50,mcts-25,Mindist + Opp,0,23,0
43,23,mcts-25,Mindist + Opp,21,0,1
32,17,mcts-25,Mindist + Opp,0,8,0
19,54,mcts-25,Mindist + Opp,0,25,0
41,25,mcts-25,Mindist + Opp,16,0,1
60,38,mcts-25,Mindist + Opp,48,0,1
49,23,mcts-25,Mindist + Opp,45,0,1
37,40,mcts-25,Mindist + Opp,12,0,1
22,42,mcts-25,Mindist + Opp,2,0,1
33,22,mcts-25,Mindist + Opp,10,0,1
41,33,mcts-25,Mindist + Opp,40,0,1
32,60,mcts-25,Mindist + Opp,0,57,0
17,29,mcts-25,Mindist + Opp,0,30,0
46,58,mcts-25,Mindist + Opp,12,0,1
41,44,mcts-25,Mindist + Opp,31,0,1
38,18,mcts-25,Mindist + Opp,0,6,0
60,56,mcts-25,Mindist + Opp,15,0,1
48,46,mcts-25,Mindist + Opp,17,0,1
28,43,mcts-25,Mindist + Opp,0,43,0
53,60,mcts-25,Mindist + Opp,15,0,1
20,60,mcts-25,Mindist + Opp,0,50,0
60,53,mcts-25,Mindist + Opp,60,0,1
53,37,mcts-25,Mindist + Opp,12,0,1
60,45,mcts-25,Mindist + Opp,43,0,1
23,39,mcts-25,Mindist + Opp,2,0,1
40,45,mcts-25,Mindist + Opp,55,0,1
60,60,mcts-25,Mindist + Opp,0,16,0
60,60,mcts-25,Mindist + Opp,13,0,1
41,22,mcts-25,Mindist + Opp,31,0,1
10,26,mcts-25,Mindist + Opp,0,26,0
37,29,mcts-25,Mindist + Opp,0,10,0
45,50,mcts-25,Mindist + Opp,17,0,1
28,43,mcts-25,Mindist + Opp,0,23,0
60,13,mcts-25,Mindist + Opp,42,0,1
38,60,mcts-25,Mindist + Opp,2,0,1
34,29,mcts-25,Mindist + Opp,41,0,1
21,45,mcts-25,Mindist + Opp,14,0,1
25,9,mcts-25,Mindist + Opp,18,0,1
24,51,mcts-25,Mindist + Opp,0,29,0
45,45,mcts-25,Mindist + Opp,11,0,1
60,60,mcts-25,Mindist + Opp,34,0,1
60,60,mcts-25,Mindist + Opp,20,0,1
30,47,mcts-25,Mindist + Opp,13,0,1
49,41,mcts-25,Mindist + Opp,15,0,1
40,36,mcts-25,Mindist + Opp,8,0,1
30,45,mcts-25,Mindist + Opp,0,16,0
19,54,mcts-25,Mindist + Opp,5,0,1
23,48,mcts-25,Mindist + Opp,0,29,0
30,54,mcts-25,Mindist + Opp,0,8,0
60,11,mcts-25,Mindist + Opp,11,0,1
49,37,mcts-25,Mindist + Opp,15,0,1
35,29,mcts-25,Mindist + Opp,17,0,1
25,53,mcts-25,Mindist + Opp,0,29,0
32,51,mcts-25,Mindist + Opp,3,0,1
60,60,mcts-25,Mindist + Opp,0,39,0
51,51,mcts-25,Mindist + Opp,0,25,0
27,60,mcts-25,Mindist + Opp,2,0,1
29,10,mcts-25,Mindist + Opp,2,0,1
60,25,mcts-25,Mindist + Opp,53,0,1
49,25,mcts-25,Mindist + Opp,35,0,1
40,60,mcts-25,Mindist + Opp,0,15,0
0,44,mcts-25,Mindist + Opp,0,0,1
60,60,mcts-25,Mindist + Opp,60,0,1
37,19,mcts-25,Mindist + Opp,9,0,1
32,33,mcts-25,Mindist + Opp,35,0,1
46,39,mcts-25,Mindist + Opp,0,32,0
60,29,mcts-25,Mindist + Opp,36,0,1
60,46,mcts-25,Mindist + Opp,60,0,1
48,55,mcts-25,Mindist + Opp,7,0,1
38,34,mcts-25,Mindist + Opp,16,0,1
36,2,mcts-25,Mindist + Opp,30,0,1
21,46,mcts-25,Mindist + Opp,19,0,1
10,49,mcts-25,Mindist + Opp,0,60,0
40,17,mcts-25,Mindist + Opp,16,0,1
60,16,mcts-25,Mindist + Opp,50,0,1
5,60,mcts-25,Mindist + Opp,0,60,0
46,32,mcts-25,Mindist + Opp,18,0,1
40,6,mcts-25,Mindist + Opp,40,0,1
53,32,mcts-25,Mindist + Opp,22,0,1
48,60,mcts-25,Mindist + Opp,0,40,0
22,46,mcts-25,Mindist + Opp,0,52,0
45,60,mcts-25,Mindist + Opp,0,20,0
28,10,mcts-25,Mindist + Opp,23,0,1
52,28,mcts-25,Mindist + Opp,0,20,0
60,2,mcts-25,Mindist + Opp,60,0,1
20,38,mcts-25,Mindist + Opp,46,0,1
60,24,mcts-25,Mindist + Opp,47,0,1
44,47,mcts-25,Mindist + Opp,0,38,0
44,37,mcts-25,Mindist + Opp,12,0,1
28,42,mcts-25,Mindist + Opp,15,0,1
60,24,mcts-25,Mindist + Opp,40,0,1
60,29,mcts-25,Mindist + Opp,17,0,1
52,35,mcts-25,Mindist + Opp,0,2,0
44,39,mcts-25,Mindist + Opp,60,0,1
47,60,mcts-25,Mindist + Opp,39,0,1
28,45,mcts-25,Mindist + Opp,7,0,1
50,59,mcts-25,Mindist + Opp,0,33,0
21,55,mcts-25,Mindist + Opp,13,0,1
44,44,mcts-25,Mindist + Opp,13,0,1
60,10,mcts-25,Mindist + Opp,56,0,1
35,44,mcts-25,Mindist + Opp,0,20,0
44,27,mcts-25,Mindist + Opp,21,0,1
42,48,mcts-25,Mindist + Opp,0,16,0
32,21,mcts-25,Mindist + Opp,36,0,1
14,57,mcts-25,Mindist + Opp,0,37,0
47,22,mcts-25,Mindist + Opp,28,0,1
60,51,mcts-25,Mindist + Opp,30,0,1
60,58,mcts-25,Mindist + Opp,60,0,1
41,60,mcts-25,Mindist + Opp,0,27,0
31,40,mcts-25,Mindist + Opp,11,0,1
60,53,mcts-25,Mindist + Opp,0,38,0
31,41,mcts-25,Mindist + Opp,20,0,1
40,29,mcts-25,Mindist + Opp,16,0,1
20,23,mcts-25,Mindist + Opp,2,0,1
31,23,mcts-25,Mindist + Opp,25,0,1
41,60,mcts-25,Mindist + Opp,0,49,0
60,53,mcts-25,Mindist + Opp,60,0,1
56,44,mcts-25,Mindist + Opp,18,0,1
20,19,mcts-25,Mindist + Opp,0,4,0
60,45,mcts-25,Mindist + Opp,60,0,1
56,46,mcts-25,Mindist + Opp,24,0,1
60,29,mcts-25,Mindist + Opp,5,0,1
43,43,mcts-25,Mindist + Opp,36,0,1
10,43,mcts-25,Mindist + Opp,19,0,1
57,27,mcts-25,Mindist + Opp,52,0,1
41,56,mcts-25,Mindist + Opp,15,0,1
43,28,mcts-25,Mindist + Opp,2,0,1
45,55,mcts-25,Mindist + Opp,15,0,1
51,28,mcts-25,Mindist + Opp,8,0,1
34,23,mcts-25,Mindist + Opp,2,0,1
55,19,mcts-25,Mindist + Opp,11,0,1
47,60,mcts-25,Mindist + Opp,0,60,0
44,55,mcts-25,Mindist + Opp,2,0,1
57,29,mcts-25,Mindist + Opp,26,0,1
53,47,mcts-25,Mindist + Opp,37,0,1
54,39,mcts-25,Mindist + Opp,0,20,0
45,20,mcts-25,Mindist + Opp,17,0,1
25,16,mcts-25,Mindist + Opp,27,0,1
13,17,mcts-25,Mindist + Opp,9,0,1
43,20,mcts-25,Mindist + Opp,7,0,1
27,60,mcts-25,Mindist + Opp,0,59,0
55,30,mcts-25,Mindist + Opp,14,0,1
33,60,mcts-25,Mindist + Opp,2,0,1
20,57,mcts-25,Mindist + Opp,0,55,0
23,23,mcts-25,Mindist + Opp,45,0,1
30,49,mcts-25,Mindist + Opp,16,0,1
42,59,mcts-25,Mindist + Opp,38,0,1
30,60,mcts-25,Mindist + Opp,25,0,1
26,28,mcts-25,Mindist + Opp,21,0,1
60,50,mcts-25,Mindist + Opp,13,0,1
48,33,mcts-25,Mindist + Opp,35,0,1
37,60,mcts-25,Mindist + Opp,20,0,1
44,8,mcts-25,Mindist + Opp,24,0,1
29,27,mcts-25,Mindist + Opp,0,23,0
27,25,mcts-25,Mindist + Opp,0,5,0
52,16,mcts-25,Mindist + Opp,19,0,1
26,60,mcts-25,Mindist + Opp,11,0,1
21,45,mcts-25,Mindist + Opp,3,0,1
37,40,mcts-25,Mindist + Opp,7,0,1
17,54,mcts-25,Mindist + Opp,0,47,0
35,39,mcts-25,Mindist + Opp,14,0,1
34,43,mcts-25,Mindist + Opp,4,0,1
41,60,mcts-25,Mindist + Opp,4,0,1
28,46,mcts-25,Mindist + Opp,0,8,0
37,10,mcts-25,Mindist + Opp,2,0,1
11,39,mcts-25,Mindist + Opp,0,39,0
42,18,mcts-25,Mindist + Opp,17,0,1
0,27,mcts-25,Mindist + Opp,0,0,1
38,60,mcts-25,Mindist + Opp,9,0,1
46,8,mcts-25,Mindist + Opp,3,0,1
60,51,mcts-25,Mindist + Opp,20,0,1
21,60,mcts-25,Mindist + Opp,0,60,0
21,40,mcts-25,Mindist + Opp,0,13,0
60,19,mcts-25,Mindist + Opp,49,0,1
41,31,mcts-50,Mindist + Opp,19,0,1
27,32,mcts-50,Mindist + Opp,8,0,1
29,27,mcts-50,Mindist + Opp,0,15,0
60,39,mcts-50,Mindist + Opp,41,0,1
34,34,mcts-50,Mindist + Opp,43,0,1
60,21,mcts-50,Mindist + Opp,45,0,1
31,14,mcts-50,Mindist + Opp,4,0,1
40,33,mcts-50,Mindist + Opp,9,0,1
45,26,mcts-50,Mindist + Opp,36,0,1
34,39,mcts-50,Mindist + Opp,0,3,0
32,47,mcts-50,Mindist + Opp,8,0,1
56,26,mcts-50,Mindist + Opp,60,0,1
60,56,mcts-50,Mindist + Opp,13,0,1
46,60,mcts-50,Mindist + Opp,17,0,1
26,25,mcts-50,Mindist + Opp,21,0,1
53,48,mcts-50,Mindist + Opp,24,0,1
32,57,mcts-50,Mindist + Opp,0,29,0
47,37,mcts-50,Mindist + Opp,5,0,1
0,48,mcts-50,Mindist + Opp,0,0,1
27,59,mcts-50,Mindist + Opp,3,0,1
14,60,mcts-50,Mindist + Opp,0,60,0
51,49,mcts-50,Mindist + Opp,26,0,1
34,60,mcts-50,Mindist + Opp,32,0,1
31,60,mcts-50,Mindist + Opp,0,20,0
43,60,mcts-50,Mindist + Opp,12,0,1
41,39,mcts-50,Mindist + Opp,15,0,1
60,47,mcts-50,Mindist + Opp,51,0,1
41,22,mcts-50,Mindist + Opp,17,0,1
54,49,mcts-50,Mindist + Opp,2,0,1
42,48,mcts-50,Mindist + Opp,16,0,1
54,27,mcts-50,Mindist + Opp,2,0,1
60,60,mcts-50,Mindist + Opp,60,0,1
60,51,mcts-50,Mindist + Opp,0,12,0
