init.score1,init.score2,Strategy 1,Strategy 2,P1 Score,P2 Score,Winner_ID
15,60,mcts-0,mcts-25,0,60,0
19,29,mcts-0,mcts-25,10,0,1
47,56,mcts-0,mcts-25,57,0,1
60,53,mcts-0,mcts-25,32,3,1
56,20,mcts-0,mcts-25,60,0,1
60,60,mcts-0,mcts-25,19,0,1
49,11,mcts-0,mcts-25,15,0,1
53,42,mcts-0,mcts-25,44,0,1
33,50,mcts-0,mcts-25,0,60,0
38,46,mcts-0,mcts-25,0,7,0
46,23,mcts-0,mcts-25,2,0,1
21,38,mcts-0,mcts-25,3,0,1
38,47,mcts-0,mcts-25,0,5,0
45,28,mcts-0,mcts-25,10,0,1
25,45,mcts-0,mcts-25,0,60,0
10,43,mcts-0,mcts-25,29,0,1
23,22,mcts-0,mcts-25,20,0,1
32,20,mcts-0,mcts-25,40,18,1
43,60,mcts-0,mcts-25,0,60,0
57,7,mcts-0,mcts-25,60,0,1
56,60,mcts-0,mcts-25,60,0,1
42,45,mcts-0,mcts-25,0,60,0
41,60,mcts-0,mcts-25,2,0,1
60,42,mcts-0,mcts-25,5,0,1
47,25,mcts-0,mcts-25,2,0,1
19,42,mcts-0,mcts-25,0,5,0
28,29,mcts-0,mcts-25,0,60,0
26,60,mcts-0,mcts-25,2,0,1
36,60,mcts-0,mcts-25,0,60,0
31,47,mcts-0,mcts-25,0,60,0
12,25,mcts-0,mcts-25,0,12,0
49,42,mcts-0,mcts-25,50,0,1
19,23,mcts-0,mcts-25,0,15,0
42,27,mcts-0,mcts-25,0,4,0
40,26,mcts-0,mcts-25,0,3,0
27,54,mcts-0,mcts-25,0,37,0
25,54,mcts-0,mcts-25,3,0,1
41,19,mcts-0,mcts-25,0,39,0
28,49,mcts-0,mcts-25,2,0,1
54,19,mcts-0,mcts-25,47,0,1
51,38,mcts-0,mcts-25,21,0,1
25,44,mcts-0,mcts-25,8,0,1
57,42,mcts-0,mcts-25,26,25,1
45,33,mcts-0,mcts-25,0,60,0
60,34,mcts-0,mcts-25,60,0,1
60,17,mcts-0,mcts-25,60,0,1
28,60,mcts-0,mcts-25,0,3,0
25,55,mcts-0,mcts-25,0,7,0
26,28,mcts-0,mcts-25,2,0,1
21,38,mcts-0,mcts-25,2,0,1
47,15,mcts-0,mcts-25,60,0,1
52,35,mcts-0,mcts-25,0,9,0
24,60,mcts-0,mcts-25,0,60,0
38,53,mcts-0,mcts-25,0,35,0
44,43,mcts-0,mcts-25,11,0,1
30,21,mcts-0,mcts-25,2,0,1
42,48,mcts-0,mcts-25,49,0,1
57,43,mcts-0,mcts-25,10,0,1
60,7,mcts-0,mcts-25,60,0,1
37,43,mcts-0,mcts-25,4,0,1
30,30,mcts-0,mcts-25,0,21,0
42,23,mcts-0,mcts-25,37,0,1
55,32,mcts-0,mcts-25,0,22,0
47,60,mcts-0,mcts-25,60,0,1
60,40,mcts-0,mcts-25,2,25,0
2,47,mcts-0,mcts-25,0,60,0
41,50,mcts-0,mcts-25,2,0,1
22,30,mcts-0,mcts-25,34,0,1
25,32,mcts-0,mcts-25,0,11,0
60,31,mcts-0,mcts-25,27,0,1
60,25,mcts-0,mcts-25,0,3,0
50,31,mcts-0,mcts-25,0,2,0
39,60,mcts-0,mcts-25,0,49,0
24,25,mcts-0,mcts-25,44,0,1
60,39,mcts-0,mcts-25,30,0,1
28,44,mcts-0,mcts-25,0,47,0
43,25,mcts-0,mcts-25,0,2,0
39,42,mcts-0,mcts-25,0,51,0
48,27,mcts-0,mcts-25,0,60,0
60,46,mcts-0,mcts-25,0,14,0
38,60,mcts-0,mcts-25,0,60,0
20,22,mcts-0,mcts-25,0,60,0
56,60,mcts-0,mcts-25,60,0,1
13,34,mcts-0,mcts-25,0,34,0
47,52,mcts-0,mcts-25,0,60,0
52,22,mcts-0,mcts-25,25,0,1
22,27,mcts-0,mcts-25,0,3,0
34,17,mcts-0,mcts-25,3,0,1
46,40,mcts-0,mcts-25,0,2,0
60,46,mcts-0,mcts-25,60,0,1
50,49,mcts-0,mcts-25,2,0,1
47,48,mcts-0,mcts-25,0,25,0
32,33,mcts-0,mcts-25,0,16,0
51,42,mcts-0,mcts-25,47,0,1
38,5,mcts-0,mcts-25,14,0,1
60,25,mcts-0,mcts-25,16,0,1
60,58,mcts-0,mcts-25,41,0,1
49,26,mcts-0,mcts-25,60,0,1
48,32,mcts-0,mcts-25,14,0,1
52,18,mcts-0,mcts-25,44,0,1
25,38,mcts-0,mcts-25,0,14,0
45,25,mcts-0,mcts-25,0,33,0
48,15,mcts-0,mcts-25,26,0,1
39,41,mcts-0,mcts-25,48,0,1
20,24,mcts-0,mcts-25,2,0,1
56,20,mcts-0,mcts-25,60,0,1
18,34,mcts-0,mcts-25,0,34,0
24,60,mcts-0,mcts-25,0,45,0
47,22,mcts-0,mcts-25,48,0,1
56,60,mcts-0,mcts-25,0,20,0
25,60,mcts-0,mcts-25,0,60,0
60,25,mcts-0,mcts-25,2,0,1
31,60,mcts-0,mcts-25,0,38,0
29,60,mcts-0,mcts-25,0,39,0
50,51,mcts-0,mcts-25,2,0,1
52,26,mcts-0,mcts-25,16,0,1
60,29,mcts-0,mcts-25,4,0,1
39,60,mcts-0,mcts-25,0,19,0
59,46,mcts-0,mcts-25,0,2,0
31,43,mcts-0,mcts-25,3,0,1
47,10,mcts-0,mcts-25,43,0,1
48,40,mcts-0,mcts-25,3,0,1
38,19,mcts-0,mcts-25,52,0,1
46,15,mcts-0,mcts-25,0,2,0
60,26,mcts-0,mcts-25,0,7,0
39,22,mcts-0,mcts-25,41,0,1
56,53,mcts-0,mcts-25,0,16,0
26,21,mcts-0,mcts-25,0,58,0
14,60,mcts-0,mcts-25,0,34,0
35,25,mcts-0,mcts-25,60,0,1
25,23,mcts-0,mcts-25,0,10,0
9,60,mcts-0,mcts-25,0,14,0
19,19,mcts-0,mcts-25,4,0,1
51,6,mcts-0,mcts-25,25,0,1
22,20,mcts-0,mcts-25,2,0,1
44,55,mcts-0,mcts-25,0,4,0
29,22,mcts-0,mcts-25,21,2,1
41,17,mcts-0,mcts-25,46,0,1
55,60,mcts-0,mcts-25,60,0,1
3,45,mcts-0,mcts-25,0,45,0
25,34,mcts-0,mcts-25,0,46,0
46,13,mcts-0,mcts-25,38,0,1
46,22,mcts-0,mcts-25,10,0,1
60,17,mcts-0,mcts-25,55,0,1
36,55,mcts-0,mcts-25,0,5,0
35,27,mcts-0,mcts-25,5,0,1
37,39,mcts-0,mcts-25,0,10,0
50,40,mcts-0,mcts-25,2,0,1
28,39,mcts-0,mcts-25,2,0,1
60,20,mcts-0,mcts-25,9,0,1
60,24,mcts-0,mcts-25,0,21,0
52,51,mcts-0,mcts-25,2,0,1
22,0,mcts-0,mcts-25,25,0,1
60,46,mcts-0,mcts-25,60,0,1
36,60,mcts-0,mcts-25,20,0,1
35,26,mcts-0,mcts-25,0,11,0
60,35,mcts-0,mcts-25,13,0,1
41,49,mcts-0,mcts-25,44,0,1
43,60,mcts-0,mcts-25,0,60,0
45,33,mcts-0,mcts-25,7,0,1
60,27,mcts-0,mcts-25,19,0,1
29,41,mcts-0,mcts-25,0,2,0
46,20,mcts-0,mcts-25,47,0,1
60,60,mcts-0,mcts-25,0,60,0
49,52,mcts-0,mcts-25,60,12,1
53,21,mcts-0,mcts-25,33,0,1
25,53,mcts-0,mcts-25,0,32,0
10,53,mcts-0,mcts-25,0,13,0
53,16,mcts-0,mcts-25,28,0,1
23,51,mcts-0,mcts-25,12,0,1
34,28,mcts-0,mcts-25,0,6,0
28,60,mcts-0,mcts-25,0,18,0
33,28,mcts-0,mcts-25,0,60,0
60,23,mcts-0,mcts-25,47,0,1
60,44,mcts-0,mcts-25,6,0,1
44,27,mcts-0,mcts-25,26,0,1
47,17,mcts-0,mcts-25,0,31,0
45,28,mcts-0,mcts-25,2,0,1
25,35,mcts-0,mcts-25,3,0,1
48,60,mcts-0,mcts-25,7,60,0
53,49,mcts-0,mcts-25,0,3,0
25,42,mcts-0,mcts-25,0,25,0
7,42,mcts-0,mcts-25,0,42,0
26,60,mcts-0,mcts-25,0,49,0
60,60,mcts-0,mcts-25,0,60,0
31,47,mcts-0,mcts-25,2,0,1
41,60,mcts-0,mcts-25,0,60,0
29,50,mcts-0,mcts-25,0,47,0
5,60,mcts-0,mcts-25,0,60,0
28,46,mcts-0,mcts-25,0,51,0
57,22,mcts-0,mcts-25,42,0,1
60,16,mcts-0,mcts-25,60,0,1
43,21,mcts-0,mcts-25,14,0,1
60,44,mcts-0,mcts-25,11,0,1
32,25,mcts-0,mcts-25,0,3,0
34,22,mcts-0,mcts-25,0,4,0
15,27,mcts-0,mcts-25,0,60,0
15,32,mcts-0,mcts-25,0,25,0
48,54,mcts-0,mcts-25,60,0,1
60,10,mcts-0,mcts-25,60,0,1
25,37,mcts-0,mcts-25,0,7,0
35,21,mcts-0,mcts-25,39,0,1
51,21,mcts-0,mcts-25,4,0,1
30,51,mcts-0,mcts-25,0,60,0
17,60,mcts-0,mcts-25,0,36,0
27,60,mcts-0,mcts-25,0,40,0
60,51,mcts-0,mcts-25,40,0,1
39,51,mcts-0,mcts-25,0,4,0
47,38,mcts-0,mcts-25,0,38,0
28,31,mcts-0,mcts-25,14,19,0
46,26,mcts-0,mcts-25,40,0,1
48,33,mcts-0,mcts-25,0,47,0
30,46,mcts-0,mcts-25,31,0,1
53,46,mcts-0,mcts-25,3,0,1
47,45,mcts-0,mcts-25,60,0,1
28,57,mcts-0,mcts-25,0,37,0
23,58,mcts-0,mcts-25,27,2,1
51,26,mcts-0,mcts-25,16,0,1
24,23,mcts-0,mcts-25,47,0,1
18,52,mcts-0,mcts-25,30,0,1
35,13,mcts-0,mcts-25,0,2,0
53,60,mcts-0,mcts-25,0,60,0
60,35,mcts-0,mcts-25,32,0,1
17,60,mcts-0,mcts-25,0,60,0
28,60,mcts-0,mcts-25,0,60,0
60,33,mcts-0,mcts-25,40,0,1
26,35,mcts-0,mcts-25,0,43,0
56,26,mcts-0,mcts-25,0,2,0
44,39,mcts-0,mcts-25,12,0,1
60,32,mcts-0,mcts-25,23,0,1
45,31,mcts-0,mcts-25,47,0,1
24,51,mcts-0,mcts-25,0,2,0
60,46,mcts-0,mcts-25,15,22,0
20,60,mcts-0,mcts-25,0,60,0
28,37,mcts-0,mcts-25,0,2,0
36,38,mcts-0,mcts-25,0,14,0
34,42,mcts-0,mcts-25,0,22,0
41,24,mcts-0,mcts-25,0,2,0
41,30,mcts-0,mcts-25,37,0,1
54,27,mcts-0,mcts-25,0,7,0
28,21,mcts-0,mcts-25,32,0,1
23,60,mcts-0,mcts-25,0,37,0
60,39,mcts-0,mcts-25,60,0,1
27,25,mcts-0,mcts-25,44,0,1
41,60,mcts-0,mcts-25,0,60,0
60,60,mcts-0,mcts-25,21,6,1
48,60,mcts-0,mcts-25,0,21,0
49,38,mcts-0,mcts-25,51,0,1
31,60,mcts-0,mcts-25,0,60,0
57,60,mcts-0,mcts-25,22,0,1
20,60,mcts-0,mcts-25,0,37,0
46,53,mcts-0,mcts-25,0,8,0
60,43,mcts-0,mcts-25,60,0,1
21,27,mcts-0,mcts-25,12,0,1
13,35,mcts-0,mcts-25,45,14,1
36,20,mcts-0,mcts-25,45,0,1
38,47,mcts-0,mcts-25,0,9,0
60,60,mcts-0,mcts-25,29,0,1
60,60,mcts-0,mcts-25,12,0,1
50,28,mcts-0,mcts-25,2,0,1
60,60,mcts-0,mcts-25,0,60,0
33,60,mcts-0,mcts-25,21,0,1
17,60,mcts-0,mcts-25,0,60,0
29,60,mcts-0,mcts-25,0,60,0
49,32,mcts-0,mcts-25,40,0,1
44,16,mcts-0,mcts-25,0,8,0
58,19,mcts-0,mcts-25,27,0,1
47,60,mcts-0,mcts-25,47,0,1
45,34,mcts-0,mcts-25,0,60,0
60,21,mcts-0,mcts-25,49,0,1
56,60,mcts-0,mcts-25,0,2,0
2,47,mcts-0,mcts-25,11,0,1
41,60,mcts-0,mcts-25,0,2,0
48,25,mcts-0,mcts-25,0,2,0
39,21,mcts-0,mcts-25,27,0,1
50,38,mcts-0,mcts-25,28,0,1
47,31,mcts-0,mcts-25,0,2,0
45,16,mcts-0,mcts-25,0,2,0
48,50,mcts-0,mcts-25,8,0,1
28,45,mcts-0,mcts-25,0,46,0
37,9,mcts-0,mcts-25,5,0,1
22,43,mcts-0,mcts-25,0,49,0
55,33,mcts-0,mcts-25,60,0,1
20,47,mcts-0,mcts-25,0,2,0
42,52,mcts-0,mcts-25,0,23,0
18,24,mcts-0,mcts-25,0,5,0
47,60,mcts-0,mcts-25,0,60,0
47,17,mcts-0,mcts-25,0,6,0
28,59,mcts-0,mcts-25,0,60,0
41,45,mcts-0,mcts-25,0,60,0
19,23,mcts-0,mcts-25,2,0,1
46,60,mcts-0,mcts-25,0,60,0
60,20,mcts-0,mcts-25,60,0,1
40,60,mcts-0,mcts-25,0,19,0
16,55,mcts-0,mcts-25,39,0,1
40,60,mcts-0,mcts-25,2,0,1
60,49,mcts-0,mcts-25,5,0,1
27,46,mcts-0,mcts-25,2,0,1
21,60,mcts-0,mcts-25,2,0,1
60,54,mcts-0,mcts-25,8,0,1
51,24,mcts-0,mcts-25,3,0,1
60,60,mcts-0,mcts-25,0,2,0
43,46,mcts-0,mcts-25,49,0,1
49,24,mcts-0,mcts-25,15,0,1
23,51,mcts-0,mcts-25,31,0,1
25,50,mcts-0,mcts-25,0,2,0
20,55,mcts-0,mcts-25,0,60,0
25,25,mcts-0,mcts-25,13,0,1
48,52,mcts-0,mcts-25,0,4,0
14,59,mcts-0,mcts-25,0,41,0
16,53,mcts-0,mcts-25,0,20,0
30,44,mcts-0,mcts-25,60,0,1
48,51,mcts-0,mcts-25,4,0,1
48,60,mcts-0,mcts-25,60,0,1
60,60,mcts-0,mcts-25,16,0,1
60,31,mcts-0,mcts-25,21,17,1
27,53,mcts-0,mcts-25,2,0,1
46,41,mcts-0,mcts-25,0,47,0
22,58,mcts-0,mcts-25,0,36,0
60,60,mcts-0,mcts-25,60,0,1
46,55,mcts-0,mcts-25,0,2,0
60,38,mcts-0,mcts-25,60,0,1
58,40,mcts-0,mcts-25,33,0,1
54,3,mcts-0,mcts-25,2,0,1
31,49,mcts-0,mcts-25,2,0,1
30,52,mcts-0,mcts-25,2,0,1
28,28,mcts-0,mcts-25,41,0,1
60,60,mcts-0,mcts-25,60,60,1
55,25,mcts-0,mcts-25,25,0,1
38,39,mcts-0,mcts-25,0,60,0
60,28,mcts-0,mcts-25,60,0,1
15,31,mcts-0,mcts-25,60,0,1
44,48,mcts-0,mcts-25,39,0,1
52,22,mcts-0,mcts-25,60,0,1
25,60,mcts-0,mcts-25,0,60,0
26,34,mcts-0,mcts-25,0,35,0
34,59,mcts-0,mcts-25,15,0,1
57,23,mcts-0,mcts-25,51,0,1
22,15,mcts-0,mcts-25,3,0,1
51,27,mcts-0,mcts-25,0,7,0
37,44,mcts-0,mcts-25,0,4,0
28,33,mcts-0,mcts-25,0,2,0
30,57,mcts-0,mcts-25,0,2,0
29,42,mcts-0,mcts-25,13,13,0
60,30,mcts-0,mcts-25,25,0,1
50,8,mcts-0,mcts-25,60,0,1
60,21,mcts-0,mcts-25,2,0,1
60,29,mcts-0,mcts-25,47,0,1
41,49,mcts-0,mcts-25,0,7,0
33,60,mcts-0,mcts-25,4,0,1
45,2,mcts-0,mcts-25,58,0,1
33,27,mcts-0,mcts-25,9,0,1
44,32,mcts-0,mcts-25,60,0,1
38,50,mcts-0,mcts-25,0,20,0
60,29,mcts-0,mcts-25,41,0,1
18,48,mcts-0,mcts-25,0,58,0
24,37,mcts-0,mcts-25,0,4,0
52,49,mcts-0,mcts-25,22,0,1
16,60,mcts-0,mcts-25,0,60,0
49,24,mcts-0,mcts-25,0,4,0
60,44,mcts-0,mcts-25,0,51,0
27,27,mcts-0,mcts-25,0,41,0
28,51,mcts-0,mcts-25,0,38,0
28,55,mcts-0,mcts-25,0,60,0
47,28,mcts-0,mcts-25,0,26,0
37,40,mcts-0,mcts-25,0,4,0
46,39,mcts-0,mcts-25,47,0,1
35,39,mcts-0,mcts-25,0,41,0
45,21,mcts-0,mcts-25,0,3,0
60,45,mcts-0,mcts-25,2,8,0
22,60,mcts-0,mcts-25,0,60,0
29,37,mcts-0,mcts-25,0,13,0
21,60,mcts-25,mcts-0,0,39,0
33,55,mcts-25,mcts-0,0,40,0
28,46,mcts-25,mcts-0,0,56,0
60,57,mcts-25,mcts-0,0,12,0
58,60,mcts-25,mcts-0,0,60,0
27,53,mcts-25,mcts-0,0,60,0
26,54,mcts-25,mcts-0,0,44,0
28,35,mcts-25,mcts-0,28,0,1
48,60,mcts-25,mcts-0,0,2,0
60,23,mcts-25,mcts-0,40,0,1
54,59,mcts-25,mcts-0,22,0,1
38,20,mcts-25,mcts-0,53,0,1
49,23,mcts-25,mcts-0,0,53,0
60,17,mcts-25,mcts-0,0,2,0
52,22,mcts-25,mcts-0,6,0,1
60,21,mcts-25,mcts-0,6,0,1
60,26,mcts-25,mcts-0,60,0,1
49,52,mcts-25,mcts-0,0,60,0
56,30,mcts-25,mcts-0,0,60,0
20,60,mcts-25,mcts-0,0,60,0
60,46,mcts-25,mcts-0,0,60,0
60,44,mcts-25,mcts-0,0,4,0
49,22,mcts-25,mcts-0,36,0,1
42,60,mcts-25,mcts-0,0,10,0
41,60,mcts-25,mcts-0,0,26,0
29,17,mcts-25,mcts-0,0,6,0
35,53,mcts-25,mcts-0,0,60,0
60,9,mcts-25,mcts-0,60,0,1
54,39,mcts-25,mcts-0,60,0,1
60,51,mcts-25,mcts-0,60,0,1
60,19,mcts-25,mcts-0,43,0,1
60,27,mcts-25,mcts-0,57,0,1
29,60,mcts-25,mcts-0,0,60,0
19,21,mcts-25,mcts-0,13,0,1
42,44,mcts-25,mcts-0,29,0,1
35,18,mcts-25,mcts-0,8,2,1
54,29,mcts-25,mcts-0,0,2,0
29,24,mcts-25,mcts-0,0,33,0
60,42,mcts-25,mcts-0,27,19,1
43,60,mcts-25,mcts-0,0,8,0
33,46,mcts-25,mcts-0,2,0,1
50,53,mcts-25,mcts-0,0,4,0
60,49,mcts-25,mcts-0,0,16,0
43,17,mcts-25,mcts-0,22,0,1
36,60,mcts-25,mcts-0,60,0,1
49,32,mcts-25,mcts-0,48,0,1
34,42,mcts-25,mcts-0,0,49,0
55,27,mcts-25,mcts-0,0,38,0
60,45,mcts-25,mcts-0,60,0,1
46,44,mcts-25,mcts-0,0,3,0
23,51,mcts-25,mcts-0,2,0,1
60,45,mcts-25,mcts-0,13,0,1
48,49,mcts-25,mcts-0,16,0,1
43,31,mcts-25,mcts-0,12,0,1
60,31,mcts-25,mcts-0,45,0,1
60,13,mcts-25,mcts-0,60,0,1
47,54,mcts-25,mcts-0,0,20,0
54,60,mcts-25,mcts-0,0,50,0
53,36,mcts-25,mcts-0,0,30,0
60,39,mcts-25,mcts-0,13,0,1
60,60,mcts-25,mcts-0,25,0,1
30,7,mcts-25,mcts-0,32,0,1
43,37,mcts-25,mcts-0,0,42,0
27,60,mcts-25,mcts-0,0,44,0
22,44,mcts-25,mcts-0,0,60,0
45,50,mcts-25,mcts-0,60,0,1
32,59,mcts-25,mcts-0,0,41,0
16,60,mcts-25,mcts-0,0,5,0
33,36,mcts-25,mcts-0,60,0,1
51,23,mcts-25,mcts-0,0,45,0
53,46,mcts-25,mcts-0,0,56,0
44,41,mcts-25,mcts-0,16,0,1
25,29,mcts-25,mcts-0,40,0,1
15,43,mcts-25,mcts-0,0,60,0
49,60,mcts-25,mcts-0,2,0,1
4,60,mcts-25,mcts-0,0,60,0
60,56,mcts-25,mcts-0,60,0,1
46,32,mcts-25,mcts-0,60,0,1
46,48,mcts-25,mcts-0,51,0,1
26,25,mcts-25,mcts-0,60,0,1
15,60,mcts-25,mcts-0,0,60,0
37,47,mcts-25,mcts-0,0,8,0
34,37,mcts-25,mcts-0,0,60,0
41,49,mcts-25,mcts-0,0,60,0
27,51,mcts-25,mcts-0,0,44,0
26,50,mcts-25,mcts-0,0,15,0
47,60,mcts-25,mcts-0,0,42,0
10,58,mcts-25,mcts-0,0,9,0
48,41,mcts-25,mcts-0,39,11,1
29,60,mcts-25,mcts-0,5,0,1
44,20,mcts-25,mcts-0,4,0,1
28,42,mcts-25,mcts-0,0,41,0
48,3,mcts-25,mcts-0,21,0,1
49,33,mcts-25,mcts-0,45,0,1
31,37,mcts-25,mcts-0,0,17,0
50,46,mcts-25,mcts-0,0,55,0
41,24,mcts-25,mcts-0,44,0,1
35,60,mcts-25,mcts-0,0,39,0
26,49,mcts-25,mcts-0,0,60,0
57,17,mcts-25,mcts-0,0,17,0
53,27,mcts-25,mcts-0,2,0,1
50,42,mcts-25,mcts-0,0,14,0
2,60,mcts-25,mcts-0,2,0,1
25,56,mcts-25,mcts-0,0,8,0
30,12,mcts-25,mcts-0,0,3,0
22,19,mcts-25,mcts-0,0,42,0
38,54,mcts-25,mcts-0,0,60,0
60,42,mcts-25,mcts-0,59,0,1
24,22,mcts-25,mcts-0,8,0,1
41,27,mcts-25,mcts-0,9,0,1
23,52,mcts-25,mcts-0,5,0,1
60,47,mcts-25,mcts-0,31,34,0
54,47,mcts-25,mcts-0,12,0,1
22,39,mcts-25,mcts-0,0,49,0
20,53,mcts-25,mcts-0,0,37,0
18,26,mcts-25,mcts-0,0,60,0
26,47,mcts-25,mcts-0,2,0,1
38,52,mcts-25,mcts-0,60,0,1
18,60,mcts-25,mcts-0,23,18,1
60,10,mcts-25,mcts-0,15,0,1
54,22,mcts-25,mcts-0,0,29,0
33,43,mcts-25,mcts-0,50,0,1
0,60,mcts-25,mcts-0,0,60,0
49,31,mcts-25,mcts-0,2,27,0
60,18,mcts-25,mcts-0,37,0,1
38,48,mcts-25,mcts-0,0,39,0
4,32,mcts-25,mcts-0,0,48,0
60,15,mcts-25,mcts-0,48,0,1
45,60,mcts-25,mcts-0,0,60,0
17,26,mcts-25,mcts-0,0,50,0
54,3,mcts-25,mcts-0,60,0,1
60,46,mcts-25,mcts-0,0,18,0
25,45,mcts-25,mcts-0,0,26,0
19,35,mcts-25,mcts-0,29,0,1
41,60,mcts-25,mcts-0,0,60,0
42,30,mcts-25,mcts-0,46,0,1
39,47,mcts-25,mcts-0,0,3,0
42,60,mcts-25,mcts-0,0,15,0
60,18,mcts-25,mcts-0,33,2,1
46,60,mcts-25,mcts-0,0,18,0
60,55,mcts-25,mcts-0,0,19,0
24,52,mcts-25,mcts-0,0,35,0
29,43,mcts-25,mcts-0,0,42,0
23,58,mcts-25,mcts-0,0,60,0
60,59,mcts-25,mcts-0,0,33,0
38,52,mcts-25,mcts-0,0,14,0
38,41,mcts-25,mcts-0,2,0,1
31,60,mcts-25,mcts-0,0,9,0
23,30,mcts-25,mcts-0,0,2,0
36,30,mcts-25,mcts-0,0,3,0
27,15,mcts-25,mcts-0,3,0,1
45,47,mcts-25,mcts-0,0,60,0
45,40,mcts-25,mcts-0,8,0,1
44,49,mcts-25,mcts-0,30,0,1
19,51,mcts-25,mcts-0,2,0,1
52,54,mcts-25,mcts-0,60,0,1
41,49,mcts-25,mcts-0,39,0,1
47,49,mcts-25,mcts-0,0,2,0
60,46,mcts-25,mcts-0,3,0,1
60,44,mcts-25,mcts-0,46,0,1
16,42,mcts-25,mcts-0,0,60,0
45,40,mcts-25,mcts-0,0,33,0
24,41,mcts-25,mcts-0,0,2,0
53,2,mcts-25,mcts-0,60,0,1
42,30,mcts-25,mcts-0,9,0,1
27,27,mcts-25,mcts-0,46,0,1
27,50,mcts-25,mcts-0,0,13,0
5,40,mcts-25,mcts-0,0,18,0
27,36,mcts-25,mcts-0,9,0,1
43,23,mcts-25,mcts-0,2,60,0
7,55,mcts-25,mcts-0,0,60,0
36,60,mcts-25,mcts-0,21,7,1
60,27,mcts-25,mcts-0,0,2,0
28,30,mcts-25,mcts-0,0,60,0
25,10,mcts-25,mcts-0,0,57,0
19,28,mcts-25,mcts-0,0,27,0
55,45,mcts-25,mcts-0,2,3,0
36,19,mcts-25,mcts-0,44,0,1
19,42,mcts-25,mcts-0,0,8,0
22,40,mcts-25,mcts-0,0,39,0
53,17,mcts-25,mcts-0,60,0,1
50,3,mcts-25,mcts-0,3,26,0
25,43,mcts-25,mcts-0,0,3,0
60,32,mcts-25,mcts-0,31,0,1
60,60,mcts-25,mcts-0,38,0,1
48,44,mcts-25,mcts-0,11,0,1
22,28,mcts-25,mcts-0,0,36,0
39,49,mcts-25,mcts-0,0,37,0
26,48,mcts-25,mcts-0,0,19,0
52,45,mcts-25,mcts-0,0,27,0
31,31,mcts-25,mcts-0,0,6,0
60,60,mcts-25,mcts-0,2,0,1
33,40,mcts-25,mcts-0,2,0,1
35,60,mcts-25,mcts-0,60,0,1
43,60,mcts-25,mcts-0,2,0,1
26,49,mcts-25,mcts-0,60,0,1
38,25,mcts-25,mcts-0,0,5,0
60,60,mcts-25,mcts-0,0,15,0
20,12,mcts-25,mcts-0,0,39,0
47,60,mcts-25,mcts-0,0,2,0
60,15,mcts-25,mcts-0,0,39,0
60,60,mcts-25,mcts-0,0,60,0
23,35,mcts-25,mcts-0,0,44,0
32,48,mcts-25,mcts-0,0,60,0
10,60,mcts-25,mcts-0,0,60,0
60,34,mcts-25,mcts-0,59,0,1
47,22,mcts-25,mcts-0,16,0,1
60,60,mcts-25,mcts-0,0,60,0
57,29,mcts-25,mcts-0,4,0,1
47,45,mcts-25,mcts-0,0,60,0
45,44,mcts-25,mcts-0,12,0,1
60,60,mcts-25,mcts-0,6,0,1
39,38,mcts-25,mcts-0,0,44,0
19,45,mcts-25,mcts-0,0,14,0
28,32,mcts-25,mcts-0,0,60,0
52,22,mcts-25,mcts-0,5,0,1
36,25,mcts-25,mcts-0,2,0,1
26,60,mcts-25,mcts-0,0,46,0
32,48,mcts-25,mcts-0,0,60,0
56,23,mcts-25,mcts-0,60,0,1
51,51,mcts-25,mcts-0,0,60,0
60,32,mcts-25,mcts-0,0,37,0
52,40,mcts-25,mcts-0,4,0,1
52,39,mcts-25,mcts-0,20,0,1
23,60,mcts-25,mcts-0,60,16,1
18,60,mcts-25,mcts-0,0,60,0
43,60,mcts-25,mcts-0,0,60,0
49,43,mcts-25,mcts-0,0,3,0
60,24,mcts-25,mcts-0,60,0,1
49,57,mcts-25,mcts-0,40,0,1
60,48,mcts-25,mcts-0,0,11,0
60,9,mcts-25,mcts-0,41,0,1
37,8,mcts-25,mcts-0,0,55,0
19,24,mcts-25,mcts-0,0,29,0
22,40,mcts-25,mcts-0,0,4,0
53,60,mcts-25,mcts-0,0,45,0
42,24,mcts-25,mcts-0,0,2,0
47,60,mcts-25,mcts-0,0,17,0
60,31,mcts-25,mcts-0,43,0,1
59,48,mcts-25,mcts-0,25,0,1
49,45,mcts-25,mcts-0,0,16,0
60,60,mcts-25,mcts-0,60,60,0
60,24,mcts-25,mcts-0,37,0,1
30,60,mcts-25,mcts-0,0,31,0
44,29,mcts-25,mcts-0,44,0,1
53,25,mcts-25,mcts-0,6,0,1
60,30,mcts-25,mcts-0,53,0,1
44,43,mcts-25,mcts-0,0,38,0
54,24,mcts-25,mcts-0,27,0,1
20,48,mcts-25,mcts-0,9,38,0
21,56,mcts-25,mcts-0,0,60,0
28,50,mcts-25,mcts-0,0,17,0
39,49,mcts-25,mcts-0,0,59,0
35,47,mcts-25,mcts-0,0,4,0
31,24,mcts-25,mcts-0,36,0,1
39,27,mcts-25,mcts-0,0,52,0
44,17,mcts-25,mcts-0,0,24,0
40,60,mcts-25,mcts-0,0,60,0
24,47,mcts-25,mcts-0,0,21,0
25,50,mcts-25,mcts-0,0,60,0
40,49,mcts-25,mcts-0,0,60,0
29,60,mcts-25,mcts-0,0,2,0
