"","...1","Strategy 1","Strategy 2","P1 Score","P2 Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"1",1004,"MCTS-0","MCTS-50",0,2,0,1001,999,1,20
"2",623,"MCTS-0","MCTS-25",0,45,0,1031,970,30,20
"3",2693,"MCTS-25","MCTS-0",60,0,1,937,1064,33,17
"4",934,"MCTS-0","MCTS-25",12,0,1,1053,948,11,27
"5",4496,"MCTS-50","MCTS-0",0,26,0,1019,1033,20,23
"6",2948,"MCTS-25","MCTS-0",60,0,1,918,1048,23,11
"7",2146,"MCTS-25","MCTS-0",0,57,0,970,1022,39,20
"8",3175,"MCTS-25","MCTS-50",0,46,0,987,984,26,17
"9",2774,"MCTS-25","MCTS-0",2,0,1,986,1023,1,9
"10",5722,"MCTS-50","MCTS-25",0,14,0,993,981,7,15
"11",2374,"MCTS-25","MCTS-0",20,26,0,983,1021,2,11
"12",1103,"MCTS-0","MCTS-50",0,60,0,1039,956,28,14
"13",4046,"MCTS-50","MCTS-0",0,33,0,970,1032,10,9
"14",4366,"MCTS-50","MCTS-0",5,0,1,969,1033,1,6
"15",3454,"MCTS-25","MCTS-50",35,0,1,971,981,12,10
"16",2232,"MCTS-25","MCTS-0",0,2,0,971,1033,0,6
"17",2622,"MCTS-25","MCTS-0",0,60,0,983,1021,12,6
"18",3972,"MCTS-25","MCTS-50",0,35,0,989,969,9,7
"19",1685,"MCTS-0","MCTS-50",0,29,0,1025,961,6,6
"20",2600,"MCTS-25","MCTS-0",60,0,1,980,1034,9,4
"21",5332,"MCTS-50","MCTS-25",0,3,0,962,979,1,5
"22",3000,"MCTS-25","MCTS-0",0,3,0,980,1033,1,6
"23",5315,"MCTS-50","MCTS-25",3,0,1,962,980,0,5
"24",996,"MCTS-0","MCTS-25",4,42,0,1038,975,5,4
"25",3583,"MCTS-25","MCTS-50",40,13,1,970,967,5,5
"26",479,"MCTS-0","MCTS-25",0,41,0,1044,964,6,4
"27",3677,"MCTS-25","MCTS-50",33,0,1,959,972,5,5
"28",634,"MCTS-0","MCTS-25",0,60,0,1052,951,8,4
"29",4997,"MCTS-50","MCTS-0",10,0,1,971,1053,1,4
"30",578,"MCTS-0","MCTS-25",6,0,1,1052,952,1,6
"31",3759,"MCTS-25","MCTS-50",0,60,0,963,960,11,5
"32",3496,"MCTS-25","MCTS-50",25,0,1,959,964,4,5
"33",1403,"MCTS-0","MCTS-50",0,43,0,1057,959,5,4
"34",4052,"MCTS-50","MCTS-0",33,0,1,955,1061,4,4
"35",5228,"MCTS-50","MCTS-25",45,0,1,948,966,7,5
"36",131,"MCTS-0","MCTS-25",60,0,1,1048,979,13,6
"37",3415,"MCTS-25","MCTS-50",0,57,0,988,939,9,5
"38",1014,"MCTS-0","MCTS-50",0,29,0,1051,936,3,3
"39",4836,"MCTS-50","MCTS-0",0,22,0,941,1046,5,7
"40",3912,"MCTS-25","MCTS-50",17,18,0,988,941,0,4
"41",298,"MCTS-0","MCTS-25",27,0,1,1041,993,5,6
"42",1835,"MCTS-0","MCTS-50",38,0,1,1033,949,8,6
"43",258,"MCTS-0","MCTS-25",15,0,1,1030,996,3,6
"44",79,"MCTS-0","MCTS-25",33,0,1,1024,1002,6,5
"45",3254,"MCTS-25","MCTS-50",39,0,1,995,956,7,6
"46",2744,"MCTS-25","MCTS-0",0,28,0,1000,1019,5,5
"47",4403,"MCTS-50","MCTS-0",0,36,0,963,1012,7,6
"48",902,"MCTS-0","MCTS-25",0,36,0,1018,994,6,5
"49",5341,"MCTS-50","MCTS-25",0,18,0,966,991,3,5
"50",3808,"MCTS-25","MCTS-50",0,34,0,996,961,5,5
"51",561,"MCTS-0","MCTS-25",60,0,1,1007,1007,11,5
"52",3385,"MCTS-25","MCTS-50",0,15,0,1009,959,2,4
"53",4232,"MCTS-50","MCTS-0",0,12,0,961,1005,2,6
"54",1169,"MCTS-0","MCTS-50",0,60,0,1014,952,9,4
"55",959,"MCTS-0","MCTS-25",0,16,0,1017,1006,3,5
"56",2171,"MCTS-25","MCTS-0",0,11,0,1008,1015,2,5
"57",5896,"MCTS-50","MCTS-25",0,2,0,952,1008,0,6
"58",1258,"MCTS-0","MCTS-50",25,0,1,1010,957,5,6
"59",608,"MCTS-0","MCTS-25",21,2,1,1007,1011,3,5
"60",4591,"MCTS-50","MCTS-0",0,29,0,963,1001,6,6
"61",4630,"MCTS-50","MCTS-0",0,6,0,964,1000,1,6
"62",2851,"MCTS-25","MCTS-0",0,60,0,1021,990,10,5
"63",3369,"MCTS-25","MCTS-50",0,33,0,1026,959,5,4
"64",1155,"MCTS-0","MCTS-50",0,57,0,999,950,9,5
"65",2902,"MCTS-25","MCTS-0",27,19,1,1025,1000,1,5
"66",4665,"MCTS-50","MCTS-0",0,36,0,957,993,7,6
"67",1546,"MCTS-0","MCTS-50",12,0,1,991,959,2,6
"68",951,"MCTS-0","MCTS-25",2,0,1,991,1025,0,5
"69",3990,"MCTS-25","MCTS-50",60,0,1,1013,971,12,6
"70",2296,"MCTS-25","MCTS-0",60,0,1,1002,1002,11,5
"71",1389,"MCTS-0","MCTS-50",46,0,1,994,979,8,5
"72",2713,"MCTS-25","MCTS-0",8,0,1,1001,995,1,5
"73",1667,"MCTS-0","MCTS-50",0,50,0,1003,971,8,5
"74",595,"MCTS-0","MCTS-25",0,8,0,1004,1000,1,5
"75",434,"MCTS-0","MCTS-25",0,44,0,1011,993,7,5
"76",760,"MCTS-0","MCTS-25",60,0,1,1000,1004,11,5
"77",3290,"MCTS-25","MCTS-50",0,20,0,1007,968,3,5
"78",1751,"MCTS-0","MCTS-50",9,0,1,998,970,2,5
"79",3910,"MCTS-25","MCTS-50",11,18,0,1008,969,1,4
"80",2324,"MCTS-25","MCTS-0",0,52,0,1016,990,8,5
"81",4265,"MCTS-50","MCTS-0",2,0,1,969,990,0,5
"82",1983,"MCTS-0","MCTS-50",32,0,1,984,975,6,5
"83",5191,"MCTS-50","MCTS-25",0,14,0,978,1013,3,6
"84",573,"MCTS-0","MCTS-25",8,0,1,983,1014,1,5
"85",4960,"MCTS-50","MCTS-0",0,35,0,984,977,6,5
"86",1971,"MCTS-0","MCTS-50",27,0,1,973,988,4,5
"87",326,"MCTS-0","MCTS-25",0,3,0,974,1013,1,6
"88",3967,"MCTS-25","MCTS-50",0,2,0,1013,988,0,5
"89",2533,"MCTS-25","MCTS-0",0,27,0,1017,970,4,4
"90",5787,"MCTS-50","MCTS-25",60,0,1,979,1026,9,5
"91",4936,"MCTS-50","MCTS-0",2,0,1,979,970,0,5
"92",2497,"MCTS-25","MCTS-0",25,26,0,1026,970,0,4
"93",4644,"MCTS-50","MCTS-0",0,42,0,986,963,7,5
"94",1911,"MCTS-0","MCTS-50",24,60,0,969,980,6,5
"95",3091,"MCTS-25","MCTS-50",0,56,0,1034,972,8,4
"96",2686,"MCTS-25","MCTS-0",0,43,0,1040,963,6,4
"97",4415,"MCTS-50","MCTS-0",0,60,0,982,953,10,5
"98",2193,"MCTS-25","MCTS-0",43,0,1,1031,962,9,6
"99",102,"MCTS-0","MCTS-25",37,0,1,957,1036,5,4
"100",214,"MCTS-0","MCTS-25",0,32,0,964,1029,7,6
"101",4486,"MCTS-50","MCTS-0",0,18,0,985,961,3,5
"102",5717,"MCTS-50","MCTS-25",0,2,0,985,1029,0,6
"103",597,"MCTS-0","MCTS-25",0,60,0,973,1017,12,6
"104",160,"MCTS-0","MCTS-25",7,60,0,983,1007,10,6
"105",3149,"MCTS-25","MCTS-50",27,0,1,1002,990,5,5
"106",2577,"MCTS-25","MCTS-0",6,0,1,1001,984,1,5
"107",2174,"MCTS-25","MCTS-0",0,25,0,1005,980,4,5
"108",442,"MCTS-0","MCTS-25",0,10,0,982,1003,2,5
"109",181,"MCTS-0","MCTS-25",49,0,1,974,1011,8,5
"110",4875,"MCTS-50","MCTS-0",40,0,1,983,981,7,5
"111",163,"MCTS-0","MCTS-25",0,12,0,983,1009,2,5
"112",4324,"MCTS-50","MCTS-0",60,0,1,973,993,10,5
"113",5034,"MCTS-50","MCTS-25",2,0,1,973,1009,0,4
"114",4198,"MCTS-50","MCTS-0",41,0,1,967,999,6,5
"115",5385,"MCTS-50","MCTS-25",8,0,1,966,1010,1,4
"116",40,"MCTS-0","MCTS-25",0,18,0,1002,1007,3,5
"117",3613,"MCTS-25","MCTS-50",3,0,1,1006,967,1,6
"118",3569,"MCTS-25","MCTS-50",6,0,1,1005,968,1,6
"119",4973,"MCTS-50","MCTS-0",0,39,0,975,995,7,5
"120",3769,"MCTS-25","MCTS-50",0,27,0,1009,971,4,5
"121",5570,"MCTS-50","MCTS-25",0,11,0,973,1007,2,6
"122",806,"MCTS-0","MCTS-25",60,0,1,985,1017,10,5
"123",3672,"MCTS-25","MCTS-50",59,0,1,1006,984,11,6
"124",4766,"MCTS-50","MCTS-0",0,7,0,985,984,1,5
"125",3435,"MCTS-25","MCTS-50",47,0,1,998,993,8,5
"126",4934,"MCTS-50","MCTS-0",0,37,0,999,978,6,5
"127",478,"MCTS-0","MCTS-25",36,0,1,972,1004,6,5
"128",5523,"MCTS-50","MCTS-25",10,0,1,997,1006,2,5
"129",5495,"MCTS-50","MCTS-25",3,0,1,997,1006,0,5
"130",3407,"MCTS-25","MCTS-50",0,9,0,1007,996,1,5
"131",598,"MCTS-0","MCTS-25",36,0,1,967,1012,5,4
"132",3214,"MCTS-25","MCTS-50",0,46,0,1019,989,7,5
"133",3991,"MCTS-25","MCTS-50",2,0,1,1019,989,0,5
"134",3475,"MCTS-25","MCTS-50",0,21,0,1022,986,3,5
"135",4987,"MCTS-50","MCTS-0",36,0,1,980,973,6,5
"136",5308,"MCTS-50","MCTS-25",0,14,0,983,1019,3,6
"137",1456,"MCTS-0","MCTS-50",29,44,0,976,980,3,5
"138",488,"MCTS-0","MCTS-25",0,48,0,985,1010,9,6
"139",3939,"MCTS-25","MCTS-50",0,49,0,1017,973,7,5
"140",912,"MCTS-0","MCTS-25",0,60,0,996,1006,11,5
"141",215,"MCTS-0","MCTS-25",0,51,0,1005,997,9,5
"142",540,"MCTS-0","MCTS-25",0,7,0,1006,996,1,5
"143",3938,"MCTS-25","MCTS-50",0,2,0,996,973,0,5
"144",4709,"MCTS-50","MCTS-0",0,24,0,977,1002,4,5
"145",5552,"MCTS-50","MCTS-25",0,5,0,978,995,1,5
"146",931,"MCTS-0","MCTS-25",0,12,0,1004,993,2,5
"147",2344,"MCTS-25","MCTS-0",49,0,1,985,1012,8,5
"148",1859,"MCTS-0","MCTS-50",0,10,0,1014,976,2,5
"149",4424,"MCTS-50","MCTS-0",60,0,1,967,1023,9,4
"150",1171,"MCTS-0","MCTS-50",0,44,0,1029,961,6,4
"151",1725,"MCTS-0","MCTS-50",2,0,1,1029,961,0,6
"152",3780,"MCTS-25","MCTS-50",51,0,1,976,970,9,5
"153",1912,"MCTS-0","MCTS-50",22,0,1,1025,974,4,6
"154",5204,"MCTS-50","MCTS-25",0,28,0,979,971,5,5
"155",4346,"MCTS-50","MCTS-0",60,0,1,970,1034,9,4
"156",1991,"MCTS-0","MCTS-50",10,0,1,1032,972,2,6
"157",3936,"MCTS-25","MCTS-50",26,0,1,967,976,4,5
"158",529,"MCTS-0","MCTS-25",60,0,1,1020,979,12,6
"159",4377,"MCTS-50","MCTS-0",0,18,0,979,1017,3,6
"160",3747,"MCTS-25","MCTS-50",60,0,1,969,989,10,5
"161",898,"MCTS-0","MCTS-25",0,2,0,1017,969,0,4
"162",4965,"MCTS-50","MCTS-0",0,43,0,997,1009,8,5
"163",3102,"MCTS-25","MCTS-50",0,5,0,970,996,1,5
"164",2058,"MCTS-25","MCTS-0",0,60,0,981,998,11,6
"165",534,"MCTS-0","MCTS-25",0,5,0,999,980,1,5
"166",5561,"MCTS-50","MCTS-25",0,12,0,998,978,2,5
"167",5950,"MCTS-50","MCTS-25",36,0,1,992,984,6,5
"168",3417,"MCTS-25","MCTS-50",0,20,0,987,989,3,5
"169",5712,"MCTS-50","MCTS-25",37,0,1,983,993,6,5
"170",585,"MCTS-0","MCTS-25",29,0,1,994,998,5,5
"171",3084,"MCTS-25","MCTS-50",6,0,1,997,984,1,5
"172",4389,"MCTS-50","MCTS-0",2,0,1,984,994,0,5
"173",3779,"MCTS-25","MCTS-50",6,0,1,996,985,1,5
"174",4399,"MCTS-50","MCTS-0",0,8,0,986,993,1,5
"175",5718,"MCTS-50","MCTS-25",59,0,1,976,1006,10,5
"176",3750,"MCTS-25","MCTS-50",34,0,1,1000,982,6,5
"177",3219,"MCTS-25","MCTS-50",34,0,1,994,988,6,5
"178",4203,"MCTS-50","MCTS-0",10,18,0,989,992,1,5
"179",1542,"MCTS-0","MCTS-50",0,14,0,994,987,2,5
"180",4871,"MCTS-50","MCTS-0",0,20,0,990,991,3,5
"181",3076,"MCTS-25","MCTS-50",27,0,1,989,995,5,5
"182",2091,"MCTS-25","MCTS-0",7,0,1,988,992,1,5
"183",911,"MCTS-0","MCTS-25",0,8,0,993,987,1,5
"184",1937,"MCTS-0","MCTS-50",60,0,1,983,1005,10,5
"185",4267,"MCTS-50","MCTS-0",7,0,1,1004,984,1,5
"186",4135,"MCTS-50","MCTS-0",33,0,1,998,990,6,5
"187",810,"MCTS-0","MCTS-25",60,0,1,980,997,10,5
"188",216,"MCTS-0","MCTS-25",0,8,0,981,996,1,5
"189",1315,"MCTS-0","MCTS-50",0,10,0,983,996,2,5
"190",1938,"MCTS-0","MCTS-50",0,16,0,986,993,3,5
"191",1208,"MCTS-0","MCTS-50",0,57,0,996,983,10,5
"192",1046,"MCTS-0","MCTS-50",50,0,1,987,992,9,5
"193",3242,"MCTS-25","MCTS-50",0,25,0,1000,988,4,5
"194",588,"MCTS-0","MCTS-25",2,0,1,987,1000,0,5
"195",63,"MCTS-0","MCTS-25",32,0,1,982,1005,5,5
"196",5808,"MCTS-50","MCTS-25",0,8,0,989,1004,1,5
"197",1684,"MCTS-0","MCTS-50",0,50,0,991,980,9,5
"198",417,"MCTS-0","MCTS-25",14,0,1,989,1006,2,5
"199",4669,"MCTS-50","MCTS-0",0,56,0,990,979,10,5
"200",2934,"MCTS-25","MCTS-0",13,0,1,1004,981,2,5
"201",1094,"MCTS-0","MCTS-50",0,12,0,983,988,2,5
"202",3556,"MCTS-25","MCTS-50",0,14,0,1006,986,2,5
"203",2852,"MCTS-25","MCTS-0",15,0,1,1003,986,3,5
"204",2251,"MCTS-25","MCTS-0",0,22,0,1006,983,3,5
"205",2017,"MCTS-25","MCTS-0",2,0,1,1006,983,0,5
"206",5363,"MCTS-50","MCTS-25",60,0,1,977,1015,9,5
"207",2461,"MCTS-25","MCTS-0",60,0,1,1004,994,11,5
"208",4673,"MCTS-50","MCTS-0",10,0,1,975,996,2,5
"209",4638,"MCTS-50","MCTS-0",2,0,1,975,996,0,5
"210",1977,"MCTS-0","MCTS-50",22,0,1,992,979,4,5
"211",2524,"MCTS-25","MCTS-0",36,0,1,998,998,6,5
"212",5036,"MCTS-50","MCTS-25",0,19,0,982,995,3,5
"213",522,"MCTS-0","MCTS-25",0,50,0,1006,987,8,5
"214",4501,"MCTS-50","MCTS-0",0,2,0,982,1006,0,5
"215",716,"MCTS-0","MCTS-25",0,3,0,1006,987,0,5
"216",3869,"MCTS-25","MCTS-50",22,0,1,983,986,4,5
"217",2549,"MCTS-25","MCTS-0",0,15,0,986,1003,3,5
"218",4525,"MCTS-50","MCTS-0",2,0,1,986,1003,0,5
"219",4874,"MCTS-50","MCTS-0",0,29,0,991,998,5,5
"220",5078,"MCTS-50","MCTS-25",24,0,1,987,990,4,5
"221",4301,"MCTS-50","MCTS-0",60,0,1,977,1008,10,5
"222",3176,"MCTS-25","MCTS-50",0,60,0,1000,967,10,5
"223",1234,"MCTS-0","MCTS-50",41,0,1,1000,975,8,6
"224",2519,"MCTS-25","MCTS-0",0,60,0,1010,990,10,5
"225",3743,"MCTS-25","MCTS-50",18,0,1,1007,978,3,6
"226",2114,"MCTS-25","MCTS-0",0,59,0,1016,981,9,5
"227",2136,"MCTS-25","MCTS-0",60,0,1,1005,992,11,6
"228",1382,"MCTS-0","MCTS-50",0,21,0,995,975,3,5
"229",4697,"MCTS-50","MCTS-0",0,13,0,977,993,2,5
"230",4405,"MCTS-50","MCTS-0",0,2,0,977,993,0,5
"231",2190,"MCTS-25","MCTS-0",0,41,0,1012,986,7,5
"232",5541,"MCTS-50","MCTS-25",0,60,0,988,1001,11,6
"233",4811,"MCTS-50","MCTS-0",0,21,0,991,983,3,5
"234",1454,"MCTS-0","MCTS-50",28,0,1,978,996,5,5
"235",1852,"MCTS-0","MCTS-50",8,0,1,977,997,1,5
"236",3433,"MCTS-25","MCTS-50",0,2,0,1001,997,0,5
"237",4020,"MCTS-50","MCTS-0",38,0,1,990,984,7,5
"238",2164,"MCTS-25","MCTS-0",15,0,1,998,987,3,5
"239",2977,"MCTS-25","MCTS-0",11,0,1,996,989,2,5
"240",480,"MCTS-0","MCTS-25",0,60,0,999,986,10,5
"241",5135,"MCTS-50","MCTS-25",60,0,1,980,996,10,5
"242",4582,"MCTS-50","MCTS-0",0,11,0,982,997,2,5
"243",725,"MCTS-0","MCTS-25",40,0,1,990,1003,7,5
"244",1826,"MCTS-0","MCTS-50",0,46,0,997,975,7,5
"245",3563,"MCTS-25","MCTS-50",15,0,1,1000,978,3,5
"246",2329,"MCTS-25","MCTS-0",2,0,1,1000,997,0,5
"247",5298,"MCTS-50","MCTS-25",60,0,1,969,1009,9,5
"248",1452,"MCTS-0","MCTS-50",6,0,1,996,970,1,5
"249",1131,"MCTS-0","MCTS-50",8,0,1,995,971,1,5
"250",3961,"MCTS-25","MCTS-50",8,0,1,1008,972,1,6
"251",2242,"MCTS-25","MCTS-0",0,47,0,1016,987,8,5
"252",2790,"MCTS-25","MCTS-0",0,59,0,1025,978,9,5
"253",3010,"MCTS-25","MCTS-50",58,0,1,1014,983,11,6
"254",2949,"MCTS-25","MCTS-0",0,6,0,1015,977,1,4
"255",4990,"MCTS-50","MCTS-0",60,0,1,973,987,10,5
"256",365,"MCTS-0","MCTS-25",0,5,0,988,1014,1,5
"257",5498,"MCTS-50","MCTS-25",0,9,0,975,1012,2,6
"258",4517,"MCTS-50","MCTS-0",0,2,0,975,988,0,5
"259",1190,"MCTS-0","MCTS-50",41,0,1,981,982,7,5
"260",207,"MCTS-0","MCTS-25",60,0,1,972,1021,9,5
"261",3798,"MCTS-25","MCTS-50",2,0,1,1021,982,0,6
"262",5588,"MCTS-50","MCTS-25",22,0,1,979,1024,3,4
"263",5225,"MCTS-50","MCTS-25",60,0,1,970,1033,9,4
"264",5602,"MCTS-50","MCTS-25",0,17,0,973,1030,3,6
"265",2328,"MCTS-25","MCTS-0",5,0,1,1029,973,1,6
"266",4536,"MCTS-50","MCTS-0",60,0,1,963,983,10,5
"267",991,"MCTS-0","MCTS-25",23,14,1,982,1030,1,4
"268",251,"MCTS-0","MCTS-25",2,0,1,982,1030,0,4
"269",3636,"MCTS-25","MCTS-50",0,11,0,1031,962,1,4
"270",1318,"MCTS-0","MCTS-50",8,0,1,981,963,1,5
"271",613,"MCTS-0","MCTS-25",40,0,1,975,1037,6,4
"272",3039,"MCTS-25","MCTS-50",37,0,1,1030,970,7,6
"273",2148,"MCTS-25","MCTS-0",0,30,0,1034,971,4,4
"274",2967,"MCTS-25","MCTS-0",0,60,0,1042,963,8,4
"275",5865,"MCTS-50","MCTS-25",0,2,0,970,1042,0,6
"276",141,"MCTS-0","MCTS-25",0,4,0,964,1041,1,6
"277",4074,"MCTS-50","MCTS-0",48,0,1,962,972,8,5
"278",4475,"MCTS-50","MCTS-0",2,27,0,966,968,4,5
"279",4722,"MCTS-50","MCTS-0",2,0,1,966,968,0,5
"280",4372,"MCTS-50","MCTS-0",2,0,1,966,968,0,5
"281",1809,"MCTS-0","MCTS-50",0,60,0,978,956,10,5
"282",2756,"MCTS-25","MCTS-0",0,20,0,1044,975,3,4
"283",3158,"MCTS-25","MCTS-50",0,8,0,1045,955,1,4
"284",4234,"MCTS-50","MCTS-0",0,29,0,960,970,5,5
"285",2392,"MCTS-25","MCTS-0",0,60,0,1053,962,8,4
"286",1235,"MCTS-0","MCTS-50",50,0,1,954,968,8,5
"287",4014,"MCTS-50","MCTS-0",0,34,0,973,949,5,5
"288",2729,"MCTS-25","MCTS-0",17,0,1,1049,953,4,6
"289",461,"MCTS-0","MCTS-25",0,60,0,966,1036,13,6
"290",1691,"MCTS-0","MCTS-50",60,0,1,956,983,10,5
"291",4823,"MCTS-50","MCTS-0",46,0,1,975,964,8,5
"292",4175,"MCTS-50","MCTS-0",0,60,0,985,954,10,5
"293",542,"MCTS-0","MCTS-25",32,0,1,950,1040,4,4
"294",2682,"MCTS-25","MCTS-0",43,0,1,1031,959,9,6
"295",1738,"MCTS-0","MCTS-50",0,9,0,961,983,2,5
"296",3789,"MCTS-25","MCTS-50",32,0,1,1025,989,6,6
"297",2748,"MCTS-25","MCTS-0",16,60,0,1031,955,6,4
"298",854,"MCTS-0","MCTS-25",60,0,1,947,1039,8,4
"299",1635,"MCTS-0","MCTS-50",0,60,0,958,978,11,6
"300",495,"MCTS-0","MCTS-25",4,0,1,957,1040,1,4
"301",2419,"MCTS-25","MCTS-0",37,0,1,1032,965,8,6
"302",2428,"MCTS-25","MCTS-0",23,0,1,1027,970,5,6
"303",2145,"MCTS-25","MCTS-0",0,55,0,1035,962,8,4
"304",5970,"MCTS-50","MCTS-25",36,0,1,973,1040,5,4
"305",4911,"MCTS-50","MCTS-0",0,2,0,973,962,0,5
"306",3541,"MCTS-25","MCTS-50",0,2,0,1040,973,0,4
"307",3332,"MCTS-25","MCTS-50",41,0,1,1032,981,8,6
"308",1678,"MCTS-0","MCTS-50",60,0,1,953,990,9,5
"309",2523,"MCTS-25","MCTS-0",21,0,1,1028,957,4,6
"310",2222,"MCTS-25","MCTS-0",0,30,0,1032,953,4,4
"311",4241,"MCTS-50","MCTS-0",31,0,1,984,959,6,6
"312",3626,"MCTS-25","MCTS-50",0,60,0,1041,975,9,4
"313",5864,"MCTS-50","MCTS-25",0,40,0,983,1033,8,6
"314",2231,"MCTS-25","MCTS-0",34,0,1,1026,966,7,6
"315",347,"MCTS-0","MCTS-25",60,0,1,958,1034,8,4
"316",3958,"MCTS-25","MCTS-50",21,0,1,1030,987,4,6
"317",4238,"MCTS-50","MCTS-0",15,0,1,984,961,3,5
"318",486,"MCTS-0","MCTS-25",0,26,0,966,1025,5,6
"319",118,"MCTS-0","MCTS-25",0,49,0,976,1015,10,6
"320",3623,"MCTS-25","MCTS-50",0,13,0,1017,982,2,5
"321",309,"MCTS-0","MCTS-25",58,0,1,967,1026,9,4
"322",357,"MCTS-0","MCTS-25",0,60,0,979,1014,12,6
"323",2203,"MCTS-25","MCTS-0",31,0,1,1008,985,6,6
"324",5680,"MCTS-50","MCTS-25",0,3,0,983,1007,1,5
"325",1702,"MCTS-0","MCTS-50",0,7,0,986,982,1,5
"326",5579,"MCTS-50","MCTS-25",0,20,0,986,1003,4,5
"327",61,"MCTS-0","MCTS-25",20,19,1,986,1003,0,5
"328",3638,"MCTS-25","MCTS-50",0,52,0,1011,978,8,5
"329",4848,"MCTS-50","MCTS-0",0,14,0,980,984,2,5
"330",3251,"MCTS-25","MCTS-50",0,8,0,1012,979,1,5
"331",1296,"MCTS-0","MCTS-50",22,0,1,980,983,4,5
"332",1100,"MCTS-0","MCTS-50",43,0,1,973,990,7,5
"333",1111,"MCTS-0","MCTS-50",5,0,1,972,991,1,5
"334",3296,"MCTS-25","MCTS-50",2,0,1,1012,991,0,5
"335",4431,"MCTS-50","MCTS-0",0,60,0,1000,963,9,5
"336",3048,"MCTS-25","MCTS-50",0,32,0,1017,995,5,5
"337",1188,"MCTS-0","MCTS-50",60,0,1,954,1004,9,5
"338",13,"MCTS-0","MCTS-25",7,0,1,953,1018,1,4
"339",4733,"MCTS-50","MCTS-0",0,51,0,1011,946,7,4
"340",1024,"MCTS-0","MCTS-50",5,0,1,945,1012,1,4
"341",2574,"MCTS-25","MCTS-0",0,24,0,1021,942,3,4
"342",41,"MCTS-0","MCTS-25",60,0,1,934,1029,8,4
"343",5267,"MCTS-50","MCTS-25",0,25,0,1016,1025,4,5
"344",1600,"MCTS-0","MCTS-50",0,20,0,938,1012,4,6
"345",772,"MCTS-0","MCTS-25",0,2,0,938,1025,0,6
"346",1119,"MCTS-0","MCTS-50",17,0,1,936,1014,2,4
"347",5934,"MCTS-50","MCTS-25",11,0,1,1012,1027,2,5
"348",3960,"MCTS-25","MCTS-50",2,0,1,1027,1012,0,5
"349",2317,"MCTS-25","MCTS-0",24,0,1,1022,941,5,6
"350",731,"MCTS-0","MCTS-25",0,39,0,949,1014,8,6
"351",4842,"MCTS-50","MCTS-0",12,0,1,1010,951,2,6
"352",755,"MCTS-0","MCTS-25",0,11,0,953,1012,2,6
"353",5099,"MCTS-50","MCTS-25",15,0,1,1008,1014,2,5
"354",5818,"MCTS-50","MCTS-25",0,24,0,1012,1010,4,5
"355",2101,"MCTS-25","MCTS-0",0,60,0,1018,945,8,4
"356",875,"MCTS-0","MCTS-25",0,2,0,945,1018,0,6
"357",2468,"MCTS-25","MCTS-0",0,33,0,1022,941,4,4
"358",3803,"MCTS-25","MCTS-50",0,60,0,1032,1002,10,5
"359",2102,"MCTS-25","MCTS-0",0,60,0,1039,934,7,4
"360",5503,"MCTS-50","MCTS-25",0,2,0,1002,1039,0,6
"361",2879,"MCTS-25","MCTS-0",0,42,0,1044,929,5,4
"362",3346,"MCTS-25","MCTS-50",0,30,0,1048,998,4,4
"363",3286,"MCTS-25","MCTS-50",0,60,0,1057,989,9,4
"364",3240,"MCTS-25","MCTS-50",3,0,1,1056,990,1,6
"365",5215,"MCTS-50","MCTS-25",0,2,0,990,1056,0,6
"366",191,"MCTS-0","MCTS-25",0,2,0,929,1056,0,7
"367",2891,"MCTS-25","MCTS-0",0,40,0,1060,925,4,3
"368",4790,"MCTS-50","MCTS-0",0,45,0,996,919,6,4
"369",3615,"MCTS-25","MCTS-50",0,2,0,1060,996,0,4
"370",2218,"MCTS-25","MCTS-0",32,60,0,1063,916,3,3
"371",2115,"MCTS-25","MCTS-0",24,7,1,1059,920,4,7
"372",5380,"MCTS-50","MCTS-25",0,2,0,996,1059,0,6
"373",5599,"MCTS-50","MCTS-25",60,0,1,988,1067,8,4
"374",5956,"MCTS-50","MCTS-25",60,0,1,980,1075,8,4
"375",4130,"MCTS-50","MCTS-0",0,6,0,981,919,1,4
"376",3727,"MCTS-25","MCTS-50",60,0,1,1062,994,13,6
"377",2552,"MCTS-25","MCTS-0",60,0,1,1048,933,14,7
"378",2610,"MCTS-25","MCTS-0",0,17,0,1050,931,2,3
"379",5701,"MCTS-50","MCTS-25",13,0,1,992,1052,2,4
"380",166,"MCTS-0","MCTS-25",7,0,1,930,1053,1,3
"381",2012,"MCTS-25","MCTS-0",0,57,0,1059,924,6,3
"382",3177,"MCTS-25","MCTS-50",36,0,1,1052,999,7,6
"383",1630,"MCTS-0","MCTS-50",22,0,1,921,1002,3,4
"384",2007,"MCTS-25","MCTS-0",20,0,1,1047,926,5,7
"385",936,"MCTS-0","MCTS-25",0,22,0,931,1042,5,7
"386",350,"MCTS-0","MCTS-25",21,0,1,929,1044,2,3
"387",3761,"MCTS-25","MCTS-50",41,0,1,1036,1010,8,6
"388",5151,"MCTS-50","MCTS-25",0,3,0,1011,1035,1,5
"389",547,"MCTS-0","MCTS-25",31,0,1,925,1039,4,4
"390",2556,"MCTS-25","MCTS-0",0,60,0,1046,918,7,3
"391",491,"MCTS-0","MCTS-25",36,0,1,914,1050,4,3
