"","X","Strategy.1","Strategy.2","P1.Score","P2.Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"3038",3038,"Mindist+Opp","MCTS-10",0,9,0,1136,919,1,2
"245",245,"MCTS-10","Mindist+Opp",0,22,0,925,1130,6,8
"4566",4566,"Mindist+Opp","MCTS-25",0,10,0,1131,1000,1,3
"2789",2789,"MCTS-50","Mindist+Opp",7,0,1,935,1132,1,2
"1220",1220,"MCTS-25","Mindist+Opp",2,0,1,1000,1132,0,3
"5265",5265,"Mindist+Opp","MCTS-50",7,0,1,1130,937,2,8
"735",735,"MCTS-10","Mindist+Opp",31,0,1,923,1132,2,2
"3787",3787,"Mindist+Opp","MCTS-10",0,28,0,1134,921,2,2
"2240",2240,"MCTS-50","Mindist+Opp",14,0,1,936,1135,1,2
"3203",3203,"Mindist+Opp","MCTS-10",0,3,0,1135,921,0,2
"339",339,"MCTS-10","Mindist+Opp",31,0,1,919,1137,2,2
"2095",2095,"MCTS-50","Mindist+Opp",7,0,1,935,1138,1,2
"3628",3628,"Mindist+Opp","MCTS-10",0,2,0,1138,919,0,2
"1537",1537,"MCTS-25","Mindist+Opp",5,0,1,999,1139,1,3
"3673",3673,"Mindist+Opp","MCTS-10",7,0,1,1137,921,2,8
"1598",1598,"MCTS-25","Mindist+Opp",17,0,1,997,1139,2,3
"1133",1133,"MCTS-25","Mindist+Opp",4,0,1,997,1139,0,3
"2632",2632,"MCTS-50","Mindist+Opp",0,14,0,939,1135,4,8
"2950",2950,"MCTS-50","Mindist+Opp",4,0,1,939,1135,0,2
"5618",5618,"Mindist+Opp","MCTS-50",0,28,0,1137,937,2,2
"1105",1105,"MCTS-25","Mindist+Opp",0,25,0,1003,1131,6,7
"5230",5230,"Mindist+Opp","MCTS-50",29,0,1,1124,944,7,8
"4088",4088,"Mindist+Opp","MCTS-25",51,0,1,1113,1014,11,7
"1813",1813,"MCTS-25","Mindist+Opp",0,14,0,1017,1110,3,6
"2361",2361,"MCTS-50","Mindist+Opp",3,0,1,944,1110,0,3
"1814",1814,"MCTS-25","Mindist+Opp",0,24,0,1022,1105,5,6
"1699",1699,"MCTS-25","Mindist+Opp",33,0,1,1018,1109,4,4
"3060",3060,"Mindist+Opp","MCTS-10",0,8,0,1110,920,1,3
"94",94,"MCTS-10","Mindist+Opp",47,0,1,916,1114,4,3
"3711",3711,"Mindist+Opp","MCTS-10",0,28,0,1116,914,2,2
"3079",3079,"Mindist+Opp","MCTS-10",0,37,0,1119,911,3,2
"2483",2483,"MCTS-50","Mindist+Opp",0,60,0,959,1104,15,7
"4618",4618,"Mindist+Opp","MCTS-25",0,2,0,1104,1018,0,4
"3889",3889,"Mindist+Opp","MCTS-10",0,9,0,1105,910,1,2
"4774",4774,"Mindist+Opp","MCTS-25",0,2,0,1105,1018,0,4
"1088",1088,"MCTS-25","Mindist+Opp",43,0,1,1013,1110,5,4
"4164",4164,"Mindist+Opp","MCTS-25",0,36,0,1114,1009,4,4
"2154",2154,"MCTS-50","Mindist+Opp",21,0,1,957,1116,2,3
"5853",5853,"Mindist+Opp","MCTS-50",0,6,0,1117,956,1,3
"2469",2469,"MCTS-50","Mindist+Opp",55,0,1,951,1122,5,3
"1580",1580,"MCTS-25","Mindist+Opp",13,0,1,1008,1123,1,3
"5133",5133,"Mindist+Opp","MCTS-50",0,50,0,1128,946,5,3
"1333",1333,"MCTS-25","Mindist+Opp",7,0,1,1007,1129,1,3
"3872",3872,"Mindist+Opp","MCTS-10",0,3,0,1129,910,0,2
"2872",2872,"MCTS-50","Mindist+Opp",0,4,0,947,1128,1,7
"1031",1031,"MCTS-25","Mindist+Opp",15,0,1,1005,1130,2,3
"855",855,"MCTS-10","Mindist+Opp",4,0,1,910,1130,0,2
"2260",2260,"MCTS-50","Mindist+Opp",60,0,1,942,1135,5,3
"4323",4323,"Mindist+Opp","MCTS-25",27,0,1,1129,1011,6,7
"2234",2234,"MCTS-50","Mindist+Opp",22,0,1,940,1131,2,3
"1011",1011,"MCTS-25","Mindist+Opp",0,6,0,1012,1130,1,7
"644",644,"MCTS-10","Mindist+Opp",25,0,1,908,1132,2,2
"2143",2143,"MCTS-50","Mindist+Opp",0,20,0,945,1127,5,8
"5875",5875,"Mindist+Opp","MCTS-50",0,15,0,1128,944,1,3
"4980",4980,"Mindist+Opp","MCTS-25",0,35,0,1132,1008,4,3
"3042",3042,"Mindist+Opp","MCTS-10",26,0,1,1125,915,7,8
"3343",3343,"Mindist+Opp","MCTS-10",0,60,0,1130,910,5,2
"2575",2575,"MCTS-50","Mindist+Opp",3,0,1,944,1130,0,3
"3032",3032,"Mindist+Opp","MCTS-10",0,24,0,1132,908,2,2
"3722",3722,"Mindist+Opp","MCTS-10",19,0,1,1127,913,5,8
"2022",2022,"MCTS-50","Mindist+Opp",16,0,1,943,1128,1,3
"4500",4500,"Mindist+Opp","MCTS-25",0,32,0,1132,1004,4,3
"5432",5432,"Mindist+Opp","MCTS-50",0,43,0,1136,939,4,3
"3499",3499,"Mindist+Opp","MCTS-10",0,41,0,1139,910,3,2
"4858",4858,"Mindist+Opp","MCTS-25",2,0,1,1139,1004,0,7
"4018",4018,"Mindist+Opp","MCTS-25",0,35,0,1143,1000,4,3
"3171",3171,"Mindist+Opp","MCTS-10",0,8,0,1144,909,1,2
"3218",3218,"Mindist+Opp","MCTS-10",0,43,0,1147,906,3,2
"2202",2202,"MCTS-50","Mindist+Opp",0,33,0,947,1139,8,8
"2547",2547,"MCTS-50","Mindist+Opp",0,60,0,962,1124,15,8
"5651",5651,"Mindist+Opp","MCTS-50",0,44,0,1128,958,4,3
"1282",1282,"MCTS-25","Mindist+Opp",42,0,1,995,1133,5,3
"4105",4105,"Mindist+Opp","MCTS-25",0,19,0,1135,993,2,3
"3016",3016,"Mindist+Opp","MCTS-10",0,16,0,1136,905,1,2
"2194",2194,"MCTS-50","Mindist+Opp",0,26,0,964,1130,6,7
"3345",3345,"Mindist+Opp","MCTS-10",14,0,1,1126,909,4,8
"3682",3682,"Mindist+Opp","MCTS-10",0,39,0,1129,906,3,2
"374",374,"MCTS-10","Mindist+Opp",0,26,0,913,1122,7,8
"1504",1504,"MCTS-25","Mindist+Opp",0,18,0,997,1118,4,7
"4342",4342,"Mindist+Opp","MCTS-25",8,0,1,1116,999,2,7
"4680",4680,"Mindist+Opp","MCTS-25",0,8,0,1117,998,1,3
"1032",1032,"MCTS-25","Mindist+Opp",60,0,1,991,1124,7,3
"3653",3653,"Mindist+Opp","MCTS-10",0,39,0,1127,910,3,2
"5122",5122,"Mindist+Opp","MCTS-50",0,32,0,1130,961,3,3
"4917",4917,"Mindist+Opp","MCTS-25",60,0,1,1116,1005,14,7
"4051",4051,"Mindist+Opp","MCTS-25",28,0,1,1110,1011,6,7
"1230",1230,"MCTS-25","Mindist+Opp",21,0,1,1008,1113,3,4
"47",47,"MCTS-10","Mindist+Opp",0,34,0,919,1104,9,8
"3955",3955,"Mindist+Opp","MCTS-10",0,24,0,1106,917,2,3
"2474",2474,"MCTS-50","Mindist+Opp",60,0,1,955,1112,6,3
"1167",1167,"MCTS-25","Mindist+Opp",13,0,1,1006,1114,2,4
"5817",5817,"Mindist+Opp","MCTS-50",0,4,0,1114,955,0,3
"5858",5858,"Mindist+Opp","MCTS-50",0,44,0,1118,951,4,3
"5551",5551,"Mindist+Opp","MCTS-50",0,25,0,1120,949,2,3
"639",639,"MCTS-10","Mindist+Opp",15,0,1,916,1121,1,2
"4369",4369,"Mindist+Opp","MCTS-25",0,60,0,1128,999,7,3
"5074",5074,"Mindist+Opp","MCTS-50",0,3,0,1128,949,0,3
"507",507,"MCTS-10","Mindist+Opp",36,0,1,913,1131,3,2
"710",710,"MCTS-10","Mindist+Opp",0,24,0,919,1125,6,8
"4879",4879,"Mindist+Opp","MCTS-25",0,11,0,1126,998,1,3
"1652",1652,"MCTS-25","Mindist+Opp",0,36,0,1006,1118,8,7
"5656",5656,"Mindist+Opp","MCTS-50",0,49,0,1122,945,4,3
"4890",4890,"Mindist+Opp","MCTS-25",0,16,0,1124,1004,2,3
"1391",1391,"MCTS-25","Mindist+Opp",17,0,1,1002,1126,2,3
"1718",1718,"MCTS-25","Mindist+Opp",23,0,1,999,1129,3,3
"5811",5811,"Mindist+Opp","MCTS-50",0,49,0,1133,941,4,3
"4893",4893,"Mindist+Opp","MCTS-25",15,0,1,1130,1002,3,7
"915",915,"MCTS-10","Mindist+Opp",60,0,1,914,1135,5,2
"2307",2307,"MCTS-50","Mindist+Opp",42,0,1,938,1138,3,2
"3508",3508,"Mindist+Opp","MCTS-10",0,11,0,1139,913,1,2
"518",518,"MCTS-10","Mindist+Opp",11,0,1,912,1140,1,2
"4918",4918,"Mindist+Opp","MCTS-25",0,60,0,1146,996,6,3
"5250",5250,"Mindist+Opp","MCTS-50",0,33,0,1149,935,3,2
"235",235,"MCTS-10","Mindist+Opp",6,0,1,912,1149,0,2
"3104",3104,"Mindist+Opp","MCTS-10",0,23,0,1151,910,2,2
"5300",5300,"Mindist+Opp","MCTS-50",0,5,0,1151,935,0,2
"1026",1026,"MCTS-25","Mindist+Opp",3,0,1,996,1151,0,3
"3455",3455,"Mindist+Opp","MCTS-10",0,19,0,1152,909,1,2
"4244",4244,"Mindist+Opp","MCTS-25",0,40,0,1156,992,4,3
"3268",3268,"Mindist+Opp","MCTS-10",0,36,0,1158,907,2,2
"4714",4714,"Mindist+Opp","MCTS-25",0,13,0,1159,991,1,3
"1766",1766,"MCTS-25","Mindist+Opp",2,0,1,991,1159,0,3
"2080",2080,"MCTS-50","Mindist+Opp",0,22,0,941,1153,6,8
"4061",4061,"Mindist+Opp","MCTS-25",0,16,0,1155,989,2,3
"3347",3347,"Mindist+Opp","MCTS-10",13,0,1,1152,910,3,8
"4522",4522,"Mindist+Opp","MCTS-25",0,5,0,1152,989,0,3
"5105",5105,"Mindist+Opp","MCTS-50",0,27,0,1154,939,2,2
"5726",5726,"Mindist+Opp","MCTS-50",0,3,0,1154,939,0,2
"3429",3429,"Mindist+Opp","MCTS-10",0,2,0,1154,910,0,2
"3094",3094,"Mindist+Opp","MCTS-10",0,52,0,1157,907,3,2
"3394",3394,"Mindist+Opp","MCTS-10",0,49,0,1160,904,3,2
"997",997,"MCTS-10","Mindist+Opp",31,0,1,902,1162,2,2
"4262",4262,"Mindist+Opp","MCTS-25",0,25,0,1164,987,2,3
"4839",4839,"Mindist+Opp","MCTS-25",30,0,1,1157,994,7,7
"4076",4076,"Mindist+Opp","MCTS-25",0,35,0,1160,991,3,3
"3892",3892,"Mindist+Opp","MCTS-10",0,23,0,1161,901,1,2
"3656",3656,"Mindist+Opp","MCTS-10",0,12,0,1162,900,1,2
"220",220,"MCTS-10","Mindist+Opp",0,2,0,901,1161,1,8
"4083",4083,"Mindist+Opp","MCTS-25",0,60,0,1166,986,5,3
"3107",3107,"Mindist+Opp","MCTS-10",0,2,0,1166,901,0,2
"1418",1418,"MCTS-25","Mindist+Opp",27,0,1,984,1168,2,3
"631",631,"MCTS-10","Mindist+Opp",2,0,1,901,1168,0,2
"2322",2322,"MCTS-50","Mindist+Opp",27,0,1,937,1170,2,2
"2273",2273,"MCTS-50","Mindist+Opp",0,32,0,945,1162,8,8
"4263",4263,"Mindist+Opp","MCTS-25",0,3,0,1162,984,0,3
"1875",1875,"MCTS-25","Mindist+Opp",34,0,1,981,1165,3,3
"457",457,"MCTS-10","Mindist+Opp",43,0,1,898,1168,3,2
"604",604,"MCTS-10","Mindist+Opp",60,0,1,895,1171,3,2
"2040",2040,"MCTS-50","Mindist+Opp",0,11,0,948,1168,3,8
"4647",4647,"Mindist+Opp","MCTS-25",0,21,0,1170,979,2,3
"4747",4747,"Mindist+Opp","MCTS-25",0,9,0,1171,978,1,2
"973",973,"MCTS-10","Mindist+Opp",0,39,0,906,1160,11,8
"2672",2672,"MCTS-50","Mindist+Opp",0,27,0,955,1153,7,8
"4757",4757,"Mindist+Opp","MCTS-25",0,0,0,1153,978,0,3
"4675",4675,"Mindist+Opp","MCTS-25",0,49,0,1157,974,4,3
"966",966,"MCTS-10","Mindist+Opp",47,0,1,903,1160,3,2
"3326",3326,"Mindist+Opp","MCTS-10",0,34,0,1162,901,2,2
"2085",2085,"MCTS-50","Mindist+Opp",47,0,1,951,1166,4,2
"767",767,"MCTS-10","Mindist+Opp",0,23,0,907,1160,6,8
"1145",1145,"MCTS-25","Mindist+Opp",11,0,1,973,1161,1,3
"332",332,"MCTS-10","Mindist+Opp",59,0,1,903,1165,4,2
"904",904,"MCTS-10","Mindist+Opp",3,0,1,903,1165,0,2
"4889",4889,"Mindist+Opp","MCTS-25",0,60,0,1170,968,5,2
"1013",1013,"MCTS-25","Mindist+Opp",2,0,1,968,1170,0,2
"4139",4139,"Mindist+Opp","MCTS-25",0,15,0,1171,967,1,2
"3518",3518,"Mindist+Opp","MCTS-10",0,42,0,1173,901,2,2
"1591",1591,"MCTS-25","Mindist+Opp",60,0,1,962,1178,5,2
"2223",2223,"MCTS-50","Mindist+Opp",0,9,0,953,1176,2,8
"5672",5672,"Mindist+Opp","MCTS-50",56,0,1,1161,968,15,8
"1101",1101,"MCTS-25","Mindist+Opp",0,25,0,968,1155,6,8
"2001",2001,"MCTS-50","Mindist+Opp",0,56,0,982,1141,14,7
"1798",1798,"MCTS-25","Mindist+Opp",39,0,1,964,1145,4,3
"3013",3013,"Mindist+Opp","MCTS-10",0,33,0,1147,899,2,2
"278",278,"MCTS-10","Mindist+Opp",0,30,0,907,1139,8,8
"2586",2586,"MCTS-50","Mindist+Opp",3,0,1,982,1139,0,3
"2752",2752,"MCTS-50","Mindist+Opp",11,0,1,981,1140,1,3
"3077",3077,"Mindist+Opp","MCTS-10",0,35,0,1142,905,2,2
"2487",2487,"MCTS-50","Mindist+Opp",60,0,1,975,1148,6,3
"59",59,"MCTS-10","Mindist+Opp",40,0,1,902,1151,3,2
"976",976,"MCTS-10","Mindist+Opp",60,0,1,898,1155,4,2
"5209",5209,"Mindist+Opp","MCTS-50",0,8,0,1156,974,1,3
"5886",5886,"Mindist+Opp","MCTS-50",0,11,0,1157,973,1,3
"4106",4106,"Mindist+Opp","MCTS-25",0,18,0,1158,963,1,2
"5206",5206,"Mindist+Opp","MCTS-50",0,21,0,1160,971,2,3
"2580",2580,"MCTS-50","Mindist+Opp",0,60,0,986,1145,15,7
"4616",4616,"Mindist+Opp","MCTS-25",0,6,0,1146,962,1,3
"5430",5430,"Mindist+Opp","MCTS-50",0,14,0,1147,985,1,3
"2513",2513,"MCTS-50","Mindist+Opp",10,0,1,984,1148,1,3
"1906",1906,"MCTS-25","Mindist+Opp",30,0,1,959,1151,3,3
"5993",5993,"Mindist+Opp","MCTS-50",46,0,1,1140,995,11,7
"155",155,"MCTS-10","Mindist+Opp",0,57,0,913,1125,15,8
"5882",5882,"Mindist+Opp","MCTS-50",48,0,1,1114,1006,11,7
"1340",1340,"MCTS-25","Mindist+Opp",0,32,0,967,1106,8,7
"514",514,"MCTS-10","Mindist+Opp",0,18,0,918,1101,5,8
"2971",2971,"MCTS-50","Mindist+Opp",24,0,1,1003,1104,3,4
"2537",2537,"MCTS-50","Mindist+Opp",7,0,1,1002,1105,1,4
"1657",1657,"MCTS-25","Mindist+Opp",0,32,0,974,1098,7,7
"2662",2662,"MCTS-50","Mindist+Opp",19,0,1,1000,1100,2,4
"5782",5782,"Mindist+Opp","MCTS-50",0,14,0,1102,998,2,4
"990",990,"MCTS-10","Mindist+Opp",27,0,1,916,1104,2,3
"539",539,"MCTS-10","Mindist+Opp",60,0,1,911,1109,5,3
"4199",4199,"Mindist+Opp","MCTS-25",0,16,0,1111,972,2,3
"5763",5763,"Mindist+Opp","MCTS-50",10,0,1,1109,1000,2,7
"1496",1496,"MCTS-25","Mindist+Opp",9,0,1,971,1110,1,3
"2309",2309,"MCTS-50","Mindist+Opp",0,50,0,1011,1099,11,7
"1952",1952,"MCTS-25","Mindist+Opp",0,6,0,972,1098,1,7
"4994",4994,"Mindist+Opp","MCTS-25",0,4,0,1098,972,0,3
"3854",3854,"Mindist+Opp","MCTS-10",0,2,0,1098,911,0,3
"705",705,"MCTS-10","Mindist+Opp",27,0,1,909,1100,2,3
"4676",4676,"Mindist+Opp","MCTS-25",11,0,1,1098,974,2,7
"2278",2278,"MCTS-50","Mindist+Opp",36,0,1,1006,1103,5,4
"4762",4762,"Mindist+Opp","MCTS-25",0,60,0,1109,968,6,3
"329",329,"MCTS-10","Mindist+Opp",0,60,0,924,1094,15,8
"4498",4498,"Mindist+Opp","MCTS-25",0,35,0,1098,964,4,3
"4055",4055,"Mindist+Opp","MCTS-25",0,40,0,1102,960,4,3
"3309",3309,"Mindist+Opp","MCTS-10",0,60,0,1107,919,5,3
"2997",2997,"MCTS-50","Mindist+Opp",0,16,0,1009,1104,3,6
"5352",5352,"Mindist+Opp","MCTS-50",0,54,0,1111,1002,7,4
"1023",1023,"MCTS-25","Mindist+Opp",29,0,1,957,1114,3,3
"4902",4902,"Mindist+Opp","MCTS-25",0,15,0,1115,956,1,3
"4054",4054,"Mindist+Opp","MCTS-25",39,0,1,1106,965,9,7
"172",172,"MCTS-10","Mindist+Opp",19,0,1,917,1108,2,3
"1025",1025,"MCTS-25","Mindist+Opp",0,30,0,972,1101,7,7
"229",229,"MCTS-10","Mindist+Opp",60,0,1,912,1106,5,3
"2160",2160,"MCTS-50","Mindist+Opp",42,0,1,997,1111,5,4
"3627",3627,"Mindist+Opp","MCTS-10",0,3,0,1111,912,0,2
"5578",5578,"Mindist+Opp","MCTS-50",0,44,0,1116,992,5,3
"5291",5291,"Mindist+Opp","MCTS-50",45,0,1,1106,1002,10,7
"2379",2379,"MCTS-50","Mindist+Opp",0,13,0,1005,1103,3,6
"2000",2000,"MCTS-25","Mindist+Opp",6,0,1,971,1104,1,3
"3318",3318,"Mindist+Opp","MCTS-10",2,0,1,1103,913,1,8
"3298",3298,"Mindist+Opp","MCTS-10",0,2,0,1103,913,0,3
"2502",2502,"MCTS-50","Mindist+Opp",5,0,1,1004,1104,1,4
"5544",5544,"Mindist+Opp","MCTS-50",37,0,1,1096,1012,8,6
"970",970,"MCTS-10","Mindist+Opp",0,15,0,917,1092,4,7
"5177",5177,"Mindist+Opp","MCTS-50",52,0,1,1081,1023,11,6
"1423",1423,"MCTS-25","Mindist+Opp",13,0,1,969,1083,2,3
"2400",2400,"MCTS-50","Mindist+Opp",21,0,1,1020,1086,3,4
"2868",2868,"MCTS-50","Mindist+Opp",16,0,1,1018,1088,2,4
"4409",4409,"Mindist+Opp","MCTS-25",0,60,0,1095,962,7,3
"3436",3436,"Mindist+Opp","MCTS-10",0,36,0,1098,914,3,3
"2060",2060,"MCTS-50","Mindist+Opp",0,19,0,1022,1094,4,6
"3054",3054,"Mindist+Opp","MCTS-10",0,60,0,1099,909,5,3
"1104",1104,"MCTS-25","Mindist+Opp",16,0,1,960,1101,2,3
"3244",3244,"Mindist+Opp","MCTS-10",37,0,1,1092,918,9,8
"2451",2451,"MCTS-50","Mindist+Opp",0,24,0,1027,1087,5,6
"5170",5170,"Mindist+Opp","MCTS-50",13,0,1,1084,1030,3,6
"4081",4081,"Mindist+Opp","MCTS-25",0,33,0,1088,956,4,3
"5003",5003,"Mindist+Opp","MCTS-50",24,0,1,1083,1035,5,6
"3485",3485,"Mindist+Opp","MCTS-10",0,21,0,1085,916,2,3
"1441",1441,"MCTS-25","Mindist+Opp",0,43,0,966,1075,10,7
"899",899,"MCTS-10","Mindist+Opp",0,9,0,918,1073,2,7
"5292",5292,"Mindist+Opp","MCTS-50",23,0,1,1069,1039,4,6
"362",362,"MCTS-10","Mindist+Opp",0,34,0,926,1061,8,7
"5995",5995,"Mindist+Opp","MCTS-50",0,47,0,1068,1032,7,5
"3297",3297,"Mindist+Opp","MCTS-10",23,0,1,1063,931,5,7
"5861",5861,"Mindist+Opp","MCTS-50",22,0,1,1059,1036,4,5
"5190",5190,"Mindist+Opp","MCTS-50",0,15,0,1061,1034,2,5
"5740",5740,"Mindist+Opp","MCTS-50",19,0,1,1058,1037,3,5
"1611",1611,"MCTS-25","Mindist+Opp",60,0,1,959,1065,7,4
"54",54,"MCTS-10","Mindist+Opp",3,0,1,931,1065,0,3
"2459",2459,"MCTS-50","Mindist+Opp",32,0,1,1032,1070,5,5
"4380",4380,"Mindist+Opp","MCTS-25",0,60,0,1077,952,7,3
"2226",2226,"MCTS-50","Mindist+Opp",0,22,0,1036,1073,4,6
"5282",5282,"Mindist+Opp","MCTS-50",0,42,0,1079,1030,6,4
"2077",2077,"MCTS-50","Mindist+Opp",0,30,0,1036,1073,6,6
"5653",5653,"Mindist+Opp","MCTS-50",17,0,1,1070,1039,3,6
"4674",4674,"Mindist+Opp","MCTS-25",10,0,1,1068,954,2,7
"1442",1442,"MCTS-25","Mindist+Opp",0,53,0,966,1056,12,7
"5836",5836,"Mindist+Opp","MCTS-50",0,14,0,1058,1037,2,5
"5457",5457,"Mindist+Opp","MCTS-50",42,0,1,1051,1044,7,5
"5731",5731,"Mindist+Opp","MCTS-50",38,0,1,1045,1050,6,5
"5222",5222,"Mindist+Opp","MCTS-50",0,19,0,1048,1047,3,5
"2991",2991,"MCTS-50","Mindist+Opp",0,53,0,1056,1039,9,5
"5766",5766,"Mindist+Opp","MCTS-50",12,0,1,1037,1058,2,5
"1634",1634,"MCTS-25","Mindist+Opp",14,0,1,964,1039,2,4
"1770",1770,"MCTS-25","Mindist+Opp",0,28,0,970,1033,6,6
"5709",5709,"Mindist+Opp","MCTS-50",0,13,0,1035,1056,2,5
"5622",5622,"Mindist+Opp","MCTS-50",0,60,0,1046,1045,11,5
"3786",3786,"Mindist+Opp","MCTS-10",0,24,0,1049,928,3,3
"2239",2239,"MCTS-50","Mindist+Opp",20,0,1,1042,1052,3,5
"209",209,"MCTS-10","Mindist+Opp",0,14,0,931,1049,3,7
"2602",2602,"MCTS-50","Mindist+Opp",0,49,0,1050,1041,8,5
"4699",4699,"Mindist+Opp","MCTS-25",0,27,0,1045,966,4,4
"1887",1887,"MCTS-25","Mindist+Opp",18,0,1,964,1047,2,4
"5087",5087,"Mindist+Opp","MCTS-50",0,7,0,1048,1049,1,5
"1944",1944,"MCTS-25","Mindist+Opp",2,0,1,964,1048,0,4
"431",431,"MCTS-10","Mindist+Opp",12,0,1,930,1049,1,3
"4287",4287,"Mindist+Opp","MCTS-25",0,14,0,1051,962,2,4
"1439",1439,"MCTS-25","Mindist+Opp",7,0,1,961,1052,1,4
"5774",5774,"Mindist+Opp","MCTS-50",0,12,0,1054,1047,2,5
"3973",3973,"Mindist+Opp","MCTS-10",0,2,0,1054,930,0,3
"2476",2476,"MCTS-50","Mindist+Opp",0,20,0,1050,1051,3,5
"3565",3565,"Mindist+Opp","MCTS-10",0,35,0,1055,926,4,3
"91",91,"MCTS-10","Mindist+Opp",13,0,1,925,1056,1,3
"1510",1510,"MCTS-25","Mindist+Opp",0,60,0,974,1043,13,6
"5603",5603,"Mindist+Opp","MCTS-50",0,15,0,1046,1047,3,5
"1900",1900,"MCTS-25","Mindist+Opp",18,0,1,972,1048,2,4
"5382",5382,"Mindist+Opp","MCTS-50",0,20,0,1051,1044,3,5
"713",713,"MCTS-10","Mindist+Opp",0,60,0,938,1038,13,7
"1408",1408,"MCTS-25","Mindist+Opp",27,0,1,968,1042,4,4
"5470",5470,"Mindist+Opp","MCTS-50",0,46,0,1050,1036,8,5
"3986",3986,"Mindist+Opp","MCTS-10",0,5,0,1051,937,1,3
"1940",1940,"MCTS-25","Mindist+Opp",5,0,1,967,1052,1,4
"4567",4567,"Mindist+Opp","MCTS-25",0,55,0,1059,960,7,4
"3940",3940,"Mindist+Opp","MCTS-10",0,2,0,1059,937,0,3
"2477",2477,"MCTS-50","Mindist+Opp",0,0,1,1036,1059,0,5
"4854",4854,"Mindist+Opp","MCTS-25",0,49,0,1065,954,6,4
"684",684,"MCTS-10","Mindist+Opp",37,0,1,933,1069,4,3
"1507",1507,"MCTS-25","Mindist+Opp",3,0,1,954,1069,0,3
"5874",5874,"Mindist+Opp","MCTS-50",0,60,0,1078,1027,9,5
"1883",1883,"MCTS-25","Mindist+Opp",11,0,1,953,1079,1,3
"1716",1716,"MCTS-25","Mindist+Opp",4,0,1,953,1079,0,3
"2823",2823,"MCTS-50","Mindist+Opp",2,0,1,1027,1079,0,4
"3075",3075,"Mindist+Opp","MCTS-10",0,3,0,1079,933,0,3
"5547",5547,"Mindist+Opp","MCTS-50",0,2,0,1079,1027,0,4
"493",493,"MCTS-10","Mindist+Opp",40,0,1,929,1083,4,3
"1629",1629,"MCTS-25","Mindist+Opp",5,0,1,952,1084,1,3
"2271",2271,"MCTS-50","Mindist+Opp",13,0,1,1025,1086,2,4
"1126",1126,"MCTS-25","Mindist+Opp",0,19,0,956,1082,4,7
"1759",1759,"MCTS-25","Mindist+Opp",14,0,1,954,1084,2,3
"2727",2727,"MCTS-50","Mindist+Opp",0,16,0,1028,1081,3,6
"4915",4915,"Mindist+Opp","MCTS-25",0,43,0,1086,949,5,3
"3068",3068,"Mindist+Opp","MCTS-10",10,0,1,1084,931,2,7
"4160",4160,"Mindist+Opp","MCTS-25",0,31,0,1087,946,3,3
"5090",5090,"Mindist+Opp","MCTS-50",0,18,0,1089,1026,2,4
"5946",5946,"Mindist+Opp","MCTS-50",0,43,0,1095,1020,6,4
"4761",4761,"Mindist+Opp","MCTS-25",0,5,0,1095,946,0,3
"5494",5494,"Mindist+Opp","MCTS-50",0,60,0,1103,1012,8,4
"5568",5568,"Mindist+Opp","MCTS-50",38,0,1,1095,1020,8,6
"5019",5019,"Mindist+Opp","MCTS-50",0,48,0,1101,1014,6,4
"2163",2163,"MCTS-50","Mindist+Opp",0,22,0,1019,1096,5,6
"5746",5746,"Mindist+Opp","MCTS-50",0,17,0,1098,1017,2,4
"201",201,"MCTS-10","Mindist+Opp",25,0,1,929,1100,2,3
"3122",3122,"Mindist+Opp","MCTS-10",18,0,1,1096,933,4,7
"2325",2325,"MCTS-50","Mindist+Opp",0,19,0,1021,1092,4,6
"2947",2947,"MCTS-50","Mindist+Opp",0,21,0,1025,1088,4,6
"5780",5780,"Mindist+Opp","MCTS-50",0,5,0,1089,1024,1,4
"1267",1267,"MCTS-25","Mindist+Opp",22,0,1,944,1091,2,3
"3505",3505,"Mindist+Opp","MCTS-10",0,17,0,1093,931,2,3
"2901",2901,"MCTS-50","Mindist+Opp",11,0,1,1023,1094,1,4
"366",366,"MCTS-10","Mindist+Opp",60,0,1,925,1100,6,3
"5028",5028,"Mindist+Opp","MCTS-50",0,8,0,1101,1022,1,4
"5273",5273,"Mindist+Opp","MCTS-50",0,37,0,1106,1017,5,4
"3849",3849,"Mindist+Opp","MCTS-10",0,2,0,1106,925,0,3
"5146",5146,"Mindist+Opp","MCTS-50",0,60,0,1113,1010,7,4
"4030",4030,"Mindist+Opp","MCTS-25",0,45,0,1117,940,4,3
"3358",3358,"Mindist+Opp","MCTS-10",0,14,0,1118,924,1,2
"709",709,"MCTS-10","Mindist+Opp",14,0,1,923,1119,1,2
"5687",5687,"Mindist+Opp","MCTS-50",0,16,0,1121,1008,2,3
"242",242,"MCTS-10","Mindist+Opp",19,0,1,921,1123,2,2
"2304",2304,"MCTS-50","Mindist+Opp",12,0,1,1007,1124,1,3
"4316",4316,"Mindist+Opp","MCTS-25",0,15,0,1125,939,1,3
"3913",3913,"Mindist+Opp","MCTS-10",0,60,0,1130,916,5,2
"3463",3463,"Mindist+Opp","MCTS-10",0,25,0,1132,914,2,2
"26",26,"MCTS-10","Mindist+Opp",56,0,1,910,1136,4,2
"3947",3947,"Mindist+Opp","MCTS-10",0,21,0,1137,909,1,2
