"","Strategy 1","Strategy 2","P1 Score","P2 Score","Winner_ID"
"1","MCTS-0","MCTS-25",0,56,0
"2","MCTS-0","MCTS-25",0,6,0
"3","MCTS-0","MCTS-25",2,0,1
"4","MCTS-0","MCTS-25",41,0,1
"5","MCTS-0","MCTS-25",40,0,1
"6","MCTS-0","MCTS-25",0,38,0
"7","MCTS-0","MCTS-25",27,0,1
"8","MCTS-0","MCTS-25",0,2,0
"9","MCTS-0","MCTS-25",2,0,1
"10","MCTS-0","MCTS-25",51,0,1
"11","MCTS-0","MCTS-25",18,60,0
"12","MCTS-0","MCTS-25",60,60,0
"13","MCTS-0","MCTS-25",7,0,1
"14","MCTS-0","MCTS-25",0,60,0
"15","MCTS-0","MCTS-25",0,37,0
"16","MCTS-0","MCTS-25",5,0,1
"17","MCTS-0","MCTS-25",12,0,1
"18","MCTS-0","MCTS-25",2,0,1
"19","MCTS-0","MCTS-25",0,4,0
"20","MCTS-0","MCTS-25",0,55,0
"21","MCTS-0","MCTS-25",0,26,0
"22","MCTS-0","MCTS-25",51,0,1
"23","MCTS-0","MCTS-25",21,0,1
"24","MCTS-0","MCTS-25",60,0,1
"25","MCTS-0","MCTS-25",2,0,1
"26","MCTS-0","MCTS-25",0,2,0
"27","MCTS-0","MCTS-25",0,60,0
"28","MCTS-0","MCTS-25",0,2,0
"29","MCTS-0","MCTS-25",60,0,1
"30","MCTS-0","MCTS-25",0,60,0
"31","MCTS-0","MCTS-25",0,2,0
"32","MCTS-0","MCTS-25",60,0,1
"33","MCTS-0","MCTS-25",32,0,1
"34","MCTS-0","MCTS-25",21,0,1
"35","MCTS-0","MCTS-25",0,19,0
"36","MCTS-0","MCTS-25",0,25,0
"37","MCTS-0","MCTS-25",10,0,1
"38","MCTS-0","MCTS-25",0,60,0
"39","MCTS-0","MCTS-25",3,0,1
"40","MCTS-0","MCTS-25",0,18,0
"41","MCTS-0","MCTS-25",60,0,1
"42","MCTS-0","MCTS-25",19,23,0
"43","MCTS-0","MCTS-25",0,44,0
"44","MCTS-0","MCTS-25",0,34,0
"45","MCTS-0","MCTS-25",30,0,1
"46","MCTS-0","MCTS-25",0,25,0
"47","MCTS-0","MCTS-25",24,17,1
"48","MCTS-0","MCTS-25",0,60,0
"49","MCTS-0","MCTS-25",2,0,1
"50","MCTS-0","MCTS-25",60,0,1
"51","MCTS-0","MCTS-25",60,13,1
"52","MCTS-0","MCTS-25",0,60,0
"53","MCTS-0","MCTS-25",2,0,1
"54","MCTS-0","MCTS-25",0,7,0
"55","MCTS-0","MCTS-25",60,0,1
"56","MCTS-0","MCTS-25",0,51,0
"57","MCTS-0","MCTS-25",39,7,1
"58","MCTS-0","MCTS-25",8,0,1
"59","MCTS-0","MCTS-25",60,0,1
"60","MCTS-0","MCTS-25",0,2,0
"61","MCTS-0","MCTS-25",20,19,1
"62","MCTS-0","MCTS-25",18,0,1
"63","MCTS-0","MCTS-25",32,0,1
"64","MCTS-0","MCTS-25",0,30,0
"65","MCTS-0","MCTS-25",0,60,0
"66","MCTS-0","MCTS-25",26,0,1
"67","MCTS-0","MCTS-25",60,14,1
"68","MCTS-0","MCTS-25",0,13,0
"69","MCTS-0","MCTS-25",0,60,0
"70","MCTS-0","MCTS-25",0,2,0
"71","MCTS-0","MCTS-25",0,10,0
"72","MCTS-0","MCTS-25",47,0,1
"73","MCTS-0","MCTS-25",2,0,1
"74","MCTS-0","MCTS-25",0,49,0
"75","MCTS-0","MCTS-25",0,60,0
"76","MCTS-0","MCTS-25",0,60,0
"77","MCTS-0","MCTS-25",14,0,1
"78","MCTS-0","MCTS-25",0,6,0
"79","MCTS-0","MCTS-25",33,0,1
"80","MCTS-0","MCTS-25",2,0,1
"81","MCTS-0","MCTS-25",0,60,0
"82","MCTS-0","MCTS-25",42,0,1
"83","MCTS-0","MCTS-25",2,0,1
"84","MCTS-0","MCTS-25",16,0,1
"85","MCTS-0","MCTS-25",0,11,0
"86","MCTS-0","MCTS-25",0,31,0
"87","MCTS-0","MCTS-25",7,0,1
"88","MCTS-0","MCTS-25",22,0,1
"89","MCTS-0","MCTS-25",0,3,0
"90","MCTS-0","MCTS-25",0,58,0
"91","MCTS-0","MCTS-25",51,0,1
"92","MCTS-0","MCTS-25",8,0,1
"93","MCTS-0","MCTS-25",0,9,0
"94","MCTS-0","MCTS-25",2,2,0
"95","MCTS-0","MCTS-25",0,52,0
"96","MCTS-0","MCTS-25",42,0,1
"97","MCTS-0","MCTS-25",2,0,1
"98","MCTS-0","MCTS-25",23,0,1
"99","MCTS-0","MCTS-25",0,37,0
"100","MCTS-0","MCTS-25",0,58,0
"101","MCTS-0","MCTS-25",14,0,1
"102","MCTS-0","MCTS-25",37,0,1
"103","MCTS-0","MCTS-25",0,13,0
"104","MCTS-0","MCTS-25",47,0,1
"105","MCTS-0","MCTS-25",52,60,0
"106","MCTS-0","MCTS-25",0,23,0
"107","MCTS-0","MCTS-25",0,41,0
"108","MCTS-0","MCTS-25",0,41,0
"109","MCTS-0","MCTS-25",0,60,0
"110","MCTS-0","MCTS-25",50,0,1
"111","MCTS-0","MCTS-25",60,0,1
"112","MCTS-0","MCTS-25",3,0,1
"113","MCTS-0","MCTS-25",4,0,1
"114","MCTS-0","MCTS-25",0,35,0
"115","MCTS-0","MCTS-25",33,0,1
"116","MCTS-0","MCTS-25",0,9,0
"117","MCTS-0","MCTS-25",0,60,0
"118","MCTS-0","MCTS-25",0,49,0
"119","MCTS-0","MCTS-25",0,18,0
"120","MCTS-0","MCTS-25",0,3,0
"121","MCTS-0","MCTS-25",0,60,0
"122","MCTS-0","MCTS-25",0,38,0
"123","MCTS-0","MCTS-25",14,0,1
"124","MCTS-0","MCTS-25",0,2,0
"125","MCTS-0","MCTS-25",0,13,0
"126","MCTS-0","MCTS-25",2,0,1
"127","MCTS-0","MCTS-25",2,0,1
"128","MCTS-0","MCTS-25",0,7,0
"129","MCTS-0","MCTS-25",44,0,1
"130","MCTS-0","MCTS-25",0,20,0
"131","MCTS-0","MCTS-25",60,0,1
"132","MCTS-0","MCTS-25",50,0,1
"133","MCTS-0","MCTS-25",0,42,0
"134","MCTS-0","MCTS-25",3,0,1
"135","MCTS-0","MCTS-25",0,43,0
"136","MCTS-0","MCTS-25",0,12,0
"137","MCTS-0","MCTS-25",0,3,0
"138","MCTS-0","MCTS-25",8,0,1
"139","MCTS-0","MCTS-25",0,7,0
"140","MCTS-0","MCTS-25",0,2,0
"141","MCTS-0","MCTS-25",0,4,0
"142","MCTS-0","MCTS-25",43,0,1
"143","MCTS-0","MCTS-25",60,0,1
"144","MCTS-0","MCTS-25",0,25,0
"145","MCTS-0","MCTS-25",12,0,1
"146","MCTS-0","MCTS-25",27,2,1
"147","MCTS-0","MCTS-25",0,14,0
"148","MCTS-0","MCTS-25",0,60,0
"149","MCTS-0","MCTS-25",60,2,1
"150","MCTS-0","MCTS-25",49,0,1
"151","MCTS-0","MCTS-25",0,2,0
"152","MCTS-0","MCTS-25",2,0,1
"153","MCTS-0","MCTS-25",0,15,0
"154","MCTS-0","MCTS-25",0,5,0
"155","MCTS-0","MCTS-25",6,0,1
"156","MCTS-0","MCTS-25",13,0,1
"157","MCTS-0","MCTS-25",0,8,0
"158","MCTS-0","MCTS-25",2,0,1
"159","MCTS-0","MCTS-25",0,60,0
"160","MCTS-0","MCTS-25",7,60,0
"161","MCTS-0","MCTS-25",0,4,0
"162","MCTS-0","MCTS-25",0,2,0
"163","MCTS-0","MCTS-25",0,12,0
"164","MCTS-0","MCTS-25",0,17,0
"165","MCTS-0","MCTS-25",34,0,1
"166","MCTS-0","MCTS-25",7,0,1
"167","MCTS-0","MCTS-25",60,0,1
"168","MCTS-0","MCTS-25",0,2,0
"169","MCTS-0","MCTS-25",0,37,0
"170","MCTS-0","MCTS-25",2,0,1
"171","MCTS-0","MCTS-25",0,49,0
"172","MCTS-0","MCTS-25",0,10,0
"173","MCTS-0","MCTS-25",7,0,1
"174","MCTS-0","MCTS-25",60,0,1
"175","MCTS-0","MCTS-25",5,0,1
"176","MCTS-0","MCTS-25",0,60,0
"177","MCTS-0","MCTS-25",6,9,0
"178","MCTS-0","MCTS-25",27,0,1
"179","MCTS-0","MCTS-25",0,60,0
"180","MCTS-0","MCTS-25",0,7,0
"181","MCTS-0","MCTS-25",49,0,1
"182","MCTS-0","MCTS-25",4,0,1
"183","MCTS-0","MCTS-25",6,0,1
"184","MCTS-0","MCTS-25",44,0,1
"185","MCTS-0","MCTS-25",0,5,0
"186","MCTS-0","MCTS-25",17,15,1
"187","MCTS-0","MCTS-25",3,0,1
"188","MCTS-0","MCTS-25",45,0,1
"189","MCTS-0","MCTS-25",4,0,1
"190","MCTS-0","MCTS-25",2,0,1
"191","MCTS-0","MCTS-25",0,2,0
"192","MCTS-0","MCTS-25",13,13,0
"193","MCTS-0","MCTS-25",3,0,1
"194","MCTS-0","MCTS-25",4,0,1
"195","MCTS-0","MCTS-25",2,0,1
"196","MCTS-0","MCTS-25",13,0,1
"197","MCTS-0","MCTS-25",0,10,0
"198","MCTS-0","MCTS-25",47,0,1
"199","MCTS-0","MCTS-25",0,31,0
"200","MCTS-0","MCTS-25",57,0,1
"201","MCTS-0","MCTS-25",40,0,1
"202","MCTS-0","MCTS-25",28,0,1
"203","MCTS-0","MCTS-25",0,14,0
"204","MCTS-0","MCTS-25",60,0,1
"205","MCTS-0","MCTS-25",2,26,0
"206","MCTS-0","MCTS-25",60,0,1
"207","MCTS-0","MCTS-25",60,0,1
"208","MCTS-0","MCTS-25",0,9,0
"209","MCTS-0","MCTS-25",60,0,1
"210","MCTS-0","MCTS-25",23,0,1
"211","MCTS-0","MCTS-25",37,0,1
"212","MCTS-0","MCTS-25",0,4,0
"213","MCTS-0","MCTS-25",15,0,1
"214","MCTS-0","MCTS-25",0,32,0
"215","MCTS-0","MCTS-25",0,51,0
"216","MCTS-0","MCTS-25",0,8,0
"217","MCTS-0","MCTS-25",29,0,1
"218","MCTS-0","MCTS-25",0,40,0
"219","MCTS-0","MCTS-25",22,0,1
"220","MCTS-0","MCTS-25",4,0,1
"221","MCTS-0","MCTS-25",0,5,0
"222","MCTS-0","MCTS-25",37,0,1
"223","MCTS-0","MCTS-25",0,0,0
"224","MCTS-0","MCTS-25",60,0,1
"225","MCTS-0","MCTS-25",44,0,1
"226","MCTS-0","MCTS-25",44,0,1
"227","MCTS-0","MCTS-25",0,39,0
"228","MCTS-0","MCTS-25",0,12,0
"229","MCTS-0","MCTS-25",2,60,0
"230","MCTS-0","MCTS-25",10,0,1
"231","MCTS-0","MCTS-25",23,0,1
"232","MCTS-0","MCTS-25",13,0,1
"233","MCTS-0","MCTS-25",2,0,1
"234","MCTS-0","MCTS-25",38,0,1
"235","MCTS-0","MCTS-25",11,0,1
"236","MCTS-0","MCTS-25",11,0,1
"237","MCTS-0","MCTS-25",0,60,0
"238","MCTS-0","MCTS-25",10,0,1
"239","MCTS-0","MCTS-25",7,0,1
"240","MCTS-0","MCTS-25",60,0,1
"241","MCTS-0","MCTS-25",14,0,1
"242","MCTS-0","MCTS-25",0,2,0
"243","MCTS-0","MCTS-25",2,0,1
"244","MCTS-0","MCTS-25",0,2,0
"245","MCTS-0","MCTS-25",0,12,0
"246","MCTS-0","MCTS-25",19,0,1
"247","MCTS-0","MCTS-25",26,0,1
"248","MCTS-0","MCTS-25",42,0,1
"249","MCTS-0","MCTS-25",0,2,0
"250","MCTS-0","MCTS-25",51,0,1
"251","MCTS-0","MCTS-25",2,0,1
"252","MCTS-0","MCTS-25",47,0,1
"253","MCTS-0","MCTS-25",15,0,1
"254","MCTS-0","MCTS-25",0,21,0
"255","MCTS-0","MCTS-25",60,0,1
"256","MCTS-0","MCTS-25",25,0,1
"257","MCTS-0","MCTS-25",0,60,0
"258","MCTS-0","MCTS-25",15,0,1
"259","MCTS-0","MCTS-25",0,21,0
"260","MCTS-0","MCTS-25",27,0,1
"261","MCTS-0","MCTS-25",34,0,1
"262","MCTS-0","MCTS-25",0,27,0
"263","MCTS-0","MCTS-25",34,0,1
"264","MCTS-0","MCTS-25",23,0,1
"265","MCTS-0","MCTS-25",57,0,1
"266","MCTS-0","MCTS-25",14,0,1
"267","MCTS-0","MCTS-25",15,0,1
"268","MCTS-0","MCTS-25",0,34,0
"269","MCTS-0","MCTS-25",0,11,0
"270","MCTS-0","MCTS-25",27,0,1
"271","MCTS-0","MCTS-25",0,3,0
"272","MCTS-0","MCTS-25",0,2,0
"273","MCTS-0","MCTS-25",34,0,1
"274","MCTS-0","MCTS-25",0,20,0
"275","MCTS-0","MCTS-25",3,0,1
"276","MCTS-0","MCTS-25",31,0,1
"277","MCTS-0","MCTS-25",0,2,0
"278","MCTS-0","MCTS-25",50,0,1
"279","MCTS-0","MCTS-25",0,20,0
"280","MCTS-0","MCTS-25",16,0,1
"281","MCTS-0","MCTS-25",0,11,0
"282","MCTS-0","MCTS-25",60,0,1
"283","MCTS-0","MCTS-25",20,0,1
"284","MCTS-0","MCTS-25",60,0,1
"285","MCTS-0","MCTS-25",0,7,0
"286","MCTS-0","MCTS-25",3,0,1
"287","MCTS-0","MCTS-25",60,0,1
"288","MCTS-0","MCTS-25",29,0,1
"289","MCTS-0","MCTS-25",0,60,0
"290","MCTS-0","MCTS-25",0,38,0
"291","MCTS-0","MCTS-25",0,27,0
"292","MCTS-0","MCTS-25",10,0,1
"293","MCTS-0","MCTS-25",56,0,1
"294","MCTS-0","MCTS-25",41,0,1
"295","MCTS-0","MCTS-25",18,0,1
"296","MCTS-0","MCTS-25",0,8,0
"297","MCTS-0","MCTS-25",60,0,1
"298","MCTS-0","MCTS-25",27,0,1
"299","MCTS-0","MCTS-25",2,0,1
"300","MCTS-0","MCTS-25",0,16,0
"301","MCTS-0","MCTS-25",60,0,1
"302","MCTS-0","MCTS-25",43,0,1
"303","MCTS-0","MCTS-25",11,0,1
"304","MCTS-0","MCTS-25",37,0,1
"305","MCTS-0","MCTS-25",0,23,0
"306","MCTS-0","MCTS-25",0,60,0
"307","MCTS-0","MCTS-25",3,0,1
"308","MCTS-0","MCTS-25",0,60,0
"309","MCTS-0","MCTS-25",58,0,1
"310","MCTS-0","MCTS-25",8,0,1
"311","MCTS-0","MCTS-25",3,0,1
"312","MCTS-0","MCTS-25",0,60,0
"313","MCTS-0","MCTS-25",58,0,1
"314","MCTS-0","MCTS-25",3,0,1
"315","MCTS-0","MCTS-25",2,0,1
"316","MCTS-0","MCTS-25",13,0,1
"317","MCTS-0","MCTS-25",33,0,1
"318","MCTS-0","MCTS-25",0,5,0
"319","MCTS-0","MCTS-25",19,0,1
"320","MCTS-0","MCTS-25",0,10,0
"321","MCTS-0","MCTS-25",30,0,1
"322","MCTS-0","MCTS-25",0,32,0
"323","MCTS-0","MCTS-25",60,0,1
"324","MCTS-0","MCTS-25",5,0,1
"325","MCTS-0","MCTS-25",2,0,1
"326","MCTS-0","MCTS-25",0,3,0
"327","MCTS-0","MCTS-25",0,27,0
"328","MCTS-0","MCTS-25",34,0,1
"329","MCTS-0","MCTS-25",0,6,0
"330","MCTS-0","MCTS-25",48,0,1
"331","MCTS-0","MCTS-25",0,4,0
"332","MCTS-0","MCTS-25",40,0,1
"333","MCTS-0","MCTS-25",2,12,0
"334","MCTS-0","MCTS-25",18,0,1
"335","MCTS-0","MCTS-25",39,21,1
"336","MCTS-0","MCTS-25",0,37,0
"337","MCTS-0","MCTS-25",0,4,0
"338","MCTS-0","MCTS-25",21,0,1
"339","MCTS-0","MCTS-25",0,60,0
"340","MCTS-0","MCTS-25",3,0,1
"341","MCTS-0","MCTS-25",0,32,0
"342","MCTS-0","MCTS-25",0,60,0
"343","MCTS-0","MCTS-25",0,46,0
"344","MCTS-0","MCTS-25",0,7,0
"345","MCTS-0","MCTS-25",0,29,0
"346","MCTS-0","MCTS-25",15,0,1
"347","MCTS-0","MCTS-25",60,0,1
"348","MCTS-0","MCTS-25",0,2,0
"349","MCTS-0","MCTS-25",0,60,0
"350","MCTS-0","MCTS-25",21,0,1
"351","MCTS-0","MCTS-25",0,32,0
"352","MCTS-0","MCTS-25",0,60,0
"353","MCTS-0","MCTS-25",0,2,0
"354","MCTS-0","MCTS-25",0,50,0
"355","MCTS-0","MCTS-25",0,34,0
"356","MCTS-0","MCTS-25",0,2,0
"357","MCTS-0","MCTS-25",0,60,0
"358","MCTS-0","MCTS-25",0,60,0
"359","MCTS-0","MCTS-25",9,0,1
"360","MCTS-0","MCTS-25",3,0,1
"361","MCTS-0","MCTS-25",0,4,0
"362","MCTS-0","MCTS-25",36,0,1
"363","MCTS-0","MCTS-25",3,0,1
"364","MCTS-0","MCTS-25",10,0,1
"365","MCTS-0","MCTS-25",0,5,0
"366","MCTS-0","MCTS-25",0,60,0
"367","MCTS-0","MCTS-25",2,0,1
"368","MCTS-0","MCTS-25",20,0,1
"369","MCTS-0","MCTS-25",24,0,1
"370","MCTS-0","MCTS-25",60,0,1
"371","MCTS-0","MCTS-25",60,0,1
"372","MCTS-0","MCTS-25",53,0,1
"373","MCTS-0","MCTS-25",0,4,0
"374","MCTS-0","MCTS-25",60,0,1
"375","MCTS-0","MCTS-25",20,0,1
"376","MCTS-0","MCTS-25",2,0,1
"377","MCTS-0","MCTS-25",0,11,0
"378","MCTS-0","MCTS-25",30,0,1
"379","MCTS-0","MCTS-25",15,22,0
"380","MCTS-0","MCTS-25",45,14,1
"381","MCTS-0","MCTS-25",0,60,0
"382","MCTS-0","MCTS-25",2,0,1
"383","MCTS-0","MCTS-25",0,60,0
"384","MCTS-0","MCTS-25",0,25,0
"385","MCTS-0","MCTS-25",13,0,1
"386","MCTS-0","MCTS-25",25,0,1
"387","MCTS-0","MCTS-25",41,0,1
"388","MCTS-0","MCTS-25",0,41,0
"389","MCTS-0","MCTS-25",0,60,0
"390","MCTS-0","MCTS-25",0,60,0
"391","MCTS-0","MCTS-25",0,42,0
"392","MCTS-0","MCTS-25",0,22,0
"393","MCTS-0","MCTS-25",0,7,0
"394","MCTS-0","MCTS-25",0,60,0
"395","MCTS-0","MCTS-25",0,3,0
"396","MCTS-0","MCTS-25",0,2,0
"397","MCTS-0","MCTS-25",20,2,1
"398","MCTS-0","MCTS-25",4,0,1
"399","MCTS-0","MCTS-25",32,0,1
"400","MCTS-0","MCTS-25",58,0,1
"401","MCTS-0","MCTS-25",60,0,1
"402","MCTS-0","MCTS-25",0,46,0
"403","MCTS-0","MCTS-25",2,0,1
"404","MCTS-0","MCTS-25",2,0,1
"405","MCTS-0","MCTS-25",0,10,0
"406","MCTS-0","MCTS-25",0,15,0
"407","MCTS-0","MCTS-25",30,0,1
"408","MCTS-0","MCTS-25",47,0,1
"409","MCTS-0","MCTS-25",0,44,0
"410","MCTS-0","MCTS-25",0,23,0
"411","MCTS-0","MCTS-25",0,10,0
"412","MCTS-0","MCTS-25",0,16,0
"413","MCTS-0","MCTS-25",0,60,0
"414","MCTS-0","MCTS-25",2,0,1
"415","MCTS-0","MCTS-25",0,3,0
"416","MCTS-0","MCTS-25",48,0,1
"417","MCTS-0","MCTS-25",14,0,1
"418","MCTS-0","MCTS-25",0,9,0
"419","MCTS-0","MCTS-25",0,2,0
"420","MCTS-0","MCTS-25",8,0,1
"421","MCTS-0","MCTS-25",60,0,1
"422","MCTS-0","MCTS-25",21,0,1
"423","MCTS-0","MCTS-25",19,60,0
"424","MCTS-0","MCTS-25",49,0,1
"425","MCTS-0","MCTS-25",0,6,0
"426","MCTS-0","MCTS-25",0,8,0
"427","MCTS-0","MCTS-25",0,60,0
"428","MCTS-0","MCTS-25",5,0,1
"429","MCTS-0","MCTS-25",9,0,1
"430","MCTS-0","MCTS-25",0,34,0
"431","MCTS-0","MCTS-25",0,4,0
"432","MCTS-0","MCTS-25",0,12,0
"433","MCTS-0","MCTS-25",9,0,1
"434","MCTS-0","MCTS-25",0,44,0
"435","MCTS-0","MCTS-25",0,24,0
"436","MCTS-0","MCTS-25",0,60,0
"437","MCTS-0","MCTS-25",21,33,0
"438","MCTS-0","MCTS-25",2,0,1
"439","MCTS-0","MCTS-25",0,33,0
"440","MCTS-0","MCTS-25",4,0,1
"441","MCTS-0","MCTS-25",0,40,0
"442","MCTS-0","MCTS-25",0,10,0
"443","MCTS-0","MCTS-25",0,43,0
"444","MCTS-0","MCTS-25",60,0,1
"445","MCTS-0","MCTS-25",2,0,1
"446","MCTS-0","MCTS-25",0,37,0
"447","MCTS-0","MCTS-25",0,9,0
"448","MCTS-0","MCTS-25",4,0,1
"449","MCTS-0","MCTS-25",0,60,0
"450","MCTS-0","MCTS-25",60,0,1
"451","MCTS-0","MCTS-25",10,0,1
"452","MCTS-0","MCTS-25",54,0,1
"453","MCTS-0","MCTS-25",60,0,1
"454","MCTS-0","MCTS-25",0,19,0
"455","MCTS-0","MCTS-25",2,0,1
"456","MCTS-0","MCTS-25",0,2,0
"457","MCTS-0","MCTS-25",60,0,1
"458","MCTS-0","MCTS-25",60,0,1
"459","MCTS-0","MCTS-25",0,60,0
"460","MCTS-0","MCTS-25",0,7,0
"461","MCTS-0","MCTS-25",0,60,0
"462","MCTS-0","MCTS-25",49,0,1
"463","MCTS-0","MCTS-25",7,0,1
"464","MCTS-0","MCTS-25",25,0,1
"465","MCTS-0","MCTS-25",0,15,0
"466","MCTS-0","MCTS-25",11,0,1
"467","MCTS-0","MCTS-25",0,41,0
"468","MCTS-0","MCTS-25",0,60,0
"469","MCTS-0","MCTS-25",18,0,1
"470","MCTS-0","MCTS-25",40,18,1
"471","MCTS-0","MCTS-25",60,0,1
"472","MCTS-0","MCTS-25",0,37,0
"473","MCTS-0","MCTS-25",19,0,1
"474","MCTS-0","MCTS-25",47,0,1
"475","MCTS-0","MCTS-25",39,0,1
"476","MCTS-0","MCTS-25",25,0,1
"477","MCTS-0","MCTS-25",0,49,0
"478","MCTS-0","MCTS-25",36,0,1
"479","MCTS-0","MCTS-25",0,41,0
"480","MCTS-0","MCTS-25",0,60,0
"481","MCTS-0","MCTS-25",32,3,1
"482","MCTS-0","MCTS-25",0,60,0
"483","MCTS-0","MCTS-25",5,0,1
"484","MCTS-0","MCTS-25",60,0,1
"485","MCTS-0","MCTS-25",2,0,1
"486","MCTS-0","MCTS-25",0,26,0
"487","MCTS-0","MCTS-25",0,16,0
"488","MCTS-0","MCTS-25",0,48,0
"489","MCTS-0","MCTS-25",0,51,0
"490","MCTS-0","MCTS-25",47,0,1
"491","MCTS-0","MCTS-25",36,0,1
"492","MCTS-0","MCTS-25",47,0,1
"493","MCTS-0","MCTS-25",12,0,1
"494","MCTS-0","MCTS-25",4,0,1
"495","MCTS-0","MCTS-25",4,0,1
"496","MCTS-0","MCTS-25",0,10,0
"497","MCTS-0","MCTS-25",0,14,0
"498","MCTS-0","MCTS-25",0,2,0
"499","MCTS-0","MCTS-25",37,0,1
"500","MCTS-0","MCTS-25",7,0,1
"501","MCTS-0","MCTS-25",0,16,0
"502","MCTS-0","MCTS-25",20,0,1
"503","MCTS-0","MCTS-25",0,2,0
"504","MCTS-0","MCTS-25",0,5,0
"505","MCTS-0","MCTS-25",0,36,0
"506","MCTS-0","MCTS-25",47,0,1
"507","MCTS-0","MCTS-25",0,33,0
"508","MCTS-0","MCTS-25",0,35,0
"509","MCTS-0","MCTS-25",2,0,1
"510","MCTS-0","MCTS-25",0,58,0
"511","MCTS-0","MCTS-25",60,0,1
"512","MCTS-0","MCTS-25",6,0,1
"513","MCTS-0","MCTS-25",26,30,0
"514","MCTS-0","MCTS-25",4,0,1
"515","MCTS-0","MCTS-25",0,6,0
"516","MCTS-0","MCTS-25",10,0,1
"517","MCTS-0","MCTS-25",0,57,0
"518","MCTS-0","MCTS-25",0,42,0
"519","MCTS-0","MCTS-25",10,0,1
"520","MCTS-0","MCTS-25",0,60,0
"521","MCTS-0","MCTS-25",21,6,1
"522","MCTS-0","MCTS-25",0,50,0
"523","MCTS-0","MCTS-25",3,0,1
"524","MCTS-0","MCTS-25",45,0,1
"525","MCTS-0","MCTS-25",0,3,0
"526","MCTS-0","MCTS-25",60,0,1
"527","MCTS-0","MCTS-25",0,40,0
"528","MCTS-0","MCTS-25",60,0,1
"529","MCTS-0","MCTS-25",60,0,1
"530","MCTS-0","MCTS-25",0,4,0
"531","MCTS-0","MCTS-25",0,13,0
"532","MCTS-0","MCTS-25",11,0,1
"533","MCTS-0","MCTS-25",13,0,1
"534","MCTS-0","MCTS-25",0,5,0
"535","MCTS-0","MCTS-25",0,35,0
"536","MCTS-0","MCTS-25",7,0,1
"537","MCTS-0","MCTS-25",0,55,0
"538","MCTS-0","MCTS-25",0,60,0
"539","MCTS-0","MCTS-25",0,60,0
"540","MCTS-0","MCTS-25",0,7,0
"541","MCTS-0","MCTS-25",0,42,0
"542","MCTS-0","MCTS-25",32,0,1
"543","MCTS-0","MCTS-25",33,0,1
"544","MCTS-0","MCTS-25",11,0,1
"545","MCTS-0","MCTS-25",0,60,0
"546","MCTS-0","MCTS-25",0,19,0
"547","MCTS-0","MCTS-25",31,0,1
"548","MCTS-0","MCTS-25",42,0,1
"549","MCTS-0","MCTS-25",0,20,0
"550","MCTS-0","MCTS-25",0,60,0
"551","MCTS-0","MCTS-25",0,47,0
"552","MCTS-0","MCTS-25",19,0,1
"553","MCTS-0","MCTS-25",0,3,0
"554","MCTS-0","MCTS-25",0,25,0
"555","MCTS-0","MCTS-25",3,0,1
"556","MCTS-0","MCTS-25",0,2,0
"557","MCTS-0","MCTS-25",0,60,0
"558","MCTS-0","MCTS-25",0,9,0
"559","MCTS-0","MCTS-25",36,0,1
"560","MCTS-0","MCTS-25",54,0,1
"561","MCTS-0","MCTS-25",60,0,1
"562","MCTS-0","MCTS-25",2,0,1
"563","MCTS-0","MCTS-25",2,0,1
"564","MCTS-0","MCTS-25",60,0,1
"565","MCTS-0","MCTS-25",49,0,1
"566","MCTS-0","MCTS-25",0,5,0
"567","MCTS-0","MCTS-25",60,0,1
"568","MCTS-0","MCTS-25",0,46,0
"569","MCTS-0","MCTS-25",2,2,1
"570","MCTS-0","MCTS-25",0,2,0
"571","MCTS-0","MCTS-25",60,0,1
"572","MCTS-0","MCTS-25",60,0,1
"573","MCTS-0","MCTS-25",8,0,1
"574","MCTS-0","MCTS-25",47,0,1
"575","MCTS-0","MCTS-25",0,3,0
"576","MCTS-0","MCTS-25",0,5,0
"577","MCTS-0","MCTS-25",0,20,0
"578","MCTS-0","MCTS-25",6,0,1
"579","MCTS-0","MCTS-25",34,0,1
"580","MCTS-0","MCTS-25",0,60,0
"581","MCTS-0","MCTS-25",0,60,0
"582","MCTS-0","MCTS-25",0,60,0
"583","MCTS-0","MCTS-25",23,0,1
"584","MCTS-0","MCTS-25",17,0,1
"585","MCTS-0","MCTS-25",29,0,1
"586","MCTS-0","MCTS-25",0,5,0
"587","MCTS-0","MCTS-25",0,60,0
"588","MCTS-0","MCTS-25",2,0,1
"589","MCTS-0","MCTS-25",0,47,0
"590","MCTS-0","MCTS-25",0,54,0
"591","MCTS-0","MCTS-25",0,35,0
"592","MCTS-0","MCTS-25",37,0,1
"593","MCTS-0","MCTS-25",0,2,0
"594","MCTS-0","MCTS-25",0,17,0
"595","MCTS-0","MCTS-25",0,8,0
"596","MCTS-0","MCTS-25",12,0,1
"597","MCTS-0","MCTS-25",0,60,0
"598","MCTS-0","MCTS-25",36,0,1
"599","MCTS-0","MCTS-25",9,27,0
"600","MCTS-0","MCTS-25",6,0,1
"601","MCTS-0","MCTS-25",0,4,0
"602","MCTS-0","MCTS-25",6,0,1
"603","MCTS-0","MCTS-25",2,0,1
"604","MCTS-0","MCTS-25",9,0,1
"605","MCTS-0","MCTS-25",0,60,0
"606","MCTS-0","MCTS-25",60,0,1
"607","MCTS-0","MCTS-25",10,0,1
