init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
45 41 1 20 43 38 25 24 50 49 43 27 10,19 2 34 4 36 49 32 21 38 32 52 23 39,11,60,0,1,4,24 50 37 1 27 41 28 43 43 17 45 38 25,19 2 34 4 36 49 21 32 52 23 10 20 52,1,2,1
23 40 21 7 30 52 25 20 8 25 44 21 50,27 29 51 52 7 0 41 1 32 9 35 12 33,14,7,0,1,5,21 22 23 40 30 29 20 52 33 25 27 12 44,27 51 52 7 0 1 32 9 35 50 33 12 8,2,2,0
48 31 35 45 21 13 44 22 1 50 36 34,17 19 27 18 42 4 51 0 41 48 19 52 49,7,71,0,1,6,35 36 34 13 1 4 31 44 45 19 48 50 10,17 27 18 42 51 19 52 49 29 26 29 3 50,2,1,1
5 18 45 51 41 13 38 21 33 13 50 2 49,3 44 23 48 11 7 15 43 37 22 27 9 12,28,0,9,0,7,51 50 49 41 20 18 21 2 13 39 8 21 47,11 7 15 43 37 22 12 38 44 45 51 23 24,1,1,2
20 7 45 52 8 38 44 1 16 5 9 40 24,50 27 32 33 4 19 23 20 52 33 34 42 15,40,80,0,1,4,7 9 52 1 20 23 38 12 40 41 16 44 33,50 27 32 19 23 20 52 33 34 24 45 11 6,1,1,2
22 27 36 8 50 25 49 28 15 19 43 12,24 24 35 48 15 9 44 39 37 0 26 4 3,1,0,10,0,7,22 25 23 24 27 50 49 27 19 17 28 15 41,35 48 9 39 37 0 26 4 3 43 1 42 44,1,2,1
10 5 29 2 39 47 21 31 35 18 13 48 26,28 51 15 24 16 17 8 49 5 39 32 51 3,9,0,20,0,7,2 3 1 35 29 31 39 13 26 5 18 31 48,51 15 16 17 8 49 5 39 32 51 7 9 48,1,1,2
27 41 9 8 21 19 35 17 48 5 7 52 34,38 10 52 43 44 34 39 37 47 18 48 15 10,30,59,0,1,9,9 8 10 35 34 32 7 46 20 26 27 40 3,38 52 43 44 34 37 47 18 15 21 16 52 17,1,1,2
52 25 39 33 0 25 28 10 50 8 30 24,52 3 49 31 19 27 48 35 13 34 10 47 17,4,80,0,1,5,25 39 0 25 28 10 50 8 30 24 46 19 19,52 3 49 31 48 35 34 47 17 16 33 52 4,1,2,1
23 17 24 37 47 10 42 39 15 28 20 29,16 6 48 37 4 16 29 4 8 50 51 30 43,39,12,0,1,10,17 15 16 23 24 25 22 39 47 34 1 2 42,6 48 4 16 29 4 51 30 43 50 3 52 5,1,1,2
